run_n,seed_train,seed_test,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,1,400,100000,None,5,MAFN,relu,8,-5,0,None,0.0543253720612575,0.1353088394880584,0.031326174562616,0.0627899310716714,0.0916653840270344,0.0540235273592076,0.0874561535549848,0.0582095343629935,25.578670679520908,3.86107239228852,128-128-128,512,2,454,23.281217705000017
2,187,188,400,100000,None,5,MAFN,relu,8,-5,0,None,0.1279370816141535,0.1879444297541105,0.0744174541246352,0.0990654035077034,0.0634206124345714,0.0342408217456707,0.0613465650015116,0.0365004146350976,59.55420649270383,1.616441165158241,128-128-128,512,2,446,21.96235823799998
3,377,378,400,100000,None,5,MAFN,relu,8,-5,0,None,0.0556922772854834,0.1204688101031565,0.0281055113964151,0.0631992868537618,0.0757835942432657,0.0422042257785958,0.0716642652558694,0.0402872611727391,55.7247663493125,2.9495829606687654,128-128-128,512,2,316,22.49535092499991
4,440,441,400,100000,None,5,MAFN,relu,8,-5,0,None,0.1204492803661939,0.1729508688188529,0.0612701370867975,0.0878403804045122,0.071141758828577,0.0438620148920448,0.0710317317425305,0.0467548782678551,46.16691905950874,2.784862424156397,128-128-128,512,2,578,22.28351332499915
5,520,521,400,100000,None,5,MAFN,relu,8,-5,0,None,0.0554986999469621,0.1222211447579739,0.0361985786192355,0.0708860628621285,0.085402189757928,0.0485132712132019,0.0853276521466764,0.0532228292882801,59.69360374188605,2.173831545023841,128-128-128,512,2,578,22.72431509099988
6,541,542,400,100000,None,5,MAFN,relu,8,-5,0,None,0.1613812392480533,0.2086645256279927,0.0835900031661892,0.0909900889383644,0.0656259919168284,0.037819046416466,0.0641797333055509,0.0393423970203221,28.02311966511823,3.148699354273005,128-128-128,512,2,698,22.135345378001148
7,721,722,400,100000,None,5,MAFN,relu,8,-5,0,None,0.0584276936385231,0.1481111040608986,0.040170196358607,0.0710227913571155,0.0832331221221699,0.0532564161957132,0.0837394697542402,0.0538619334608541,19.620310079467533,1.586836573386958,128-128-128,512,2,509,23.744973519998894
8,869,870,400,100000,None,5,MAFN,relu,8,-5,0,None,0.261799429228961,0.2682178799716016,0.1182970643480029,0.1030872576122287,0.0414923949653642,0.0229657531598428,0.0404208242408836,0.0222668844228603,21.86318233508973,3.616730032020232,128-128-128,512,2,527,24.980621264998263
9,926,927,400,100000,None,5,MAFN,relu,8,-5,0,None,0.047320335943266,0.1135380089599263,0.0232389401110202,0.0557423552139244,0.0827644738752235,0.0494044350875749,0.0786070359142514,0.0460549200397661,51.9614801510517,2.0484751871354216,128-128-128,512,2,273,24.370843274000435
10,933,934,400,100000,None,5,MAFN,relu,8,-5,0,None,0.0417201732052599,0.1193869195346978,0.0288917647234165,0.0593869730397478,0.091461475932902,0.0540072626584877,0.0854811628939877,0.0551425586057297,17.671231967318757,2.8565001380253823,128-128-128,512,2,438,23.296893942999304
