run_n,seed_train,seed_test,seed_dist,seed_metrics,ndims,nsamples_train,nsamples_val,nsamples_test,correlation,nbijectors,bijector,spline_knots,range_min,hidden_layers,trainable_parameters,non_trainable_parameters,batch_size,activation,regulariser,eps_regulariser,training_device,epochs_input
8,187,188,0,0,4,100000,30000,100000,,10,MAFN,--,-5,256-256-256,1349200,0,512,relu,,0.0,NVIDIA A40,1000
14,440,441,0,0,4,100000,30000,100000,,5,MAFN,--,-5,256-256-256,674600,0,512,relu,,0.0,NVIDIA A40,1000
19,520,521,0,0,4,100000,30000,100000,,10,MAFN,--,-5,128-128-128,346960,0,512,relu,,0.0,NVIDIA A40,1000
26,721,722,0,0,4,100000,30000,100000,,5,MAFN,--,-5,256-256-256,674600,0,512,relu,,0.0,NVIDIA A40,1000
34,926,927,0,0,4,100000,30000,100000,,5,MAFN,--,-5,256-256-256,674600,0,512,relu,,0.0,NVIDIA A40,1000
39,933,934,0,0,4,100000,30000,100000,,10,MAFN,--,-5,128-128-128,346960,0,512,relu,,0.0,NVIDIA A40,1000
50,377,378,0,0,8,100000,30000,100000,,5,MAFN,--,-5,256-256-256,690000,0,512,relu,,0.0,NVIDIA A40,1000
54,440,441,0,0,8,100000,30000,100000,,5,MAFN,--,-5,256-256-256,690000,0,512,relu,,0.0,NVIDIA A40,1000
60,520,521,0,0,8,100000,30000,100000,,10,MAFN,--,-5,256-256-256,1380000,0,512,relu,,0.0,NVIDIA A40,1000
65,721,722,0,0,8,100000,30000,100000,,5,MAFN,--,-5,128-128-128,181200,0,512,relu,,0.0,NVIDIA A40,1000
77,933,934,0,0,8,100000,30000,100000,,5,MAFN,--,-5,128-128-128,181200,0,512,relu,,0.0,NVIDIA A40,1000
88,187,188,0,0,16,100000,30000,100000,,10,MAFN,--,-5,256-256-256,1441600,0,512,relu,,0.0,NVIDIA A40,1000
93,440,441,0,0,16,100000,30000,100000,,5,MAFN,--,-5,128-128-128,196640,0,512,relu,,0.0,NVIDIA A40,1000
102,541,542,0,0,16,100000,30000,100000,,5,MAFN,--,-5,256-256-256,720800,0,512,relu,,0.0,NVIDIA A40,1000
106,721,722,0,0,16,100000,30000,100000,,5,MAFN,--,-5,256-256-256,720800,0,512,relu,,0.0,NVIDIA A40,1000
111,869,870,0,0,16,100000,30000,100000,,10,MAFN,--,-5,128-128-128,393280,0,512,relu,,0.0,NVIDIA A40,1000
117,933,934,0,0,16,100000,30000,100000,,5,MAFN,--,-5,128-128-128,196640,0,512,relu,,0.0,NVIDIA A40,1000
129,377,378,0,0,32,100000,30000,100000,,5,MAFN,--,-5,128-128-128,227520,0,512,relu,,0.0,NVIDIA A40,1000
143,541,542,0,0,32,100000,30000,100000,,10,MAFN,--,-5,128-128-128,455040,0,512,relu,,0.0,NVIDIA A40,1000
154,926,927,0,0,32,100000,30000,100000,,5,MAFN,--,-5,256-256-256,782400,0,512,relu,,0.0,NVIDIA A40,1000
160,933,934,0,0,32,100000,30000,100000,,10,MAFN,--,-5,256-256-256,1564800,0,512,relu,,0.0,NVIDIA A40,1000
165,187,188,0,0,64,100000,30000,100000,,5,MAFN,--,-5,128-128-128,289280,0,512,relu,,0.0,NVIDIA A40,1000
177,520,521,0,0,64,100000,30000,100000,,5,MAFN,--,-5,128-128-128,289280,0,512,relu,,0.0,NVIDIA A40,1000
188,721,722,0,0,64,100000,30000,100000,,10,MAFN,--,-5,256-256-256,1811200,0,512,relu,,0.0,NVIDIA A40,1000
194,926,927,0,0,64,100000,30000,100000,,5,MAFN,--,-5,256-256-256,905600,0,512,relu,,0.0,NVIDIA A40,1000
198,933,934,0,0,64,100000,30000,100000,,5,MAFN,--,-5,256-256-256,905600,0,512,relu,,0.0,NVIDIA A40,1000
200,933,934,0,0,64,100000,30000,100000,,10,MAFN,--,-5,256-256-256,1811200,0,512,relu,,0.0,NVIDIA A40,1000
206,187,188,0,0,100,100000,30000,100000,,5,MAFN,--,-5,256-256-256,1044200,0,512,relu,,0.0,NVIDIA A40,1000
211,377,378,0,0,100,100000,30000,100000,,10,MAFN,--,-5,128-128-128,717520,0,512,relu,,0.0,NVIDIA A40,1000
221,541,542,0,0,100,100000,30000,100000,,5,MAFN,--,-5,128-128-128,358760,0,512,relu,,0.0,NVIDIA A40,1000
225,721,722,0,0,100,100000,30000,100000,,5,MAFN,--,-5,128-128-128,358760,0,512,relu,,0.0,NVIDIA A40,1000
230,869,870,0,0,100,100000,30000,100000,,5,MAFN,--,-5,256-256-256,1044200,0,512,relu,,0.0,NVIDIA A40,1000
234,926,927,0,0,100,100000,30000,100000,,5,MAFN,--,-5,256-256-256,1044200,0,512,relu,,0.0,NVIDIA A40,1000
238,933,934,0,0,100,100000,30000,100000,,5,MAFN,--,-5,256-256-256,1044200,0,512,relu,,0.0,NVIDIA A40,1000
