run_n,run_seed,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,400,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.004389798779454235,0.03053881322951126,0.004696594273650428,0.02098039069651584,0.19017091124339836,0.08464323019914262,0.1906713545826171,0.0878786069839364,26.656039932618445,0.505147775347862,128-128-128,256,1000,362,3475.0513949822634
2,187,400,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.0047381008849031936,0.027035657466924417,0.004957759360738434,0.02189831660685451,0.17554308094421864,0.08109754560956492,0.1786443277724037,0.08527293388755888,25.327351511128043,0.4729615997600152,128-128-128,256,1000,536,5386.267267716117
3,377,400,100000,corr,10,RealNVPN,relu,8,-5,0,None,2.7955856178338844e-05,0.00044017393496133706,0.0010008001857574219,2.4411971417406222e-05,0.41723678646952816,0.19098693564247599,0.41778102097718717,0.21577336958778132,46.9076061585079,1.0990321519564652,128-128-128,256,1000,404,4142.054496645927
4,440,400,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.01002698554488211,0.04360990926294132,0.009796173742548412,0.031810780571867994,0.15326585249453004,0.07317630912462664,0.1551346419820286,0.07946737096152844,21.269233428448125,0.982840687047539,128-128-128,256,1000,463,4800.6179831288755
5,520,400,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.020922840324381325,0.07950142681070263,0.021217002995313046,0.05295163461996478,0.12193321092185083,0.06452447784495073,0.12340658806780977,0.06830617963261676,12.010483353906066,1.4222072297426063,128-128-128,256,1000,399,4819.420014237054
6,541,400,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.002492830038132228,0.018633848812295645,0.0032260300979185096,0.014519119185146832,0.21028192158846518,0.10138980636528108,0.21018467887489317,0.11939117271717169,24.957691658296483,0.9549156580338133,128-128-128,256,1000,564,6190.044051039964
7,721,400,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.0004927505778753683,0.005814721509115862,0.0016087845673792942,0.009089892082883428,0.2475623448945439,0.12051212434338829,0.2460309444135191,0.1249624316299748,31.03391775672427,1.03467576046621,128-128-128,256,1000,326,3506.750589317642
8,869,400,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.008543804622021868,0.03737991690079959,0.010746102099663146,0.03523532376934736,0.15474714767848594,0.0709523647402297,0.15609220886364875,0.08048438484841769,21.248263141738732,0.878647480015647,128-128-128,256,1000,356,4060.739116644487
9,926,400,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.01856438845925264,0.06293972706414781,0.019904322397200493,0.049139988462817495,0.14408458741030802,0.07204697673998944,0.1421654910765061,0.07465994834013266,23.028427878216313,0.4514200845886976,128-128-128,256,1000,441,4815.524994014762
10,933,400,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.014344695051002415,0.05524892996538324,0.012371072161271118,0.037869757519671504,0.14659102056651926,0.06885114769856762,0.1417664089494662,0.0761064756374182,20.759544121814283,0.9272278637729465,128-128-128,256,1000,548,5234.534486595541
