run_n,run_seed,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,kl_divergence,ks_test_mean,ks_test_median,ad_test_mean,ad_test_median,Wasserstein_median,Wasserstein_mean,frob_norm,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,200,100000,corr,2,MsplineN,relu,12,-16,0,None,-1,0.4608222792586197,0.4596547523190272,0.20731871416005065,0.20483380539847582,0.03937298887203518,0.03937298887203518,1.1570109094087633,128-128-128,512,1000,315,2205.0674876868725
2,187,200,100000,corr,2,MsplineN,relu,12,-16,0,None,-1,0.5212122505938709,0.5202198436587595,0.22177723533853516,0.22136364167303105,0.01353037855257394,0.01353037855257394,0.7616328250794991,128-128-128,512,1000,451,3645.8132004863583
3,377,200,100000,corr,2,MsplineN,relu,12,-16,0,None,-1,0.5068895082377688,0.5113661451272076,0.22029412066301107,0.21966329984954047,0.017868153374546704,0.017868153374546704,0.6272459089535187,128-128-128,512,1000,371,2527.2153930580243
4,440,200,100000,corr,2,MsplineN,relu,12,-16,0,None,-1,0.5095903395369373,0.5159147575695109,0.21945001130976047,0.21877356170424478,0.02188314773473038,0.02188314773473038,1.2230592792057267,128-128-128,512,1000,320,2252.8625424429774
5,520,200,100000,corr,2,MsplineN,relu,12,-16,0,None,-1,0.4991987053676217,0.5039490450981315,0.21675456134065219,0.2152239560865023,0.04045999336380186,0.04045999336380186,2.6013029256119005,128-128-128,512,1000,372,2892.82364611933
6,541,200,100000,corr,2,MsplineN,relu,12,-16,0,None,-1,0.5020043959167646,0.5026348151521645,0.21612075816160758,0.21607504511113765,0.025217699056109537,0.025217699056109537,1.386817759879389,128-128-128,512,1000,333,2547.036416257266
7,721,200,100000,corr,2,MsplineN,relu,12,-16,0,None,-1,0.48458613794731437,0.4843428328518996,0.2144938425686634,0.21401305794319028,0.028613853339798302,0.028613853339798302,1.8412810152003212,128-128-128,512,1000,351,2527.796670150012
8,869,200,100000,corr,2,MsplineN,relu,12,-16,0,None,-1,0.10843514535554175,0.06829802593388216,0.05344440262624153,0.06762200282769562,0.21671335729618546,0.21671335729618546,4.6006925323,128-128-128,512,1000,502,3490.5617359089665
9,926,200,100000,corr,2,MsplineN,relu,12,-16,0,None,-1,0.4172818236216587,0.4169617931127845,0.19338919199201593,0.19286251068951435,0.07599503617911792,0.07599503617911792,2.581675057603375,128-128-128,512,1000,291,1972.709124121815
10,933,200,100000,corr,2,MsplineN,relu,12,-16,0,None,-1,0.4796862117721621,0.4797522224540703,0.21060837350300451,0.21042498638795631,0.02691008302744182,0.02691008302744182,1.6555593532514261,128-128-128,512,1000,384,2767.77433074126
