run_n,seed_train,seed_test,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,1,200,100000,None,2,MsplineN,relu,12,-16,0,None,0.3418603804882249,0.2973397440343191,0.1653619719236004,0.0989546042698679,0.0351407518459871,0.0220616181033735,0.0336317337330712,0.0217760509717613,1.956941708894712,0.5738396629489626,128-128-128,512,2,317,34.8814295232296
2,187,188,200,100000,None,2,MsplineN,relu,12,-16,0,None,0.4805312599389641,0.2954132131537674,0.2129041642246458,0.0705834793795412,0.029083492306954,0.017878815474298,0.0292264641049405,0.0177329722418692,1.6986207096644264,0.3499759284647639,128-128-128,512,2,453,29.73448404576629
3,377,378,200,100000,None,2,MsplineN,relu,12,-16,0,None,0.5125686856906609,0.2814567380123639,0.2213214350630052,0.0609454744348587,0.0290436591052446,0.0173121159753071,0.0294547625914871,0.0180546779896091,1.9893845067104228,0.6781196122301245,128-128-128,512,2,373,29.760325147770345
4,440,441,200,100000,None,2,MsplineN,relu,12,-16,0,None,0.5119730277309522,0.285551146198417,0.2184543822506427,0.0646602985836524,0.0271216258728514,0.0152515672972884,0.0274850096990441,0.0152127724922545,1.817211092273816,0.4562517992535231,128-128-128,512,2,322,30.748808924108744
5,520,521,200,100000,None,2,MsplineN,relu,12,-16,0,None,0.2491429510600329,0.2401658008500584,0.150164005411687,0.0961926200187252,0.0517225171300489,0.0303846333254548,0.0496924602018455,0.0327883917773155,2.000564954206066,0.4375479608163899,128-128-128,512,2,374,29.84373991843313
6,541,542,200,100000,None,2,MsplineN,relu,12,-16,0,None,0.5040789329286822,0.2797557937526041,0.219588036921088,0.0628589737130931,0.027043304265032,0.0153159557889495,0.0282538034681613,0.0163641294376933,1.517047300772915,0.2743314065702086,128-128-128,512,2,335,31.027033885009587
7,721,722,200,100000,None,2,MsplineN,relu,12,-16,0,None,0.2800333166428454,0.2610401256959247,0.1598474788030257,0.0951199958695914,0.0478064076438899,0.0277843987719041,0.0474844566771784,0.0302669174809225,2.3051176573250767,0.6683334198586912,128-128-128,512,2,353,31.093904049135745
8,869,870,200,100000,None,2,MsplineN,relu,12,-16,0,None,0.0038506579837321,0.0381713094608889,0.002922564335864,0.0183560204852143,0.256485700894815,0.1496790958331245,0.2597493584374,0.1705507425474407,7.021192548958292,0.3842907326350846,128-128-128,512,2,504,31.536950794048607
9,926,927,200,100000,None,2,MsplineN,relu,12,-16,0,None,0.158559141961061,0.2017180323156377,0.1008082821430772,0.0973782568267331,0.0584681012139093,0.0315488091863109,0.0567794543921944,0.0341418674216413,2.663319157007322,0.4419612643324017,128-128-128,512,2,293,30.543959982693195
10,933,934,200,100000,None,2,MsplineN,relu,12,-16,0,None,0.2499322378559433,0.2625598921898838,0.1348402613950783,0.1047240000172021,0.0547531103550221,0.0342032232516196,0.0520759199223185,0.0345393681015153,4.286291096276171,1.0997103227935168,128-128-128,512,2,386,34.03748237900436
