run_n,seed_train,seed_test,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,1,200,100000,,2,MsplineN,relu,12,-16,0,,0.3418603804882249,0.2973397440343191,0.1653619719236004,0.09895460426986795,0.035140751845987195,0.022061618103373516,0.033631733733071205,0.021776050971761315,1.9569417088947119,0.5738396629489626,"128-128-128",512,2,317,34.8814295232296
2,187,188,200,100000,,2,MsplineN,relu,12,-16,0,,0.4805312599389641,0.29541321315376745,0.21290416422464586,0.07058347937954126,0.029083492306954013,0.01787881547429808,0.029226464104940533,0.017732972241869267,1.6986207096644264,0.34997592846476394,"128-128-128",512,2,453,29.734484045766294
3,377,378,200,100000,,2,MsplineN,relu,12,-16,0,,0.5125686856906609,0.2814567380123639,0.2213214350630052,0.0609454744348587,0.029043659105244642,0.01731211597530713,0.029454762591487132,0.01805467798960911,1.9893845067104228,0.6781196122301245,"128-128-128",512,2,373,29.760325147770345
4,440,441,200,100000,,2,MsplineN,relu,12,-16,0,,0.5119730277309522,0.285551146198417,0.21845438225064276,0.06466029858365248,0.02712162587285144,0.015251567297288443,0.0274850096990441,0.015212772492254584,1.817211092273816,0.4562517992535231,"128-128-128",512,2,322,30.748808924108744
5,520,521,200,100000,,2,MsplineN,relu,12,-16,0,,0.24914295106003292,0.24016580085005843,0.150164005411687,0.0961926200187252,0.05172251713004896,0.030384633325454834,0.04969246020184552,0.032788391777315525,2.000564954206066,0.4375479608163899,"128-128-128",512,2,374,29.84373991843313
6,541,542,200,100000,,2,MsplineN,relu,12,-16,0,,0.5040789329286822,0.2797557937526041,0.21958803692108808,0.06285897371309318,0.027043304265032,0.015315955788949561,0.02825380346816132,0.016364129437693303,1.517047300772915,0.2743314065702086,"128-128-128",512,2,335,31.027033885009587
7,721,722,200,100000,,2,MsplineN,relu,12,-16,0,,0.2800333166428454,0.2610401256959247,0.1598474788030257,0.0951199958695914,0.04780640764388995,0.02778439877190416,0.04748445667717841,0.030266917480922525,2.3051176573250767,0.6683334198586912,"128-128-128",512,2,353,31.093904049135745
8,869,870,200,100000,,2,MsplineN,relu,12,-16,0,,0.0038506579837321053,0.03817130946088895,0.0029225643358640656,0.018356020485214324,0.25648570089481504,0.14967909583312458,0.25974935843740005,0.17055074254744076,7.021192548958292,0.3842907326350846,"128-128-128",512,2,504,31.536950794048607
9,926,927,200,100000,,2,MsplineN,relu,12,-16,0,,0.15855914196106102,0.20171803231563773,0.10080828214307723,0.0973782568267331,0.05846810121390935,0.03154880918631092,0.05677945439219445,0.0341418674216413,2.663319157007322,0.4419612643324017,"128-128-128",512,2,293,30.543959982693195
10,933,934,200,100000,,2,MsplineN,relu,12,-16,0,,0.24993223785594332,0.2625598921898838,0.13484026139507838,0.1047240000172021,0.05475311035502215,0.03420322325161966,0.052075919922318546,0.03453936810151536,4.286291096276171,1.0997103227935168,"128-128-128",512,2,386,34.03748237900436
