ndims,nbijectors,bijector,nsamples,spline_knots,range_min,eps_regulariser,kl_divergence,ks_test_mean,ks_test_median,ad_test_mean,ad_test_median,Wasserstein_median,Wasserstein_mean,frob_norm,hidden_layers,batch_size,time
16,5,MAFN,50000,8,-5,1e-10,-1,0.31705575503357003,0.3737797006421313,0.13051679977452652,0.13356652273309594,0.042722457101233735,0.042722457101233735,0.1310661000985647,128-128-128,512,73.275978869
16,5,MAFN,50000,8,-5,1e-10,-1,0.32800141231703767,0.3826715393422053,0.10306414604984782,0.12188777093995996,0.03855966620385647,0.03855966620385647,0.13356858223150342,128-128-128,512,73.275978869
16,5,MAFN,50000,8,-5,1e-10,-1,0.2985087700976146,0.34241553765542665,0.15121397546956894,0.13294401208150522,0.041454288704385986,0.041454288704385986,0.14443185208872397,512-512-512,512,365.903025855
16,5,MAFN,50000,8,-5,1e-10,-1,0.30254258448534954,0.3517566969723369,0.14992400140951834,0.1264068518680278,0.03857755706507712,0.03857755706507712,0.15056829702457014,512-512-512,512,365.903025855
16,5,MAFN,50000,8,-5,1e-10,-1,0.26262481226993256,0.28019307739847255,0.1227001710133453,0.1109871393091696,0.044295765845726365,0.044295765845726365,0.10505006693351768,128-128-128,254,90.09138441699997
16,5,MAFN,50000,8,-5,1e-10,-1,0.24979009079318235,0.26970818512585715,0.10248792311680455,0.10558834413710151,0.04569306457936763,0.04569306457936763,0.10143159967193513,128-128-128,254,90.09138441699997
16,5,MAFN,50000,8,-5,1e-10,-1,0.2572997877916657,0.24489524028861562,0.12492343601634018,0.11436945274190743,0.056268876952095884,0.056268876952095884,0.12070070056221965,512-512-512,254,349.23269087799986
16,5,MAFN,50000,8,-5,1e-10,-1,0.26009981257843157,0.2563790087232131,0.11003967298311965,0.10801471210892236,0.051446085897386064,0.051446085897386064,0.11590114415450642,512-512-512,254,349.23269087799986
16,5,MAFN,100000,8,-5,1e-10,-1,0.3205606213002896,0.36157925448049505,0.14520021097221988,0.13469931185976766,0.04092808096409075,0.04092808096409075,0.1358460799773869,128-128-128,512,140.8288612440001
16,5,MAFN,100000,8,-5,1e-10,-1,0.3121192233702252,0.34919339637787405,0.13941558768305495,0.1280729203958891,0.035938228529989714,0.035938228529989714,0.13097766659738694,128-128-128,512,140.8288612440001
16,5,MAFN,100000,8,-5,1e-10,-1,0.35188763127268474,0.3707760963792306,0.16860476281962977,0.15945867756475526,0.04364679185284768,0.04364679185284768,0.13735729320504017,512-512-512,512,635.1540677919998
16,5,MAFN,100000,8,-5,1e-10,-1,0.35079165398388396,0.3733731393648407,0.1685060920440029,0.15237304775595042,0.03983951227396727,0.03983951227396727,0.13956368417272771,512-512-512,512,635.1540677919998
16,5,MAFN,100000,8,-5,1e-10,-1,0.336739540182311,0.3738259302882366,0.17245526997866156,0.14885549250739638,0.04526100752062168,0.04526100752062168,0.10140259340240194,128-128-128,254,171.1503045520003
16,5,MAFN,100000,8,-5,1e-10,-1,0.34148666429031493,0.3604303799339671,0.16947459399910383,0.14282096811757503,0.03953492446590216,0.03953492446590216,0.1032925226358697,128-128-128,254,171.1503045520003
16,5,MAFN,100000,8,-5,1e-10,-1,0.302537597076199,0.3073824303885655,0.1576836480524838,0.14287174802819957,0.042630685494598,0.042630685494598,0.11850753438256557,512-512-512,254,713.8893917269997
16,5,MAFN,100000,8,-5,1e-10,-1,0.31600693419124265,0.3403301752952512,0.1632680699506252,0.1385234729418798,0.04015103441476822,0.04015103441476822,0.11772107403227398,512-512-512,254,713.8893917269997
16,5,MAFN,200000,8,-5,1e-10,-1,0.3427096668416988,0.3998132401560964,0.1697534265370855,0.15332782792577576,0.03406658322821139,0.03406658322821139,0.11407204461211502,128-128-128,512,132.05716667600063
16,5,MAFN,200000,8,-5,1e-10,-1,0.3396742041043194,0.414337616013678,0.16362344127238918,0.14682978768288646,0.03435695913732051,0.03435695913732051,0.11086927768746858,128-128-128,512,132.05716667600063
16,5,MAFN,200000,8,-5,1e-10,-1,0.4085130340607021,0.4147871816638278,0.19370863608890027,0.18696153535476404,0.02558453674616292,0.02558453674616292,0.11334203404978914,512-512-512,512,1309.9705071610006
16,5,MAFN,200000,8,-5,1e-10,-1,0.4116792713282285,0.4109459139235633,0.18630164428164775,0.18235713456323202,0.024510378585942093,0.024510378585942093,0.11632046722501091,512-512-512,512,1309.9705071610006
16,5,MAFN,200000,8,-5,1e-10,-1,0.3527730062077706,0.39093389484847635,0.1703520611258087,0.15601766610227227,0.03654694383999332,0.03654694383999332,0.10685539048974257,128-128-128,254,308.02130884300095
16,5,MAFN,200000,8,-5,1e-10,-1,0.3502505780904585,0.38006111527087677,0.17262615451599797,0.15806202173459233,0.03451328843224795,0.03451328843224795,0.10195859825391583,128-128-128,254,308.02130884300095
16,5,MAFN,200000,8,-5,1e-10,-1,0.3581710799885372,0.3753520069717965,0.17556422699187368,0.16377178517982305,0.03459810588365313,0.03459810588365313,0.10973128172900627,512-512-512,254,926.323283785001
16,5,MAFN,200000,8,-5,1e-10,-1,0.356295883410568,0.365201883157937,0.17866781647626456,0.16374451530805503,0.033460419567823405,0.033460419567823405,0.10252299313593481,512-512-512,254,926.323283785001
16,2,MAFN,50000,8,-5,1e-10,-1,0.2024074308140147,0.16559142171304725,0.08782595730502787,0.0866709912512551,0.050872811150364586,0.050872811150364586,0.1357625300984132,128-128-128,512,35.94018575799964
16,2,MAFN,50000,8,-5,1e-10,-1,0.197584496059653,0.16928943562087184,0.07055134992473293,0.07645900318290452,0.043465640214488246,0.043465640214488246,0.14154912004842382,128-128-128,512,35.94018575799964
16,2,MAFN,50000,8,-5,1e-10,-1,0.21023212204622854,0.2108531209643596,0.08668374712937801,0.09205365564859413,0.05998370145418749,0.05998370145418749,0.21376568567392798,512-512-512,512,141.5569289819996
16,2,MAFN,50000,8,-5,1e-10,-1,0.20699009156395531,0.19674697055415666,0.0746771749311761,0.08232743968289001,0.04640551309812815,0.04640551309812815,0.2258988444939393,512-512-512,512,141.5569289819996
16,2,MAFN,50000,8,-5,1e-10,-1,0.19214933774324114,0.17781192881538926,0.07438981449121085,0.08161350460512516,0.06015297388095407,0.06015297388095407,1.738312818567004,128-128-128,254,39.14253324499987
16,2,MAFN,50000,8,-5,1e-10,-1,0.19882597951411943,0.18630529733628173,0.061267049203876565,0.07560343450184144,,,0.1584881685175836,128-128-128,254,39.14253324499987
16,2,MAFN,50000,8,-5,1e-10,-1,0.19107989982900014,0.17537498917153505,0.06285798141019792,0.0794525855926427,0.06784138481531465,0.06784138481531465,0.46464009141745977,512-512-512,254,142.5672687840015
16,2,MAFN,50000,8,-5,1e-10,-1,0.19188564121335452,0.17309987567793383,0.05828244156789714,0.07578775849745574,0.06065373350095714,0.06065373350095714,0.13189335063319751,512-512-512,254,142.5672687840015
16,2,MAFN,100000,8,-5,1e-10,-1,0.2141392223350821,0.22443910762608163,0.08902939499881082,0.08775553249976115,0.05961393299595685,0.05961393299595685,0.5063996367427493,128-128-128,512,39.589763485999356
16,2,MAFN,100000,8,-5,1e-10,-1,0.2170749869586377,0.23541735077232467,0.08075659364477883,0.08158542651605052,0.05014839815211261,0.05014839815211261,0.10792384731869978,128-128-128,512,39.589763485999356
