ndims,nbijectors,bijector,nsamples,spline_knots,range_min,eps_regulariser,kl_divergence,ks_test_mean,ks_test_median,ad_test_mean,ad_test_median,Wasserstein_median,Wasserstein_mean,frob_norm,hidden_layers,batch_size,time
16,2,MAFN,100000,8,-5,1e-10,-1,0.2070426022680836,0.21142892180139392,0.09176040556305833,0.09179374809158232,0.05943857916638256,0.05943857916638256,0.12925961117970997,512-512-512,512,185.37461548200008
16,2,MAFN,100000,8,-5,1e-10,-1,0.21135765357094446,0.20946431024812834,0.07306437596341617,0.08375431444152437,0.05155609888195991,0.05155609888195991,0.12359839410064948,512-512-512,512,185.37461548200008
16,2,MAFN,100000,8,-5,1e-10,-1,0.2230402026894559,0.21977188478287002,0.10820910336598956,0.09783659454414738,0.05782700414743275,0.05782700414743275,0.12383316620173129,128-128-128,254,96.13855442299973
16,2,MAFN,100000,8,-5,1e-10,-1,0.22245080218709756,0.2162073436402436,0.09864022464676259,0.0943165941333816,0.055084507028758514,0.055084507028758514,0.12791721461766564,128-128-128,254,96.13855442299973
16,2,MAFN,100000,8,-5,1e-10,-1,0.2092343341775328,0.1856140226816944,0.10163044655868955,0.09357497364004481,0.05833372158279643,0.05833372158279643,0.12080155254787155,512-512-512,254,250.0133444919993
16,2,MAFN,100000,8,-5,1e-10,-1,0.2118132116599493,0.19136647171990878,0.08232163139300316,0.08919711749083394,0.05023673336643728,0.05023673336643728,0.1173772167883254,512-512-512,254,250.0133444919993
16,2,MAFN,200000,8,-5,1e-10,-1,0.254700908173665,0.2572901000649265,0.10947007117154636,0.10871343121492533,0.04571519644051791,0.04571519644051791,0.4237759434687776,128-128-128,512,152.69643389999874
16,2,MAFN,200000,8,-5,1e-10,-1,0.2551785663028154,0.26078572760735136,0.07980141554568675,0.10042239683723267,0.03930767338961362,0.03930767338961362,0.1245029826711905,128-128-128,512,152.69643389999874
16,2,MAFN,200000,8,-5,1e-10,-1,0.27312786741341377,0.3119887174300379,0.13741551696599907,0.12566966437304156,0.050996611640825834,0.050996611640825834,0.10392107569682453,512-512-512,512,750.895507489
16,2,MAFN,200000,8,-5,1e-10,-1,0.2734114469165682,0.3099499521408329,0.11368647894395079,0.1166101767186452,0.03759829567611217,0.03759829567611217,,512-512-512,512,750.895507489
16,2,MAFN,200000,8,-5,1e-10,-1,0.2427421254716466,0.24440944409772614,0.10381608099101834,0.10457698768209653,0.0598890905471296,0.0598890905471296,,128-128-128,254,187.90315124399967
16,2,MAFN,200000,8,-5,1e-10,-1,0.2381784506563237,0.2413056451271422,0.08823961856601437,0.09687271758091032,,,,128-128-128,254,187.90315124399967
16,2,MAFN,200000,8,-5,1e-10,-1,0.2293981228797677,0.22363910224430472,0.13357888544585714,0.10768521659837915,0.05479110178737917,0.05479110178737917,1.7690761544843294,512-512-512,254,910.3509675859987
16,2,MAFN,200000,8,-5,1e-10,-1,0.23024686767957014,0.21532958713347994,0.12303629158131446,0.10226890649021309,0.05114618171918427,0.05114618171918427,0.11030800167714465,512-512-512,254,910.3509675859987
16,5,MAFN,50000,8,-5,1e-05,-1,0.32668483178755275,0.39763965463638495,0.172580212093245,0.14001885819538248,,,0.12359388411887502,128-128-128,512,80.9956881170001
16,5,MAFN,50000,8,-5,1e-05,-1,0.3338630065498099,0.4177159345429896,0.16156565547063845,0.1385875566064515,0.0355339553207159,0.0355339553207159,0.11838845296418075,128-128-128,512,80.9956881170001
16,5,MAFN,50000,8,-5,1e-05,-1,0.3197485921833587,0.3606252337018603,0.16629255157855025,0.14378425481990242,0.055125683589879196,0.055125683589879196,0.11676062302641739,512-512-512,512,458.71742935400107
16,5,MAFN,50000,8,-5,1e-05,-1,0.31975223048158824,0.3644814666283877,0.16437538084689554,0.13567066893706517,0.04928624732792378,0.04928624732792378,0.12001190202574928,512-512-512,512,458.71742935400107
16,5,MAFN,50000,8,-5,1e-05,-1,0.35609279651519377,0.3976390888323629,0.18224695865582885,0.1604337719214683,0.035653036920151204,0.035653036920151204,0.11881466504465725,128-128-128,254,91.86408111599667
16,5,MAFN,50000,8,-5,1e-05,-1,0.3592883070601505,0.4136605734616393,0.17638552650427558,0.15333657629409633,0.03083802476662431,0.03083802476662431,0.11454820042614561,128-128-128,254,91.86408111599667
16,5,MAFN,50000,8,-5,1e-05,-1,0.3136768830483966,0.3608305563232829,0.16795779784586498,0.1385971980591461,0.05687290679515526,0.05687290679515526,0.13579816645141432,512-512-512,254,414.9387708409995
16,5,MAFN,50000,8,-5,1e-05,-1,0.3178579649190238,0.36386577339495985,0.1654190921991387,0.13463209271345739,0.047922948078483005,0.047922948078483005,0.13100158438156262,512-512-512,254,414.9387708409995
16,5,MAFN,100000,8,-5,1e-05,-1,0.32871598229012683,0.40686577978439914,0.17826161120071168,0.14243976262427666,0.050695683217348915,0.050695683217348915,0.09985731907924533,128-128-128,512,142.47070616700148
16,5,MAFN,100000,8,-5,1e-05,-1,0.3219183681937488,0.39100338922962996,0.1700876336439936,0.13745617171700442,0.04469586518913508,0.04469586518913508,0.10555188313373669,128-128-128,512,142.47070616700148
16,5,MAFN,100000,8,-5,1e-05,-1,0.3518593699985279,0.37294642355666285,0.17712534140139952,0.16342579783722613,0.036835696231462045,0.036835696231462045,0.10758484083845178,512-512-512,512,1025.342295530998
16,5,MAFN,100000,8,-5,1e-05,-1,0.34800232283915095,0.36814541464400236,0.16534302105432852,0.15738736598955141,0.034069796658754356,0.034069796658754356,0.10514782631192927,512-512-512,512,1025.342295530998
16,5,MAFN,100000,8,-5,1e-05,-1,0.3551640594085429,0.3550422353605816,0.1867157161454269,0.16770942897835903,0.02766002824611958,0.02766002824611958,0.09453043339162669,128-128-128,254,233.07287516299766
16,5,MAFN,100000,8,-5,1e-05,-1,0.35170984797648863,0.3778191996769865,0.17231403034361648,0.1610320932819892,0.025191282054968185,0.025191282054968185,0.0981036437452986,128-128-128,254,233.07287516299766
16,5,MAFN,100000,8,-5,1e-05,-1,0.39172920444617626,0.3920800629271386,0.18902002513739652,0.18222284587285215,0.03140701005302854,0.03140701005302854,0.08989460048156166,512-512-512,254,1151.9879562130009
16,5,MAFN,100000,8,-5,1e-05,-1,0.37870931452301176,0.3848845989641415,0.18156891309381573,0.18166515684455023,0.02941062047157704,0.02941062047157704,0.09133320445141742,512-512-512,254,1151.9879562130009
16,5,MAFN,200000,8,-5,1e-05,-1,0.37867346610253716,0.4136060971801322,0.18739489191589354,0.16339263245304939,0.029874737644650123,0.029874737644650123,0.08814935918771771,128-128-128,512,195.33487822700044
16,5,MAFN,200000,8,-5,1e-05,-1,0.3635282729782024,0.38597251159732954,0.18240091860154178,0.1614422316077901,0.02960886934648932,0.02960886934648932,0.09056106767213606,128-128-128,512,195.33487822700044
16,5,MAFN,200000,8,-5,1e-05,-1,0.3887742654268019,0.38080936275820165,0.18385460764038547,0.18113821764935947,0.03480875361751765,0.03480875361751765,0.10892677495982418,512-512-512,512,1510.2672013359988
16,5,MAFN,200000,8,-5,1e-05,-1,0.3846152066795583,0.38217888520175225,0.1821659297303299,0.17893799853130704,0.03596043544173241,0.03596043544173241,0.12127086786098339,512-512-512,512,1510.2672013359988
16,5,MAFN,200000,8,-5,1e-05,-1,0.3886367241440942,0.4040795675982378,0.180237916698962,0.1781761779590756,0.033987472588615494,0.033987472588615494,0.0986118415166378,128-128-128,254,334.2899644370009
16,5,MAFN,200000,8,-5,1e-05,-1,0.38058743008260953,0.42434461114176414,0.18893591755091127,0.17913725739455205,0.03252987813174725,0.03252987813174725,0.09592202909982796,128-128-128,254,334.2899644370009
16,5,MAFN,200000,8,-5,1e-05,-1,0.3737428343138669,0.3435100242157403,0.1732088479810443,0.17523513700802573,0.03725366017704829,0.03725366017704829,0.09521602955181663,512-512-512,254,2479.0456640449993
16,5,MAFN,200000,8,-5,1e-05,-1,0.3766469621853185,0.3718898437327589,0.17317938371316377,0.17395324748433325,0.038567273691594614,0.038567273691594614,0.09741666437280519,512-512-512,254,2479.0456640449993
16,2,MAFN,50000,8,-5,1e-05,-1,0.21385141989899337,0.20613948066661797,0.0976436818776652,0.0914397896893794,0.05824502751698717,0.05824502751698717,0.15003296928551293,128-128-128,512,29.029246781999973
16,2,MAFN,50000,8,-5,1e-05,-1,0.2084285735898953,0.20116548461938838,0.07835137970362092,0.08025553155101801,0.052511278938353056,0.052511278938353056,0.1553680153341336,128-128-128,512,29.029246781999973
16,2,MAFN,50000,8,-5,1e-05,-1,0.2147967246744107,0.2448310567005732,0.07914773593731052,0.08884974596615923,0.06665316255065148,0.06665316255065148,0.1511918435977304,512-512-512,512,196.00787273600145
16,2,MAFN,50000,8,-5,1e-05,-1,0.20887500060694125,0.23272916870221153,0.07441997455158399,0.08326170849574561,0.056566262253820915,0.056566262253820915,0.16327007128827048,512-512-512,512,196.00787273600145
16,2,MAFN,50000,8,-5,1e-05,-1,0.22431439710922363,0.2791100358309026,0.10763567101036822,0.09740332852875529,0.047641480102092,0.047641480102092,0.14618289126606554,128-128-128,254,32.93249619300332
16,2,MAFN,50000,8,-5,1e-05,-1,0.22239920483057007,0.25567267708819175,0.09004877980779932,0.08749061882620982,0.042276307374537,0.042276307374537,0.14198716839347733,128-128-128,254,32.93249619300332
16,2,MAFN,50000,8,-5,1e-05,-1,0.21259378184559186,0.28582246139327905,0.10132844132121108,0.08739363166575931,0.06330439630741573,0.06330439630741573,0.12004219331036094,512-512-512,254,134.38489640999978
16,2,MAFN,50000,8,-5,1e-05,-1,0.21019888090933925,0.23674643112539406,0.08976137458980897,0.07967681555680946,0.055034388442225766,0.055034388442225766,0.11848232850440878,512-512-512,254,134.38489640999978
16,2,MAFN,100000,8,-5,1e-05,-1,0.2780087093539175,0.27830710691300997,0.12626427614168403,0.11486158249386638,0.04890211300916969,0.04890211300916969,0.09836294666521142,128-128-128,512,72.38663909499883
16,2,MAFN,100000,8,-5,1e-05,-1,0.2672034742783479,0.2841324319384641,0.09642970513534944,0.10530286782187129,0.04216322682488708,0.04216322682488708,0.09753914040689309,128-128-128,512,72.38663909499883
16,2,MAFN,100000,8,-5,1e-05,-1,0.20505432716694286,0.21251707750814094,0.1015628514759296,0.08902825435836154,0.07792207494745032,0.07792207494745032,,512-512-512,512,388.1459271929998
16,2,MAFN,100000,8,-5,1e-05,-1,0.2137784347115305,0.22265748953921513,0.08514807385230203,0.08196745180636408,0.04830843815464528,0.04830843815464528,0.11529305491716631,512-512-512,512,388.1459271929998
16,2,MAFN,100000,8,-5,1e-05,-1,0.21175351712618595,0.23235211353248753,0.10429573019399754,0.09405622537157149,0.06037095339395804,0.06037095339395804,0.0850452283782486,128-128-128,254,48.098172127
16,2,MAFN,100000,8,-5,1e-05,-1,0.21322432249513007,0.23457325379266825,0.07743682124187076,0.0838025986778967,0.05167912316712771,0.05167912316712771,0.0796609149098403,128-128-128,254,48.098172127
16,2,MAFN,100000,8,-5,1e-05,-1,0.17453532153654022,0.1279225689234391,0.04524168702290297,0.07577083638859924,0.10752229798503196,0.10752229798503196,1.735485430604183,512-512-512,254,302.91840213999967
16,2,MAFN,100000,8,-5,1e-05,-1,0.17698607126133314,0.10961882475994675,0.0456238130086288,0.06724357981026122,0.05828212108123337,0.05828212108123337,0.09641993278471545,512-512-512,254,302.91840213999967
16,2,MAFN,200000,8,-5,1e-05,-1,0.23285062640680979,0.24545165071686242,0.10073019401979422,0.10215678336045844,0.06131612920236162,0.06131612920236162,0.07459708379859072,128-128-128,512,85.17070978099946
16,2,MAFN,200000,8,-5,1e-05,-1,0.22947798568012376,0.23839767645839133,0.07831153010827276,0.09483285535756654,0.05126944974571466,0.05126944974571466,0.07626745109432623,128-128-128,512,85.17070978099946
16,2,MAFN,200000,8,-5,1e-05,-1,0.26321660950476244,0.28297799722412653,0.11269531929010079,0.10873087806215262,0.04269634338657147,0.04269634338657147,0.0867155223284492,512-512-512,512,869.2213160870015
16,2,MAFN,200000,8,-5,1e-05,-1,0.25727629811694525,0.2744919566915351,0.0975137996058788,0.10493795005461429,0.04201212746214833,0.04201212746214833,0.08215645209876411,512-512-512,512,869.2213160870015
16,2,MAFN,200000,8,-5,1e-05,-1,0.2149170621769376,0.23957199660723533,0.10345749787415687,0.09207467609735548,0.05810814947668449,0.05810814947668449,0.11812675227013607,128-128-128,254,158.11393758600025
16,2,MAFN,200000,8,-5,1e-05,-1,0.21036813162854456,0.2237679464838423,0.0805648248786063,0.0879929977410883,0.04777622558552061,0.04777622558552061,0.08665355311021672,128-128-128,254,158.11393758600025
16,2,MAFN,200000,8,-5,1e-05,-1,0.20256616551421205,0.14804206651419669,0.058830985621236204,0.08387919317684034,,,,512-512-512,254,514.1033596699999
16,2,MAFN,200000,8,-5,1e-05,-1,0.20419452191073542,0.13855849248312785,0.04703490473659021,0.0733360058539881,,,,512-512-512,254,514.1033596699999
