run_n,seed_train,seed_test,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,1,1000,100000,,10,RealNVPN,relu,8,-5,0,,0.0013178828415263137,0.025553311804996422,0.0017145585062814349,0.011020797277718724,0.2867300300514779,0.1661523638217181,0.28525402331692173,0.1801260365846282,54.43162693040101,3.5358575491661184,"128-128-128",256,2,230,40.56720487202983
2,187,188,1000,100000,,10,RealNVPN,relu,8,-5,0,,0.0009546124965974481,0.020467081218019757,0.0015796190740814523,0.009749182390921027,0.29330823104413906,0.1620283433290144,0.2919058505535283,0.18101736838435145,61.97906002020032,4.53633891832239,"128-128-128",256,2,218,35.145849635940976
3,377,378,1000,100000,,10,RealNVPN,relu,8,-5,0,,1.0655887744897642e-05,0.0004638307839806552,0.001006982513882013,0.0003988268043008112,1.412491346697191,0.5677377419971597,1.3639049255646718,0.7459051340893325,390.52294662170755,1.2676339906819687,"128-128-128",256,2,149,36.29273121699225
4,440,441,1000,100000,,10,RealNVPN,relu,8,-5,0,,0.005053805881594932,0.03801127395369338,0.004965027707612198,0.0240546505480194,0.13837635444744978,0.07064563239559,0.1339858817622587,0.07208270649023008,32.73188446286707,2.4796432667860957,"128-128-128",256,2,212,43.16014249797445
5,520,521,1000,100000,,10,RealNVPN,relu,8,-5,0,,2.1282933253115947e-22,1.9044259168687742e-20,0.0010000000000000005,4.336808689942018e-19,1.4307502584741272,0.5521056066420524,1.3845866124767248,0.7217454968883633,333.1644828938398,0.9897815655944016,"128-128-128",256,2,163,39.882369064958766
6,541,542,1000,100000,,10,RealNVPN,relu,8,-5,0,,4.883108112653098e-14,4.223287053290997e-12,0.0010000000000000005,4.336808689942018e-19,1.3932120919818103,0.5331155608691915,1.3009270139080877,0.7512993156130742,415.4441680200778,0.859888904794239,"128-128-128",256,2,193,39.6542010580888
7,721,722,1000,100000,,10,RealNVPN,relu,8,-5,0,,0.0004782206903180882,0.009435729598835995,0.0012392313116563693,0.0050024020283406315,0.2355624050547669,0.10211522448702655,0.23209092743470613,0.13245787298175435,92.55757814001029,0.22088349658825718,"128-128-128",256,2,229,36.559223748976365
8,869,870,1000,100000,,10,RealNVPN,relu,8,-5,0,,0.04208306264390791,0.13410469697995148,0.031157478413058555,0.06748214259818322,0.09506804033113965,0.05755706462415024,0.09480036623786674,0.06372331513944159,29.650097725120798,2.3923114022233376,"128-128-128",256,2,613,36.692513368907385
9,926,927,1000,100000,,10,RealNVPN,relu,8,-5,0,,0.0008845410257085799,0.02069474536322725,0.0015005590256414664,0.009718525014524622,0.2969049728877754,0.16771392598537438,0.2767925987725239,0.1743685725371155,91.25052162625836,3.3008076332436604,"128-128-128",256,2,158,37.90583405690268
10,933,934,1000,100000,,10,RealNVPN,relu,8,-5,0,,0.00079698174346328,0.013300618664402169,0.0015748234826292477,0.008167886496861745,0.29507555016737114,0.16417380516918265,0.2864983668267955,0.18281404981955418,91.03193693696127,3.3533097303184642,"128-128-128",256,2,215,39.38894115004223
