run_n,run_seed,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,kl_divergence,ks_test_mean,ks_test_median,ad_test_mean,ad_test_median,Wasserstein_median,Wasserstein_mean,frob_norm,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,1000,100000,corr,10,RealNVPN,relu,8,-5,0,None,-1,0.04644532885772651,0.012567768786703305,0.017269312362769556,0.036052137301910626,0.27074369161879797,0.27074369161879797,44.62892452949643,128-128-128,256,1000,228,2463.189588351175
2,187,1000,100000,corr,10,RealNVPN,relu,8,-5,0,None,-1,0.01959987434879482,0.0008765188087705638,0.002578123854219157,0.01534895678438059,0.34728610933529336,0.34728610933529336,71.46505264069408,128-128-128,256,1000,216,2474.1862237188034
3,377,1000,100000,corr,10,RealNVPN,relu,8,-5,0,None,-1,0.14945954882224785,0.11917935112805379,0.08029884811988827,0.08750358690684705,0.10283565883976177,0.10283565883976177,22.573274638211906,128-128-128,256,1000,147,1600.4655574318022
4,440,1000,100000,corr,10,RealNVPN,relu,8,-5,0,None,-1,0.035208868794927795,0.0069217497807223475,0.009583051397573296,0.027860041189944146,0.2644824181343448,0.2644824181343448,39.39959662605633,128-128-128,256,1000,210,2299.625181979034
5,520,1000,100000,corr,10,RealNVPN,relu,8,-5,0,None,-1,0.041220006259908355,0.005766036394970709,0.007395508292214035,0.034367595263173414,0.2749033267906998,0.2749033267906998,56.867916076324974,128-128-128,256,1000,161,1757.1541326451115
6,541,1000,100000,corr,10,RealNVPN,relu,8,-5,0,None,-1,0.014478534354477324,0.000549605257943693,0.001511571197328826,0.012477174870752753,0.3611835075678109,0.3611835075678109,60.377940514435146,128-128-128,256,1000,191,2079.1198849808425
7,721,1000,100000,corr,10,RealNVPN,relu,8,-5,0,None,-1,0.028013044089620912,0.0011614222333932245,0.0016808671835086592,0.019783153546036856,0.26555793530104765,0.26555793530104765,66.78953035510284,128-128-128,256,1000,227,2792.305419045035
8,869,1000,100000,corr,10,RealNVPN,relu,8,-5,0,None,-1,0.21519990986321674,0.21179423035011863,0.1340208364502286,0.12913871064920973,0.13064959175618676,0.13064959175618676,22.52247018041487,128-128-128,256,1000,611,6624.058471258264
9,926,1000,100000,corr,10,RealNVPN,relu,8,-5,0,None,-1,0.017949819713887618,6.486753719590011e-05,0.0010583207168709647,0.017343117588013414,0.3345903000548728,0.3345903000548728,83.44440714158247,128-128-128,256,1000,156,1733.6796408360824
10,933,1000,100000,corr,10,RealNVPN,relu,8,-5,0,None,-1,0.07739721664490287,0.021327502435183283,0.02309628104549593,0.05356879896259881,0.18918636357511315,0.18918636357511315,53.696463585818485,128-128-128,256,1000,213,2183.2382243750617
