run_n,seed_train,seed_test,seed_dist,seed_metrics,ndims,nsamples_train,nsamples_val,nsamples_test,correlation,nbijectors,bijector,spline_knots,range_min,hidden_layers,trainable_parameters,non_trainable_parameters,batch_size,activation,regulariser,eps_regulariser,training_device,epochs_input
4,0,1,0,0,4,100000,30000,100000,,5,CsplineN,12,-16,256-256-256,751710,0,512,relu,,0.0,NVIDIA A40,1000
6,0,1,0,0,4,100000,30000,100000,,10,CsplineN,8,-16,256-256-256,1441740,0,512,relu,,0.0,NVIDIA A40,1000
10,187,188,0,0,4,100000,30000,100000,,5,CsplineN,8,-16,256-256-256,720870,0,512,relu,,0.0,NVIDIA A40,1000
14,187,188,0,0,4,100000,30000,100000,,10,CsplineN,8,-16,256-256-256,1441740,0,512,relu,,0.0,NVIDIA A40,1000
17,377,378,0,0,4,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,196710,0,512,relu,,0.0,NVIDIA A40,1000
22,377,378,0,0,4,100000,30000,100000,,10,CsplineN,8,-16,256-256-256,1441740,0,512,relu,,0.0,NVIDIA A40,1000
25,440,441,0,0,4,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,196710,0,512,relu,,0.0,NVIDIA A40,1000
28,440,441,0,0,4,100000,30000,100000,,5,CsplineN,12,-16,256-256-256,751710,0,512,relu,,0.0,NVIDIA A40,1000
32,440,441,0,0,4,100000,30000,100000,,10,CsplineN,12,-16,256-256-256,1503420,0,512,relu,,0.0,NVIDIA A40,1000
36,520,521,0,0,4,100000,30000,100000,,5,CsplineN,12,-16,256-256-256,751710,0,512,relu,,0.0,NVIDIA A40,1000
39,520,521,0,0,4,100000,30000,100000,,10,CsplineN,12,-16,128-128-128,424380,0,512,relu,,0.0,NVIDIA A40,1000
50,721,722,0,0,4,100000,30000,100000,,5,CsplineN,8,-16,256-256-256,720870,0,512,relu,,0.0,NVIDIA A40,1000
54,721,722,0,0,4,100000,30000,100000,,10,CsplineN,8,-16,256-256-256,1441740,0,512,relu,,0.0,NVIDIA A40,1000
62,869,870,0,0,4,100000,30000,100000,,10,CsplineN,8,-16,256-256-256,1441740,0,512,relu,,0.0,NVIDIA A40,1000
74,933,934,0,0,4,100000,30000,100000,,5,CsplineN,8,-16,256-256-256,720870,0,512,relu,,0.0,NVIDIA A40,1000
77,933,934,0,0,4,100000,30000,100000,,10,CsplineN,8,-16,128-128-128,393420,0,512,relu,,0.0,NVIDIA A40,1000
89,187,188,0,0,8,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,227660,0,512,relu,,0.0,NVIDIA A40,1000
95,187,188,0,0,8,100000,30000,100000,,10,CsplineN,12,-16,128-128-128,517240,0,512,relu,,0.0,NVIDIA A40,1000
106,440,441,0,0,8,100000,30000,100000,,5,CsplineN,8,-16,256-256-256,782540,0,512,relu,,0.0,NVIDIA A40,1000
109,440,441,0,0,8,100000,30000,100000,,10,CsplineN,8,-16,128-128-128,455320,0,512,relu,,0.0,NVIDIA A40,1000
120,520,521,0,0,8,100000,30000,100000,,10,CsplineN,12,-16,256-256-256,1688440,0,512,relu,,0.0,NVIDIA A40,1000
130,721,722,0,0,8,100000,30000,100000,,5,CsplineN,8,-16,256-256-256,782540,0,512,relu,,0.0,NVIDIA A40,1000
132,721,722,0,0,8,100000,30000,100000,,5,CsplineN,12,-16,256-256-256,844220,0,512,relu,,0.0,NVIDIA A40,1000
140,869,870,0,0,8,100000,30000,100000,,5,CsplineN,12,-16,256-256-256,844220,0,512,relu,,0.0,NVIDIA A40,1000
145,926,927,0,0,8,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,227660,0,512,relu,,0.0,NVIDIA A40,1000
149,926,927,0,0,8,100000,30000,100000,,10,CsplineN,8,-16,128-128-128,455320,0,512,relu,,0.0,NVIDIA A40,1000
157,933,934,0,0,8,100000,30000,100000,,10,CsplineN,8,-16,128-128-128,455320,0,512,relu,,0.0,NVIDIA A40,1000
170,187,188,0,0,16,100000,30000,100000,,5,CsplineN,8,-16,256-256-256,905880,0,512,relu,,0.0,NVIDIA A40,1000
173,187,188,0,0,16,100000,30000,100000,,10,CsplineN,8,-16,128-128-128,579120,0,512,relu,,0.0,NVIDIA A40,1000
190,440,441,0,0,16,100000,30000,100000,,10,CsplineN,8,-16,256-256-256,1811760,0,512,relu,,0.0,NVIDIA A40,1000
194,520,521,0,0,16,100000,30000,100000,,5,CsplineN,8,-16,256-256-256,905880,0,512,relu,,0.0,NVIDIA A40,1000
198,520,521,0,0,16,100000,30000,100000,,10,CsplineN,8,-16,256-256-256,1811760,0,512,relu,,0.0,NVIDIA A40,1000
203,541,542,0,0,16,100000,30000,100000,,5,CsplineN,12,-16,128-128-128,351480,0,512,relu,,0.0,NVIDIA A40,1000
