run_n,seed_train,seed_test,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,1,8,100000,None,5,RealNVPN,relu,8,-5,0,None,0.2090960916407915,0.2540916392095129,0.1048367377349403,0.0956590979322204,0.0527611455701639,0.030421318779105,0.0505986961970664,0.0307602128370517,0.0991398225169377,0.0191869827583883,128-128-128,256,2,257,49.29276027199376
2,187,188,8,100000,None,5,RealNVPN,relu,8,-5,0,None,0.1765282379913682,0.2038285416209494,0.0969139443064679,0.0891329445134664,0.0476391820338866,0.0338561208559491,0.0493007176613566,0.0304801160154365,0.066848628816503,0.0193866883020327,128-128-128,256,2,330,65.03318989599939
3,377,378,8,100000,None,5,RealNVPN,relu,8,-5,0,None,0.0852547639491238,0.1402441506353214,0.0689086374894466,0.0818791702917718,0.0617175496878163,0.0331358131065012,0.0600088507849309,0.0374407708635559,0.1107627187230904,0.0186693884683824,128-128-128,256,2,311,77.78138158100046
4,440,441,8,100000,None,5,RealNVPN,relu,8,-5,0,None,0.2467915044163426,0.2591075346198862,0.1386260927891913,0.1068566874156113,0.0368825829720732,0.0201951178227853,0.0391179837313206,0.0174748462876518,0.0929454942589695,0.0083400592579268,128-128-128,256,2,329,61.09877151199908
5,520,521,8,100000,None,5,RealNVPN,relu,8,-5,0,None,0.2461786951601621,0.2585036393403042,0.1421048084412522,0.1053986480849261,0.0335548063292506,0.0172846052783851,0.0360098804445758,0.0176712870254686,0.0905703216789617,0.0133738229453551,128-128-128,256,2,201,81.79139889000362
6,541,542,8,100000,None,5,RealNVPN,relu,8,-5,0,None,0.2965188959082131,0.2880678493198807,0.1264371409809456,0.1058745672647497,0.0326604939559471,0.0157543580442474,0.0323088326986894,0.0148509245508371,0.0786289853787499,0.0289817989716494,128-128-128,256,2,248,95.5839517409986
7,721,722,8,100000,None,5,RealNVPN,relu,8,-5,0,None,0.2023196792445108,0.2458909799480752,0.1011488390380246,0.1050130696918027,0.0364144351134861,0.0197091604320941,0.0374359459895945,0.0174782878279494,0.0665610236518835,0.0204479452184442,128-128-128,256,2,260,89.54792664800334
8,869,870,8,100000,None,5,RealNVPN,relu,8,-5,0,None,0.1510476867585211,0.2372984177187731,0.1019315734328978,0.1005670592799028,0.0388426695008437,0.0247991903221261,0.0373435950504672,0.0241461329058426,0.0614724972992976,0.0127066845291609,128-128-128,256,2,330,72.42682282599708
9,926,927,8,100000,None,5,RealNVPN,relu,8,-5,0,None,0.2878812249543791,0.2541363790718934,0.1307372839812654,0.103161437064208,0.0408913485128834,0.019105684309332,0.0417316337976553,0.0201211714606035,0.0654887087902553,0.0125355462044246,128-128-128,256,2,277,65.93419717699726
10,933,934,8,100000,None,5,RealNVPN,relu,8,-5,0,None,0.0668644789336964,0.1361042182531758,0.0395455572521631,0.0749478638289925,0.0777834266095998,0.0440003472680734,0.0761435045197681,0.0459280418512749,0.1234028829131838,0.029937939422763,128-128-128,256,2,280,99.7362324170026
