run_n,seed_train,seed_test,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,1,32,100000,None,5,CsplineN,relu,8,-16,0,None,0.2583999094507406,0.271734052821166,0.1255892115884589,0.1049485829618471,0.0377597138107019,0.0173314735102044,0.0366996548531942,0.0199928488954272,0.6009197183226435,0.155664644271567,128-128-128,512,2,205,342.767666536005
2,187,188,32,100000,None,5,CsplineN,relu,8,-16,0,None,0.2466031284783577,0.2583701326865912,0.1434969779495594,0.1003447980037047,0.0366593683613947,0.0212499349884604,0.0374488885804905,0.0202457079104526,0.4776545977121708,0.059226989270622,128-128-128,512,2,209,333.329664992998
3,377,378,32,100000,None,5,CsplineN,relu,8,-16,0,None,0.1388120842370916,0.193205245752605,0.070545405648688,0.0892270463132347,0.0557496603009217,0.0286463125372063,0.0540266619534398,0.0332185624809727,0.8312744995539271,0.1013025532491221,128-128-128,512,2,249,303.80076528900827
4,440,441,32,100000,None,5,CsplineN,relu,8,-16,0,None,0.0537416137170022,0.1293301152398663,0.031045011295569,0.0641237868474049,0.0611123650813648,0.0328413599133055,0.061587927403013,0.0312272741037479,0.5846753562935307,0.0312267114857641,128-128-128,512,2,148,309.0539378349931
5,520,521,32,100000,None,5,CsplineN,relu,8,-16,0,None,0.0979013100685329,0.1810709858766333,0.050501955403096,0.0822284921770158,0.0578893456463221,0.0322177014860216,0.06114418956567,0.0290436786008089,1.0571936450058577,0.0975235862302221,128-128-128,512,2,149,334.02768675900006
6,541,542,32,100000,None,5,CsplineN,relu,8,-16,0,None,0.0669789348492165,0.1785324578719047,0.0299800075102293,0.068959304773733,0.0656531668267256,0.0285128192857041,0.0638224549374,0.0312582447668606,0.8351625396389769,0.0838732539585624,128-128-128,512,2,152,332.2327379449998
7,721,722,32,100000,None,5,CsplineN,relu,8,-16,0,None,0.0590924181718768,0.167371955155336,0.0294251385198228,0.0699679380319368,0.0573960442843598,0.0229970375914045,0.0553612947937261,0.026344554557404,0.9361089455249456,0.0378365113856309,128-128-128,512,2,172,328.65111110500584
8,869,870,32,100000,None,5,CsplineN,relu,8,-16,0,None,0.0337031845630008,0.0912969533646567,0.0219479950648156,0.0553617493966233,0.0650707029690997,0.0268162159106853,0.0630559234292471,0.0313492136787192,0.6137703170574673,0.060445365204562,128-128-128,512,2,150,343.05055841799185
9,926,927,32,100000,None,5,CsplineN,relu,8,-16,0,None,0.0758740880154488,0.1604069973466864,0.0387188394025081,0.0679004930204545,0.0562986891598908,0.0282286203149963,0.0552943581405527,0.0256614051939995,1.0092227662587168,0.0618110074411503,128-128-128,512,2,149,342.6332557279966
10,933,934,32,100000,None,5,CsplineN,relu,8,-16,0,None,0.0037937631434115,0.0270167722070991,0.0032560241592467,0.0141874358933314,0.1322280385859558,0.0778771084347127,0.127710139468294,0.0785781977591014,0.6757037293531474,0.0452961148678041,128-128-128,512,2,159,326.77374130499084
