run_n,run_seed,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,kl_divergence,ks_test_mean,ks_test_median,ad_test_mean,ad_test_median,Wasserstein_median,Wasserstein_mean,frob_norm,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,16,100000,corr,10,MAFN,relu,8,-5,0,,-1,0.5242879003582268,0.528404665667332,0.21983307712341407,0.21963018211766078,0.024560156602772037,0.024560156602772037,0.4966960740445,128-128-128,512,1000,523,10185.966846496998
2,187,16,100000,corr,10,MAFN,relu,8,-5,0,,-1,0.5543446784610525,0.559807640938865,0.2271449079880286,0.22673028044924945,0.02341018398515212,0.02341018398515212,0.7728141588227079,128-128-128,512,1000,492,9749.848777079998
3,377,16,100000,corr,10,MAFN,relu,8,-5,0,,-1,0.5218017080603728,0.5286047809044612,0.22407116999510296,0.22176792055366926,0.021638207386223497,0.021638207386223497,0.7669876837820155,128-128-128,512,1000,550,10648.732808182001
4,440,16,100000,corr,10,MAFN,relu,8,-5,0,,-1,0.48280218047197565,0.49357387951710585,0.21362410977654,0.21120988755337294,0.0310809220762507,0.0310809220762507,0.8217563428461374,128-128-128,512,1000,537,10213.285180661998
5,520,16,100000,corr,10,MAFN,relu,8,-5,0,,-1,0.5301220216501221,0.5264528453371795,0.2246406388062932,0.22329011073257837,0.02133290090013147,0.02133290090013147,0.838865275499054,128-128-128,512,1000,536,8429.033223070997
6,541,16,100000,corr,10,MAFN,relu,8,-5,0,,nan,nan,nan,nan,nan,nan,nan,nan,128-128-128,512,1000,nan,nan
7,721,16,100000,corr,10,MAFN,relu,8,-5,0,,nan,nan,nan,nan,nan,nan,nan,nan,128-128-128,512,1000,nan,nan
8,869,16,100000,corr,10,MAFN,relu,8,-5,0,,nan,nan,nan,nan,nan,nan,nan,nan,128-128-128,512,1000,nan,nan
9,926,16,100000,corr,10,MAFN,relu,8,-5,0,,nan,nan,nan,nan,nan,nan,nan,nan,128-128-128,512,1000,nan,nan
10,933,16,100000,corr,10,MAFN,relu,8,-5,0,,nan,nan,nan,nan,nan,nan,nan,nan,128-128-128,512,1000,nan,nan
