run_n,run_seed,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,100,100000,corr,2,MsplineN,relu,12,-16,0,None,0.00370655931493321,0.021098006923937488,0.005019206949754414,0.017135355062802015,0.18728245951925196,0.08782312078926435,0.19056044152404705,0.09306889593256543,5.771169704930016,0.17759332690039434,128-128-128,512,1000,537,2877.2524758074433
2,187,100,100000,corr,2,MsplineN,relu,12,-16,0,None,0.008303808234045945,0.04101133679154433,0.007294740051379576,0.025428674275185865,0.1858706422949084,0.09036630840420257,0.19684155998835579,0.09873220212347446,5.782871592904567,0.2891025563112543,128-128-128,512,1000,470,2516.418196038343
3,377,100,100000,corr,2,MsplineN,relu,12,-16,0,None,0.0380180957833866,0.08678251539595258,0.03215919706682651,0.059025836348875545,0.11240646756187855,0.05405930818885218,0.1176494502127704,0.05680327039415169,3.6436111989923745,0.21179674559607392,128-128-128,512,1000,534,2819.377903423272
4,440,100,100000,corr,2,MsplineN,relu,12,-16,0,None,0.001425751224595832,0.008862579580807994,0.0022827687085091356,0.007228439088289124,0.2268809412859361,0.10083097881132914,0.23159506843720878,0.11407970017908839,6.457039659099654,0.20983713689307978,128-128-128,512,1000,570,3208.874075256288
5,520,100,100000,corr,2,MsplineN,relu,12,-16,0,None,0.0023412310786522844,0.01576255372122326,0.0036077175189469348,0.017805034793776348,0.21778310092895176,0.10820371918117003,0.2199138463488963,0.11103049226333987,8.076103139209039,0.17877852586795856,128-128-128,512,1000,453,3028.1160568753257
6,541,100,100000,corr,2,MsplineN,relu,12,-16,0,None,0.07819761208436495,0.1352451023206755,0.06370911550569806,0.08411634257436172,0.09557888049324588,0.04379465723578749,0.0985965641260074,0.048148848667604716,3.4744195460525047,0.19210526617436513,128-128-128,512,1000,618,3826.030389552936
7,721,100,100000,corr,2,MsplineN,relu,12,-16,0,None,0.07444932011476646,0.14307156449252942,0.05396995105178714,0.08009863300682186,0.10418660078907775,0.04752168044942727,0.10580543500552866,0.056482028638781115,2.778483903173907,0.17256088445121956,128-128-128,512,1000,585,3126.6056488612667
8,869,100,100000,corr,2,MsplineN,relu,12,-16,0,None,0.00018802785499118794,0.0019753266612276906,0.001228735283582392,0.002628005875621337,0.2762608714279015,0.11016123513276883,0.27567300677873524,0.1414404704922407,8.187197642342557,0.29756721164444905,128-128-128,512,1000,699,3763.8037917707115
9,926,100,100000,corr,2,MsplineN,relu,12,-16,0,None,0.08806492458787576,0.1595880426077509,0.06049236657455215,0.0853768546722134,0.0966496392664904,0.046065295366820844,0.09578845351767186,0.04640909279650598,2.939854566053454,0.22149827056084934,128-128-128,512,1000,570,3104.8667339384556
10,933,100,100000,corr,2,MsplineN,relu,12,-16,0,None,0.08685047123271128,0.15393481505775963,0.06539494369412091,0.08864853251121091,0.09654591728845159,0.04592621588599174,0.09423828760728617,0.04720084721420333,3.415791611413905,0.19868133417280315,128-128-128,512,1000,590,2986.8305973717943
