run_n,run_seed,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,kl_divergence,ks_test_mean,ks_test_median,ad_test_mean,ad_test_median,Wasserstein_median,Wasserstein_mean,frob_norm,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,4,100000,corr,5,MAFN,relu,8,-5,0,None,-1,0.5225633433508847,0.5512406460163938,0.2183524185996992,0.21965280673886264,0.04010204758060995,0.04010204758060995,0.03241472543130033,128-128-128,512,1000,446,1105.7405092297122
2,0,8,100000,corr,5,MAFN,relu,8,-5,0,None,-1,0.5074833371577004,0.5233440314326296,0.2224431213877087,0.2193137659679006,0.04506022513532723,0.04506022513532723,0.059169642037785984,128-128-128,512,1000,368,917.2575264107436
3,0,16,100000,corr,10,MAFN,relu,8,-5,0,None,-1,0.37459320788353734,0.4544789025291707,0.20132108937750987,0.19473081942343817,0.0465079016060337,0.0465079016060337,0.1239344257731782,256-256-256,512,1000,142,694.9223461449146
4,0,32,100000,corr,5,MAFN,relu,8,-5,0,None,-1,0.4654644404207157,0.4694775985090811,0.2112936265623252,0.21078220966780037,0.039982605459924256,0.039982605459924256,0.2996558094228711,256-256-256,512,1000,261,670.8366621527821
5,0,64,100000,corr,5,MAFN,relu,8,-5,0,None,-1,0.2961477971634919,0.3042392915871259,0.16803515925924806,0.15730773430190642,0.12948513909812787,0.12948513909812787,2.272151469091037,128-128-128,512,1000,482,1393.8925150530413
6,0,100,100000,corr,10,MAFN,relu,8,-5,0,None,-1,0.33432800787239364,0.3542970386976849,0.1820687049981079,0.17361687302329012,0.09644959914146847,0.09644959914146847,1.7849789701032444,256-256-256,512,1000,166,833.911113800481
7,0,200,100000,corr,5,MAFN,relu,8,-5,0,None,-1,0.23065911032263048,0.2294841567628964,0.13298480286497197,0.1310422970620898,0.15526222274328944,0.15526222274328944,5.90823774049472,128-128-128,512,1000,492,1348.2939045298845
8,0,400,100000,corr,5,MAFN,relu,8,-5,0,None,-1,0.28317386594399313,0.28896990341612994,0.16150794810588545,0.15579592089880825,0.117558499877173,0.117558499877173,11.326470866911306,128-128-128,512,1000,460,1287.7367107197642
