run_n,seed_train,seed_test,seed_dist,seed_metrics,ndims,nsamples_train,nsamples_val,nsamples_test,correlation,nbijectors,bijector,spline_knots,range_min,hidden_layers,trainable_parameters,non_trainable_parameters,batch_size,activation,regulariser,eps_regulariser,training_device,epochs_input
1,0,1,0,0,4,100000,30000,100000,,5,MAFN,--,-5,128-128-128,173480,0,512,relu,,0.0,NVIDIA A40,1000
12,377,378,0,0,4,100000,30000,100000,,10,MAFN,--,-5,256-256-256,1349200,0,512,relu,,0.0,NVIDIA A40,1000
24,541,542,0,0,4,100000,30000,100000,,10,MAFN,--,-5,256-256-256,1349200,0,512,relu,,0.0,NVIDIA A40,1000
31,869,870,0,0,4,100000,30000,100000,,10,MAFN,--,-5,128-128-128,346960,0,512,relu,,0.0,NVIDIA A40,1000
42,0,1,0,0,8,100000,30000,100000,,5,MAFN,--,-5,256-256-256,690000,0,512,relu,,0.0,NVIDIA A40,1000
48,187,188,0,0,8,100000,30000,100000,,10,MAFN,--,-5,256-256-256,1380000,0,512,relu,,0.0,NVIDIA A40,1000
48,187,188,0,0,8,100000,30000,100000,,10,MAFN,--,-5,256-256-256,1380000,0,512,relu,,0.0,NVIDIA A40,1000
56,440,441,0,0,8,100000,30000,100000,,10,MAFN,--,-5,256-256-256,1380000,0,512,relu,,0.0,NVIDIA A40,1000
61,541,542,0,0,8,100000,30000,100000,,5,MAFN,--,-5,128-128-128,181200,0,512,relu,,0.0,NVIDIA A40,1000
71,869,870,0,0,8,100000,30000,100000,,10,MAFN,--,-5,128-128-128,362400,0,512,relu,,0.0,NVIDIA A40,1000
80,933,934,0,0,8,100000,30000,100000,,10,MAFN,--,-5,256-256-256,1380000,0,512,relu,,0.0,NVIDIA A40,1000
86,187,188,0,0,16,100000,30000,100000,,5,MAFN,--,-5,256-256-256,720800,0,512,relu,,0.0,NVIDIA A40,1000
91,377,378,0,0,16,100000,30000,100000,,10,MAFN,--,-5,128-128-128,393280,0,512,relu,,0.0,NVIDIA A40,1000
101,541,542,0,0,16,100000,30000,100000,,5,MAFN,--,-5,128-128-128,196640,0,512,relu,,0.0,NVIDIA A40,1000
112,869,870,0,0,16,100000,30000,100000,,10,MAFN,--,-5,256-256-256,1441600,0,512,relu,,0.0,NVIDIA A40,1000
120,933,934,0,0,16,100000,30000,100000,,10,MAFN,--,-5,256-256-256,1441600,0,512,relu,,0.0,NVIDIA A40,1000
125,187,188,0,0,32,100000,30000,100000,,5,MAFN,--,-5,128-128-128,227520,0,512,relu,,0.0,NVIDIA A40,1000
134,440,441,0,0,32,100000,30000,100000,,5,MAFN,--,-5,256-256-256,782400,0,512,relu,,0.0,NVIDIA A40,1000
138,520,521,0,0,32,100000,30000,100000,,5,MAFN,--,-5,256-256-256,782400,0,512,relu,,0.0,NVIDIA A40,1000
144,541,542,0,0,32,100000,30000,100000,,10,MAFN,--,-5,256-256-256,1564800,0,512,relu,,0.0,NVIDIA A40,1000
150,869,870,0,0,32,100000,30000,100000,,5,MAFN,--,-5,256-256-256,782400,0,512,relu,,0.0,NVIDIA A40,1000
153,926,927,0,0,32,100000,30000,100000,,5,MAFN,--,-5,128-128-128,227520,0,512,relu,,0.0,NVIDIA A40,1000
164,0,1,0,0,64,100000,30000,100000,,10,MAFN,--,-5,256-256-256,1811200,0,512,relu,,0.0,NVIDIA A40,1000
171,377,378,0,0,64,100000,30000,100000,,10,MAFN,--,-5,128-128-128,578560,0,512,relu,,0.0,NVIDIA A40,1000
187,721,722,0,0,64,100000,30000,100000,,10,MAFN,--,-5,128-128-128,578560,0,512,relu,,0.0,NVIDIA A40,1000
197,933,934,0,0,64,100000,30000,100000,,5,MAFN,--,-5,128-128-128,289280,0,512,relu,,0.0,NVIDIA A40,1000
201,0,1,0,0,100,100000,30000,100000,,5,MAFN,--,-5,128-128-128,358760,0,512,relu,,0.0,NVIDIA A40,1000
208,187,188,0,0,100,100000,30000,100000,,10,MAFN,--,-5,256-256-256,2088400,0,512,relu,,0.0,NVIDIA A40,1000
212,377,378,0,0,100,100000,30000,100000,,10,MAFN,--,-5,256-256-256,2088400,0,512,relu,,0.0,NVIDIA A40,1000
218,520,521,0,0,100,100000,30000,100000,,5,MAFN,--,-5,256-256-256,1044200,0,512,relu,,0.0,NVIDIA A40,1000
222,541,542,0,0,100,100000,30000,100000,,5,MAFN,--,-5,256-256-256,1044200,0,512,relu,,0.0,NVIDIA A40,1000
224,541,542,0,0,100,100000,30000,100000,,10,MAFN,--,-5,256-256-256,2088400,0,512,relu,,0.0,NVIDIA A40,1000
232,869,870,0,0,100,100000,30000,100000,,10,MAFN,--,-5,256-256-256,2088400,0,512,relu,,0.0,NVIDIA A40,1000
237,933,934,0,0,100,100000,30000,100000,,5,MAFN,--,-5,128-128-128,358760,0,512,relu,,0.0,NVIDIA A40,1000
