run_n,seed_train,seed_test,seed_dist,seed_metrics,ndims,nsamples_train,nsamples_val,nsamples_test,correlation,nbijectors,bijector,spline_knots,range_min,hidden_layers,trainable_parameters,non_trainable_parameters,batch_size,activation,regulariser,eps_regulariser,training_device,epochs_input
412,187,188,0,0,100,100000,30000,100000,,5,CsplineN,12,-16,256-256-256,2971950,0,512,relu,,0.0,NVIDIA A40,1000
412,187,188,0,0,100,100000,30000,100000,,5,CsplineN,12,-16,256-256-256,2971950,0,512,relu,,0.0,NVIDIA A40,1000
425,440,441,0,0,100,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,939510,0,512,relu,,0.0,NVIDIA A40,1000
425,440,441,0,0,100,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,939510,0,512,relu,,0.0,NVIDIA A40,1000
425,440,441,0,0,100,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,939510,0,512,relu,,0.0,NVIDIA A40,1000
425,440,441,0,0,100,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,939510,0,512,relu,,0.0,NVIDIA A40,1000
425,440,441,0,0,100,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,939510,0,512,relu,,0.0,NVIDIA A40,1000
425,440,441,0,0,100,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,939510,0,512,relu,,0.0,NVIDIA A40,1000
425,440,441,0,0,100,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,939510,0,512,relu,,0.0,NVIDIA A40,1000
425,440,441,0,0,100,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,939510,0,512,relu,,0.0,NVIDIA A40,1000
425,440,441,0,0,100,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,939510,0,512,relu,,0.0,NVIDIA A40,1000
425,440,441,0,0,100,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,939510,0,512,relu,,0.0,NVIDIA A40,1000
425,440,441,0,0,100,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,939510,0,512,relu,,0.0,NVIDIA A40,1000
426,440,441,0,0,100,100000,30000,100000,,5,CsplineN,8,-16,256-256-256,2200950,0,512,relu,,0.0,NVIDIA A40,1000
426,440,441,0,0,100,100000,30000,100000,,5,CsplineN,8,-16,256-256-256,2200950,0,512,relu,,0.0,NVIDIA A40,1000
