run_n,seed_train,seed_test,seed_dist,seed_metrics,ndims,nsamples_train,nsamples_val,nsamples_test,correlation,nbijectors,bijector,spline_knots,range_min,hidden_layers,trainable_parameters,non_trainable_parameters,batch_size,activation,regulariser,eps_regulariser,training_device,epochs_input
7,187,188,0,0,4,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,103448,0,512,relu,,0.0,NVIDIA A40,1000
15,440,441,0,0,4,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,103448,0,512,relu,,0.0,NVIDIA A40,1000
18,520,521,0,0,4,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,313016,0,512,relu,,0.0,NVIDIA A40,1000
25,721,722,0,0,4,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,91064,0,512,relu,,0.0,NVIDIA A40,1000
34,926,927,0,0,4,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,313016,0,512,relu,,0.0,NVIDIA A40,1000
42,0,1,0,0,8,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,362352,0,512,relu,,0.0,NVIDIA A40,1000
50,377,378,0,0,8,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,362352,0,512,relu,,0.0,NVIDIA A40,1000
56,440,441,0,0,8,100000,30000,100000,,2,MsplineN,12,-16,256-256-256,411696,0,512,relu,,0.0,NVIDIA A40,1000
61,541,542,0,0,8,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,115824,0,512,relu,,0.0,NVIDIA A40,1000
71,869,870,0,0,8,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,140592,0,512,relu,,0.0,NVIDIA A40,1000
83,0,1,0,0,16,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,214880,0,512,relu,,0.0,NVIDIA A40,1000
93,440,441,0,0,16,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,165344,0,512,relu,,0.0,NVIDIA A40,1000
103,541,542,0,0,16,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,214880,0,512,relu,,0.0,NVIDIA A40,1000
114,926,927,0,0,16,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,461024,0,512,relu,,0.0,NVIDIA A40,1000
119,933,934,0,0,16,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,214880,0,512,relu,,0.0,NVIDIA A40,1000
129,377,378,0,0,32,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,264384,0,512,relu,,0.0,NVIDIA A40,1000
138,520,521,0,0,32,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,658368,0,512,relu,,0.0,NVIDIA A40,1000
143,541,542,0,0,32,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,363456,0,512,relu,,0.0,NVIDIA A40,1000
153,926,927,0,0,32,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,264384,0,512,relu,,0.0,NVIDIA A40,1000
