run_n,seed_train,seed_test,seed_dist,seed_metrics,ndims,nsamples_train,nsamples_val,nsamples_test,correlation,nbijectors,bijector,spline_knots,range_min,hidden_layers,trainable_parameters,non_trainable_parameters,batch_size,activation,regulariser,eps_regulariser,training_device,epochs_input
183,541,542,0,0,64,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,660608,0,512,relu,,0.0,NVIDIA A40,1000
218,520,521,0,0,100,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,1497080,0,512,relu,,0.0,NVIDIA A40,1000
220,520,521,0,0,100,100000,30000,100000,,2,MsplineN,12,-16,256-256-256,2113880,0,512,relu,,0.0,NVIDIA A40,1000
224,541,542,0,0,100,100000,30000,100000,,2,MsplineN,12,-16,256-256-256,2113880,0,512,relu,,0.0,NVIDIA A40,1000
226,721,722,0,0,100,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,1497080,0,512,relu,,0.0,NVIDIA A40,1000
228,721,722,0,0,100,100000,30000,100000,,2,MsplineN,12,-16,256-256-256,2113880,0,512,relu,,0.0,NVIDIA A40,1000
231,869,870,0,0,100,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,994904,0,512,relu,,0.0,NVIDIA A40,1000
236,926,927,0,0,100,100000,30000,100000,,2,MsplineN,12,-16,256-256-256,2113880,0,512,relu,,0.0,NVIDIA A40,1000
238,933,934,0,0,100,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,1497080,0,512,relu,,0.0,NVIDIA A40,1000
241,0,1,0,0,200,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,1304304,0,512,relu,,0.0,NVIDIA A40,1000
246,187,188,0,0,200,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,2730480,0,512,relu,,0.0,NVIDIA A40,1000
249,377,378,0,0,200,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,1304304,0,512,relu,,0.0,NVIDIA A40,1000
254,440,441,0,0,200,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,2730480,0,512,relu,,0.0,NVIDIA A40,1000
257,520,521,0,0,200,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,1304304,0,512,relu,,0.0,NVIDIA A40,1000
262,541,542,0,0,200,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,2730480,0,512,relu,,0.0,NVIDIA A40,1000
265,721,722,0,0,200,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,1304304,0,512,relu,,0.0,NVIDIA A40,1000
270,869,870,0,0,200,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,2730480,0,512,relu,,0.0,NVIDIA A40,1000
273,926,927,0,0,200,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,1304304,0,512,relu,,0.0,NVIDIA A40,1000
