run_n,run_seed,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,kl_divergence,ks_test_mean,ks_test_median,ad_test_mean,ad_test_median,Wasserstein_median,Wasserstein_mean,frob_norm,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,200,100000,corr,5,MAFN,relu,8,-5,0,None,-1,0.18119191106474325,0.1670374773660937,0.11252038544510065,0.10480862795439022,0.16206659903846027,0.16206659903846027,8.96664830304456,128-128-128,512,1000,594,1438.9553573797457
2,187,200,100000,corr,5,MAFN,relu,8,-5,0,None,-1,0.11599178107402415,0.08130012472884605,0.06554182514120327,0.07325412222637724,0.23050538045848107,0.23050538045848107,9.15409007277978,128-128-128,512,1000,384,819.7037108028308
3,377,200,100000,corr,5,MAFN,relu,8,-5,0,None,-1,0.41807139062813964,0.4336847501711184,0.2018732696221803,0.19311919250653548,0.06549852713788118,0.06549852713788118,3.4175734950305223,128-128-128,512,1000,692,1718.5437818178907
4,440,200,100000,corr,5,MAFN,relu,8,-5,0,None,-1,0.402688875335477,0.4072617345257692,0.19297388422136968,0.18907690075792946,0.0974220025604686,0.0974220025604686,3.316750609579309,128-128-128,512,1000,637,1634.957138007041
5,520,200,100000,corr,5,MAFN,relu,8,-5,0,None,-1,0.13935628525423116,0.10798666072114652,0.08050404426472027,0.088541469072307,0.21671120867228427,0.21671120867228427,6.03111357949102,128-128-128,512,1000,624,1333.0308605739847
6,541,200,100000,corr,5,MAFN,relu,8,-5,0,None,-1,0.35619147184721706,0.3569318412094977,0.176240649028932,0.17495505787938645,0.10584271750143924,0.10584271750143924,2.4959779191232814,128-128-128,512,1000,573,1244.828945573885
7,721,200,100000,corr,5,MAFN,relu,8,-5,0,None,-1,0.29655458510509863,0.2931260252073503,0.16120348737211074,0.15384155096026703,0.13966223604767836,0.13966223604767836,5.051808816599358,128-128-128,512,1000,633,1608.9364082119428
8,869,200,100000,corr,5,MAFN,relu,8,-5,0,None,-1,0.45940756649310943,0.46508152169896,0.20428684142398834,0.20287732633410757,0.06251613478887208,0.06251613478887208,1.4717124696179285,128-128-128,512,1000,687,1598.6058079968207
9,926,200,100000,corr,5,MAFN,relu,8,-5,0,None,-1,0.2642857403551676,0.26170248153510833,0.15205708068382096,0.14588020682295275,0.14369490016574524,0.14369490016574524,4.207887956249713,128-128-128,512,1000,563,1321.8941895598546
10,933,200,100000,corr,5,MAFN,relu,8,-5,0,None,-1,0.3247481833144017,0.3122467904645515,0.1640623674291981,0.16634203037929277,0.10893886762336699,0.10893886762336699,2.0044339376681406,128-128-128,512,1000,626,1673.650186561048
