run_n,run_seed,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,16,100000,corr,10,RealNVPN,relu,8,-5,0,,0.0623982531282834,0.125799992956143,0.039324420811481874,0.07235446863950747,0.06531239905236157,0.02060230931858053,0.06309508847497808,0.02303791659593782,0.24341466052107985,0.02800752949494057,128-128-128,256,1000,178,2424.151035854593
2,187,16,100000,corr,10,RealNVPN,relu,8,-5,0,,0.21697355173372745,0.25293933444600636,0.1343885427913989,0.10582196491615743,0.05926678014804132,0.02810555437336726,0.06094565355425581,0.027866166607618436,0.22347090818722587,0.018526967611486478,128-128-128,256,1000,211,2831.962638429366
3,377,16,100000,corr,10,RealNVPN,relu,8,-5,0,,0.04171185610044301,0.07971326723980665,0.028439280233155916,0.05235325740194702,0.08063981515119104,0.026357906742912232,0.07943846300308775,0.03219672938511835,0.37798219989488707,0.03785639412869001,128-128-128,256,1000,191,2412.145642692223
4,440,16,100000,corr,10,RealNVPN,relu,8,-5,0,,0.047675168642801205,0.1176587437109722,0.03080117884994673,0.049957424436115436,0.07686015767580016,0.028171149093955794,0.06932190285470986,0.02669204213626809,0.2898904308783314,0.03638356361566535,128-128-128,256,1000,151,2036.4764316007495
5,520,16,100000,corr,10,RealNVPN,relu,8,-5,0,,0.09352122481260262,0.14645883589189132,0.06232211753433238,0.08381009316300796,0.06613465077625016,0.019620563426401873,0.06482276877354423,0.023168698773280517,0.2853878308756742,0.03689128310628029,128-128-128,256,1000,177,2174.6900915196165
6,541,16,100000,corr,10,RealNVPN,relu,8,-5,0,,0.04806493927091091,0.11262394997561116,0.03326142655744438,0.04795798415309051,0.08092221695202872,0.027719612474469163,0.07243534986927626,0.028122660157383624,0.3318581757697375,0.03566040994532319,128-128-128,256,1000,163,1989.0988694941625
7,721,16,100000,corr,10,RealNVPN,relu,8,-5,0,,0.06757476124594741,0.14255675491723957,0.038433225102086035,0.06122090161713335,0.07796716500142016,0.032942282215241675,0.07632507642376504,0.029454140320946846,0.3591036323152726,0.03668164123378222,128-128-128,256,1000,178,1872.0867943689227
8,869,16,100000,corr,10,RealNVPN,relu,8,-5,0,,0.058120316340115274,0.13696434940604416,0.0467137475060938,0.06412681777422224,0.07061420419040523,0.02968460296198792,0.06977001933209016,0.02727593055036184,0.31684450414841353,0.03395391911066369,128-128-128,256,1000,170,1814.6384699838236
9,926,16,100000,corr,10,RealNVPN,relu,8,-5,0,,0.20349421404036488,0.2428059279746283,0.11776011503595037,0.0993335986615693,0.057657025099999794,0.026217159882241336,0.05605961259649862,0.025616447242655452,0.22473808960022362,0.03863619611911718,128-128-128,256,1000,199,1925.9275948312134
10,933,16,100000,corr,10,RealNVPN,relu,8,-5,0,,0.04872571842117139,0.08501491158818093,0.041334789162387406,0.05748284206367819,0.06869226164144995,0.02242743090731752,0.07004937467411616,0.02567307332274021,0.3249315839397154,0.03209974832767052,128-128-128,256,1000,176,1636.693808913231
