run_n,seed_train,seed_test,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,1,400,100000,,2,MsplineN,relu,12,-16,0,,0.15622401243295794,0.1899615294958068,0.07922748037891188,0.09152819740232308,0.059757904972401174,0.03261390855000047,0.05829124881513986,0.03577752807649369,30.37503871967852,3.4979383390665104,"256-256-256",512,2,186,44.01511360798031
2,187,188,400,100000,,2,MsplineN,relu,12,-16,0,,0.27009160093465817,0.2687288090261754,0.13785199305373272,0.10211217607600162,0.043555615170929866,0.025313887139781447,0.04362086800349332,0.027291998827573372,14.940978618578963,1.8433959511907536,"256-256-256",512,2,209,36.955735688097775
3,377,378,400,100000,,2,MsplineN,relu,12,-16,0,,0.18706096287855012,0.22214434118948645,0.08282361643668659,0.09422564178078922,0.055516223093715636,0.032295165341490156,0.05329276319487621,0.0342590979677511,30.373508157963546,2.452046916676101,"256-256-256",512,2,200,36.57000285666436
4,440,441,400,100000,,2,MsplineN,relu,12,-16,0,,0.30161633772487634,0.2751096218926095,0.1485963734236664,0.10127612925383386,0.035948507490925236,0.020166116531014543,0.03591509107447543,0.02229232948211648,11.2940560063081,2.7488935075122205,"256-256-256",512,2,219,37.569752652198076
5,520,521,400,100000,,2,MsplineN,relu,12,-16,0,,0.2410472240895786,0.2486875599237684,0.1298256920420498,0.10135760240380802,0.04630927493142873,0.02591103467559949,0.04523478932524168,0.026672923119719017,15.543401933495996,2.5516472035456093,"256-256-256",512,2,216,37.32376523967832
6,541,542,400,100000,,2,MsplineN,relu,12,-16,0,,0.21777045500725015,0.23225048850742946,0.11831901452749653,0.10009701628509464,0.04979979683435912,0.027046884247310225,0.049106029281993,0.02908631154936145,14.938904956058654,3.095888121945351,"256-256-256",512,2,202,36.49662737734616
7,721,722,400,100000,,2,MsplineN,relu,12,-16,0,,0.44873203708130893,0.27143683063474533,0.21408176850058316,0.06642956091821037,0.03208217346572693,0.01814769377742325,0.031767873867764466,0.019060144972175414,5.9374421656740015,1.8217417019018103,"256-256-256",512,2,465,36.69634959939867
8,869,870,400,100000,,2,MsplineN,relu,12,-16,0,,0.25886476792450924,0.25012960567043063,0.14955537990105744,0.09736412379282851,0.04481532097492824,0.029031879460856506,0.043787978105581785,0.03121556922014469,4.743636823053388,1.52613758206927,"256-256-256",512,2,239,39.7740827370435
9,926,927,400,100000,,2,MsplineN,relu,12,-16,0,,0.36575427287261697,0.28812329669571823,0.18095170655860787,0.08986819639955859,0.038762705491100787,0.026727694545093748,0.03858755709740105,0.028734961649861772,8.575117350867083,2.9907922955821866,"256-256-256",512,2,480,36.39477032981813
10,933,934,400,100000,,2,MsplineN,relu,12,-16,0,,0.08031003988948275,0.1692331651386693,0.05981178253053347,0.08424745296983967,0.07402737324748714,0.046554159553574934,0.06995026145209332,0.04708961278168411,7.838603184613476,2.7282944858176292,"256-256-256",512,2,228,38.89662477187812
