run_n,seed_train,seed_test,seed_dist,seed_metrics,ndims,nsamples_train,nsamples_val,nsamples_test,correlation,nbijectors,bijector,spline_knots,range_min,hidden_layers,trainable_parameters,non_trainable_parameters,batch_size,activation,regulariser,eps_regulariser,training_device,epochs_input
43,541,542,0,0,4,100000,30000,100000,,5,CsplineN,12,-16,128-128-128,212190,0,512,relu,,0.0,NVIDIA A40,1000
51,721,722,0,0,4,100000,30000,100000,,5,CsplineN,12,-16,128-128-128,212190,0,512,relu,,0.0,NVIDIA A40,1000
57,869,870,0,0,4,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,196710,0,512,relu,,0.0,NVIDIA A40,1000
63,869,870,0,0,4,100000,30000,100000,,10,CsplineN,12,-16,128-128-128,424380,0,512,relu,,0.0,NVIDIA A40,1000
71,926,927,0,0,4,100000,30000,100000,,10,CsplineN,12,-16,128-128-128,424380,0,512,relu,,0.0,NVIDIA A40,1000
80,933,934,0,0,4,100000,30000,100000,,10,CsplineN,12,-16,256-256-256,1503420,0,512,relu,,0.0,NVIDIA A40,1000
90,187,188,0,0,8,100000,30000,100000,,5,CsplineN,8,-16,256-256-256,782540,0,512,relu,,0.0,NVIDIA A40,1000
98,377,378,0,0,8,100000,30000,100000,,5,CsplineN,8,-16,256-256-256,782540,0,512,relu,,0.0,NVIDIA A40,1000
101,377,378,0,0,8,100000,30000,100000,,10,CsplineN,8,-16,128-128-128,455320,0,512,relu,,0.0,NVIDIA A40,1000
115,520,521,0,0,8,100000,30000,100000,,5,CsplineN,12,-16,128-128-128,258620,0,512,relu,,0.0,NVIDIA A40,1000
122,541,542,0,0,8,100000,30000,100000,,5,CsplineN,8,-16,256-256-256,782540,0,512,relu,,0.0,NVIDIA A40,1000
127,541,542,0,0,8,100000,30000,100000,,10,CsplineN,12,-16,128-128-128,517240,0,512,relu,,0.0,NVIDIA A40,1000
138,869,870,0,0,8,100000,30000,100000,,5,CsplineN,8,-16,256-256-256,782540,0,512,relu,,0.0,NVIDIA A40,1000
141,869,870,0,0,8,100000,30000,100000,,10,CsplineN,8,-16,128-128-128,455320,0,512,relu,,0.0,NVIDIA A40,1000
151,926,927,0,0,8,100000,30000,100000,,10,CsplineN,12,-16,128-128-128,517240,0,512,relu,,0.0,NVIDIA A40,1000
164,0,1,0,0,16,100000,30000,100000,,5,CsplineN,12,-16,256-256-256,1029240,0,512,relu,,0.0,NVIDIA A40,1000
168,0,1,0,0,16,100000,30000,100000,,10,CsplineN,12,-16,256-256-256,2058480,0,512,relu,,0.0,NVIDIA A40,1000
178,377,378,0,0,16,100000,30000,100000,,5,CsplineN,8,-16,256-256-256,905880,0,512,relu,,0.0,NVIDIA A40,1000
180,377,378,0,0,16,100000,30000,100000,,5,CsplineN,12,-16,256-256-256,1029240,0,512,relu,,0.0,NVIDIA A40,1000
183,377,378,0,0,16,100000,30000,100000,,10,CsplineN,12,-16,128-128-128,702960,0,512,relu,,0.0,NVIDIA A40,1000
209,721,722,0,0,16,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,289560,0,512,relu,,0.0,NVIDIA A40,1000
211,721,722,0,0,16,100000,30000,100000,,5,CsplineN,12,-16,128-128-128,351480,0,512,relu,,0.0,NVIDIA A40,1000
216,721,722,0,0,16,100000,30000,100000,,10,CsplineN,12,-16,256-256-256,2058480,0,512,relu,,0.0,NVIDIA A40,1000
221,869,870,0,0,16,100000,30000,100000,,10,CsplineN,8,-16,128-128-128,579120,0,512,relu,,0.0,NVIDIA A40,1000
233,933,934,0,0,16,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,289560,0,512,relu,,0.0,NVIDIA A40,1000
