run_n,seed_train,seed_test,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,1,32,100000,,2,MsplineN,relu,8,-16,0,,0.29782677103302146,0.2689491281168117,0.1508536864582966,0.0999900907702482,0.03587319745178323,0.0187864169340212,0.03622383991897358,0.019708966943185552,0.4419590282350046,0.127044600398813,"128-128-128",512,2,243,81.23181870800181
2,187,188,32,100000,,2,MsplineN,relu,8,-16,0,,0.3115484247484835,0.2869952695553507,0.15634909922991597,0.10019198126445039,0.03593668767580784,0.018166326474537167,0.03635450419640143,0.019764865085644602,0.5036855618089257,0.14658221555743567,"128-128-128",512,2,222,75.56787123800314
3,377,378,32,100000,,2,MsplineN,relu,8,-16,0,,0.35244073726129665,0.2822869264291991,0.17623913214034664,0.09342381379161456,0.02971206745285071,0.01456409022361896,0.030640521301833357,0.014529508791748162,0.45739723871829485,0.0783996948716283,"128-128-128",512,2,226,88.02482407699426
4,440,441,32,100000,,2,MsplineN,relu,8,-16,0,,0.3052068673994051,0.2846741349038931,0.1477036666207876,0.10602147572499349,0.035839664626101796,0.015709882038382944,0.03535058642124007,0.018526158249192907,0.4677008191794688,0.07566615315119041,"128-128-128",512,2,229,89.37645334300032
5,520,521,32,100000,,2,MsplineN,relu,8,-16,0,,0.2627264668333222,0.2497914777671155,0.1481743143135604,0.09898216121390843,0.0371917120069723,0.020956054243737744,0.03706177069767426,0.021445603277758633,0.37193034295261845,0.04677532627972329,"128-128-128",512,2,240,88.69650608400116
6,541,542,32,100000,,2,MsplineN,relu,8,-16,0,,0.3291458604719143,0.30150177032202724,0.1673887415649727,0.09712153769605411,0.026726645037854924,0.01400371006862022,0.027676232171822336,0.013416300824600316,0.34263657076936743,0.04675910446930109,"128-128-128",512,2,250,112.95119420300034
7,721,722,32,100000,,2,MsplineN,relu,8,-16,0,,0.3608340176731576,0.29078523297003195,0.17351174452989185,0.09304127056086647,0.033890689898794346,0.016067073038585403,0.03392245896828174,0.017745076743801262,0.4944232993765609,0.0843410913960827,"128-128-128",512,2,263,85.20966218000103
8,869,870,32,100000,,2,MsplineN,relu,8,-16,0,,0.286695493838194,0.2820184775843146,0.1427989470660102,0.10026997022368861,0.03729629755581767,0.01888214722645932,0.035876197692369986,0.0195185184702702,0.44297924640394165,0.08264290659189492,"128-128-128",512,2,250,87.2342817250028
9,926,927,32,100000,,2,MsplineN,relu,8,-16,0,,0.3664464993848206,0.3069078612891249,0.17445070848459104,0.09453787109278387,0.024456082386759545,0.011383575996786084,0.02444072995508058,0.010054053202944271,0.2983029750863696,0.02813173610820065,"128-128-128",512,2,260,112.09492949199921
10,933,934,32,100000,,2,MsplineN,relu,8,-16,0,,0.32524742010743113,0.2706477634970667,0.17395011120439868,0.09371894947048273,0.029241752896365818,0.01744604636485457,0.029203360604579374,0.01626630258850969,0.3327610973358388,0.12721068365424576,"128-128-128",512,2,236,69.42363560100057
