run_n,seed_train,seed_test,seed_dist,seed_metrics,ndims,nsamples_train,nsamples_val,nsamples_test,correlation,nbijectors,bijector,spline_knots,range_min,hidden_layers,trainable_parameters,non_trainable_parameters,batch_size,activation,regulariser,eps_regulariser,training_device,epochs_input
1,0,1,0,0,4,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,196710,0,512,relu,,0.0,NVIDIA A40,1000
5,0,1,0,0,4,100000,30000,100000,,10,CsplineN,8,-16,128-128-128,393420,0,512,relu,,0.0,NVIDIA A40,1000
9,187,188,0,0,4,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,196710,0,512,relu,,0.0,NVIDIA A40,1000
13,187,188,0,0,4,100000,30000,100000,,10,CsplineN,8,-16,128-128-128,393420,0,512,relu,,0.0,NVIDIA A40,1000
18,377,378,0,0,4,100000,30000,100000,,5,CsplineN,8,-16,256-256-256,720870,0,512,relu,,0.0,NVIDIA A40,1000
21,377,378,0,0,4,100000,30000,100000,,10,CsplineN,8,-16,128-128-128,393420,0,512,relu,,0.0,NVIDIA A40,1000
26,440,441,0,0,4,100000,30000,100000,,5,CsplineN,8,-16,256-256-256,720870,0,512,relu,,0.0,NVIDIA A40,1000
30,440,441,0,0,4,100000,30000,100000,,10,CsplineN,8,-16,256-256-256,1441740,0,512,relu,,0.0,NVIDIA A40,1000
34,520,521,0,0,4,100000,30000,100000,,5,CsplineN,8,-16,256-256-256,720870,0,512,relu,,0.0,NVIDIA A40,1000
38,520,521,0,0,4,100000,30000,100000,,10,CsplineN,8,-16,256-256-256,1441740,0,512,relu,,0.0,NVIDIA A40,1000
44,541,542,0,0,4,100000,30000,100000,,5,CsplineN,12,-16,256-256-256,751710,0,512,relu,,0.0,NVIDIA A40,1000
52,721,722,0,0,4,100000,30000,100000,,5,CsplineN,12,-16,256-256-256,751710,0,512,relu,,0.0,NVIDIA A40,1000
60,869,870,0,0,4,100000,30000,100000,,5,CsplineN,12,-16,256-256-256,751710,0,512,relu,,0.0,NVIDIA A40,1000
65,926,927,0,0,4,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,196710,0,512,relu,,0.0,NVIDIA A40,1000
72,926,927,0,0,4,100000,30000,100000,,10,CsplineN,12,-16,256-256-256,1503420,0,512,relu,,0.0,NVIDIA A40,1000
82,0,1,0,0,8,100000,30000,100000,,5,CsplineN,8,-16,256-256-256,782540,0,512,relu,,0.0,NVIDIA A40,1000
86,0,1,0,0,8,100000,30000,100000,,10,CsplineN,8,-16,256-256-256,1565080,0,512,relu,,0.0,NVIDIA A40,1000
91,187,188,0,0,8,100000,30000,100000,,5,CsplineN,12,-16,128-128-128,258620,0,512,relu,,0.0,NVIDIA A40,1000
99,377,378,0,0,8,100000,30000,100000,,5,CsplineN,12,-16,128-128-128,258620,0,512,relu,,0.0,NVIDIA A40,1000
105,440,441,0,0,8,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,227660,0,512,relu,,0.0,NVIDIA A40,1000
110,440,441,0,0,8,100000,30000,100000,,10,CsplineN,8,-16,256-256-256,1565080,0,512,relu,,0.0,NVIDIA A40,1000
117,520,521,0,0,8,100000,30000,100000,,10,CsplineN,8,-16,128-128-128,455320,0,512,relu,,0.0,NVIDIA A40,1000
129,721,722,0,0,8,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,227660,0,512,relu,,0.0,NVIDIA A40,1000
136,721,722,0,0,8,100000,30000,100000,,10,CsplineN,12,-16,256-256-256,1688440,0,512,relu,,0.0,NVIDIA A40,1000
146,926,927,0,0,8,100000,30000,100000,,5,CsplineN,8,-16,256-256-256,782540,0,512,relu,,0.0,NVIDIA A40,1000
150,926,927,0,0,8,100000,30000,100000,,10,CsplineN,8,-16,256-256-256,1565080,0,512,relu,,0.0,NVIDIA A40,1000
162,0,1,0,0,16,100000,30000,100000,,5,CsplineN,8,-16,256-256-256,905880,0,512,relu,,0.0,NVIDIA A40,1000
165,0,1,0,0,16,100000,30000,100000,,10,CsplineN,8,-16,128-128-128,579120,0,512,relu,,0.0,NVIDIA A40,1000
177,377,378,0,0,16,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,289560,0,512,relu,,0.0,NVIDIA A40,1000
