run_n,seed_train,seed_test,seed_dist,seed_metrics,ndims,nsamples_train,nsamples_val,nsamples_test,correlation,nbijectors,bijector,spline_knots,range_min,hidden_layers,trainable_parameters,non_trainable_parameters,batch_size,activation,regulariser,eps_regulariser,training_device,epochs_input
4,0,1,0,0,4,100000,30000,100000,,2,MsplineN,12,-16,256-256-256,337688,0,512,relu,,0.0,NVIDIA A40,1000
10,377,378,0,0,4,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,313016,0,512,relu,,0.0,NVIDIA A40,1000
21,541,542,0,0,4,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,91064,0,512,relu,,0.0,NVIDIA A40,1000
32,869,870,0,0,4,100000,30000,100000,,2,MsplineN,12,-16,256-256-256,337688,0,512,relu,,0.0,NVIDIA A40,1000
38,933,934,0,0,4,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,313016,0,512,relu,,0.0,NVIDIA A40,1000
47,187,188,0,0,8,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,140592,0,512,relu,,0.0,NVIDIA A40,1000
55,440,441,0,0,8,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,140592,0,512,relu,,0.0,NVIDIA A40,1000
64,541,542,0,0,8,100000,30000,100000,,2,MsplineN,12,-16,256-256-256,411696,0,512,relu,,0.0,NVIDIA A40,1000
69,869,870,0,0,8,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,115824,0,512,relu,,0.0,NVIDIA A40,1000
81,0,1,0,0,16,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,165344,0,512,relu,,0.0,NVIDIA A40,1000
89,377,378,0,0,16,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,165344,0,512,relu,,0.0,NVIDIA A40,1000
99,520,521,0,0,16,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,214880,0,512,relu,,0.0,NVIDIA A40,1000
111,869,870,0,0,16,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,214880,0,512,relu,,0.0,NVIDIA A40,1000
