run_n,seed_train,seed_test,ndims,nsamples,correlation,nbijectors,bijector,spline_knots,range_min,hidden_layers,batch_size,activation,eps_regulariser,regulariser,dist_seed,test_seed,training_device
43,0,1,8,100000,,10,MAFN,8,-5,128-128-128,512,relu,0,,0,1,NVIDIA A40
44,0,1,8,100000,,10,MAFN,8,-5,256-256-256,512,relu,0,,0,1,NVIDIA A40
45,187,188,8,100000,,5,MAFN,8,-5,128-128-128,512,relu,0,,0,188,NVIDIA A40
46,187,188,8,100000,,5,MAFN,8,-5,256-256-256,512,relu,0,,0,188,NVIDIA A40
47,187,188,8,100000,,10,MAFN,8,-5,128-128-128,512,relu,0,,0,188,NVIDIA A40
48,187,188,8,100000,,10,MAFN,8,-5,256-256-256,512,relu,0,,0,188,NVIDIA A40
49,377,378,8,100000,,5,MAFN,8,-5,128-128-128,512,relu,0,,0,378,NVIDIA A40
50,377,378,8,100000,,5,MAFN,8,-5,256-256-256,512,relu,0,,0,378,NVIDIA A40
51,377,378,8,100000,,10,MAFN,8,-5,128-128-128,512,relu,0,,0,378,NVIDIA A40
52,377,378,8,100000,,10,MAFN,8,-5,256-256-256,512,relu,0,,0,378,NVIDIA A40
53,440,441,8,100000,,5,MAFN,8,-5,128-128-128,512,relu,0,,0,441,NVIDIA A40
54,440,441,8,100000,,5,MAFN,8,-5,256-256-256,512,relu,0,,0,441,NVIDIA A40
