run_n,seed_train,seed_test,seed_dist,seed_metrics,ndims,nsamples_train,nsamples_val,nsamples_test,correlation,nbijectors,bijector,spline_knots,range_min,hidden_layers,trainable_parameters,non_trainable_parameters,batch_size,activation,regulariser,eps_regulariser,training_device,epochs_input
2,0,1,0,0,4,100000,30000,100000,,5,MAFN,--,-5,256-256-256,674600,0,512,relu,,0.0,NVIDIA A40,1000
10,377,378,0,0,4,100000,30000,100000,,5,MAFN,--,-5,256-256-256,674600,0,512,relu,,0.0,NVIDIA A40,1000
16,440,441,0,0,4,100000,30000,100000,,10,MAFN,--,-5,256-256-256,1349200,0,512,relu,,0.0,NVIDIA A40,1000
25,721,722,0,0,4,100000,30000,100000,,5,MAFN,--,-5,128-128-128,173480,0,512,relu,,0.0,NVIDIA A40,1000
29,869,870,0,0,4,100000,30000,100000,,5,MAFN,--,-5,128-128-128,173480,0,512,relu,,0.0,NVIDIA A40,1000
35,926,927,0,0,4,100000,30000,100000,,10,MAFN,--,-5,128-128-128,346960,0,512,relu,,0.0,NVIDIA A40,1000
45,187,188,0,0,8,100000,30000,100000,,5,MAFN,--,-5,128-128-128,181200,0,512,relu,,0.0,NVIDIA A40,1000
52,377,378,0,0,8,100000,30000,100000,,10,MAFN,--,-5,256-256-256,1380000,0,512,relu,,0.0,NVIDIA A40,1000
58,520,521,0,0,8,100000,30000,100000,,5,MAFN,--,-5,256-256-256,690000,0,512,relu,,0.0,NVIDIA A40,1000
62,541,542,0,0,8,100000,30000,100000,,5,MAFN,--,-5,256-256-256,690000,0,512,relu,,0.0,NVIDIA A40,1000
68,721,722,0,0,8,100000,30000,100000,,10,MAFN,--,-5,256-256-256,1380000,0,512,relu,,0.0,NVIDIA A40,1000
73,926,927,0,0,8,100000,30000,100000,,5,MAFN,--,-5,128-128-128,181200,0,512,relu,,0.0,NVIDIA A40,1000
84,0,1,0,0,16,100000,30000,100000,,10,MAFN,--,-5,256-256-256,1441600,0,512,relu,,0.0,NVIDIA A40,1000
92,377,378,0,0,16,100000,30000,100000,,10,MAFN,--,-5,256-256-256,1441600,0,512,relu,,0.0,NVIDIA A40,1000
99,520,521,0,0,16,100000,30000,100000,,10,MAFN,--,-5,128-128-128,393280,0,512,relu,,0.0,NVIDIA A40,1000
108,721,722,0,0,16,100000,30000,100000,,10,MAFN,--,-5,256-256-256,1441600,0,512,relu,,0.0,NVIDIA A40,1000
114,926,927,0,0,16,100000,30000,100000,,5,MAFN,--,-5,256-256-256,720800,0,512,relu,,0.0,NVIDIA A40,1000
121,0,1,0,0,32,100000,30000,100000,,5,MAFN,--,-5,128-128-128,227520,0,512,relu,,0.0,NVIDIA A40,1000
130,377,378,0,0,32,100000,30000,100000,,5,MAFN,--,-5,256-256-256,782400,0,512,relu,,0.0,NVIDIA A40,1000
135,440,441,0,0,32,100000,30000,100000,,10,MAFN,--,-5,128-128-128,455040,0,512,relu,,0.0,NVIDIA A40,1000
149,869,870,0,0,32,100000,30000,100000,,5,MAFN,--,-5,128-128-128,227520,0,512,relu,,0.0,NVIDIA A40,1000
