run_n,run_seed,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,kl_divergence,ks_test_mean,ks_test_median,ad_test_mean,ad_test_median,Wasserstein_median,Wasserstein_mean,frob_norm,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,8,100000,corr,2,MsplineN,relu,12,-16,0,None,-1,0.49200292648823596,0.4910051640984847,0.21597893276665697,0.21505513603639903,0.014643352700507147,0.014643352700507147,0.03090885154867312,128-128-128,512,1000,267,1738.6501254821196
2,187,8,100000,corr,2,MsplineN,relu,12,-16,0,None,-1,0.4838203165468167,0.483325592465982,0.2118402608544424,0.2131625407074358,0.03438169276643868,0.03438169276643868,0.07213992909999488,128-128-128,512,1000,259,1766.236239982769
3,377,8,100000,corr,2,MsplineN,relu,12,-16,0,None,-1,0.47332298228763486,0.4770300158768755,0.20936206906135382,0.2126204377460781,0.02877488706837992,0.02877488706837992,0.03634940688552082,128-128-128,512,1000,260,1574.951520381961
4,440,8,100000,corr,2,MsplineN,relu,12,-16,0,None,-1,0.5109893773567853,0.5087761794544898,0.22073359111947288,0.21972665187310134,0.026824267102151453,0.026824267102151453,0.059021633552126966,128-128-128,512,1000,275,1791.235115203075
5,520,8,100000,corr,2,MsplineN,relu,12,-16,0,None,-1,0.46474650905531345,0.4595961401339101,0.21028054883616049,0.20877147032899243,0.029901611968425147,0.029901611968425147,0.034081734568908006,128-128-128,512,1000,292,1889.5213654022664
6,541,8,100000,corr,2,MsplineN,relu,12,-16,0,None,-1,0.5353725890773469,0.5511417577451179,0.22298235673702804,0.2236468547301868,0.024242734755844302,0.024242734755844302,0.048161174173850116,128-128-128,512,1000,276,1808.6812217249535
7,721,8,100000,corr,2,MsplineN,relu,12,-16,0,None,-1,0.47847000025537906,0.47271728642477495,0.21073184084472563,0.20939472263887587,0.020240308657087987,0.020240308657087987,0.024490585190345263,128-128-128,512,1000,301,1967.4029998900369
8,869,8,100000,corr,2,MsplineN,relu,12,-16,0,None,-1,0.5164728516453101,0.5279956198119966,0.2195492422870019,0.2181259599192455,0.029790159291262976,0.029790159291262976,0.0561732601596733,128-128-128,512,1000,281,1910.7209251606837
9,926,8,100000,corr,2,MsplineN,relu,12,-16,0,None,-1,0.4573908797084352,0.4463168462338099,0.205743864760851,0.2045988940980413,0.04575963332285558,0.04575963332285558,0.028032342586133716,128-128-128,512,1000,222,1498.5732202460058
10,933,8,100000,corr,2,MsplineN,relu,12,-16,0,None,-1,0.49922708244685765,0.4905938804973513,0.2122307412010424,0.21522690441902176,0.04148167039032717,0.04148167039032717,0.06367138948727466,128-128-128,512,1000,312,2044.5875614630058
