run_n,seed_train,seed_test,seed_dist,seed_metrics,ndims,nsamples_train,nsamples_val,nsamples_test,correlation,nbijectors,bijector,spline_knots,range_min,hidden_layers,trainable_parameters,non_trainable_parameters,batch_size,activation,regulariser,eps_regulariser,training_device,epochs_input
3,0,1,0,0,4,100000,30000,100000,,5,CsplineN,12,-16,128-128-128,212190,0,512,relu,,0.0,NVIDIA A40,1000
8,0,1,0,0,4,100000,30000,100000,,10,CsplineN,12,-16,256-256-256,1503420,0,512,relu,,0.0,NVIDIA A40,1000
12,187,188,0,0,4,100000,30000,100000,,5,CsplineN,12,-16,256-256-256,751710,0,512,relu,,0.0,NVIDIA A40,1000
16,187,188,0,0,4,100000,30000,100000,,10,CsplineN,12,-16,256-256-256,1503420,0,512,relu,,0.0,NVIDIA A40,1000
20,377,378,0,0,4,100000,30000,100000,,5,CsplineN,12,-16,256-256-256,751710,0,512,relu,,0.0,NVIDIA A40,1000
24,377,378,0,0,4,100000,30000,100000,,10,CsplineN,12,-16,256-256-256,1503420,0,512,relu,,0.0,NVIDIA A40,1000
29,440,441,0,0,4,100000,30000,100000,,10,CsplineN,8,-16,128-128-128,393420,0,512,relu,,0.0,NVIDIA A40,1000
33,520,521,0,0,4,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,196710,0,512,relu,,0.0,NVIDIA A40,1000
37,520,521,0,0,4,100000,30000,100000,,10,CsplineN,8,-16,128-128-128,393420,0,512,relu,,0.0,NVIDIA A40,1000
41,541,542,0,0,4,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,196710,0,512,relu,,0.0,NVIDIA A40,1000
47,541,542,0,0,4,100000,30000,100000,,10,CsplineN,12,-16,128-128-128,424380,0,512,relu,,0.0,NVIDIA A40,1000
59,869,870,0,0,4,100000,30000,100000,,5,CsplineN,12,-16,128-128-128,212190,0,512,relu,,0.0,NVIDIA A40,1000
66,926,927,0,0,4,100000,30000,100000,,5,CsplineN,8,-16,256-256-256,720870,0,512,relu,,0.0,NVIDIA A40,1000
70,926,927,0,0,4,100000,30000,100000,,10,CsplineN,8,-16,256-256-256,1441740,0,512,relu,,0.0,NVIDIA A40,1000
81,0,1,0,0,8,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,227660,0,512,relu,,0.0,NVIDIA A40,1000
87,0,1,0,0,8,100000,30000,100000,,10,CsplineN,12,-16,128-128-128,517240,0,512,relu,,0.0,NVIDIA A40,1000
96,187,188,0,0,8,100000,30000,100000,,10,CsplineN,12,-16,256-256-256,1688440,0,512,relu,,0.0,NVIDIA A40,1000
108,440,441,0,0,8,100000,30000,100000,,5,CsplineN,12,-16,256-256-256,844220,0,512,relu,,0.0,NVIDIA A40,1000
111,440,441,0,0,8,100000,30000,100000,,10,CsplineN,12,-16,128-128-128,517240,0,512,relu,,0.0,NVIDIA A40,1000
124,541,542,0,0,8,100000,30000,100000,,5,CsplineN,12,-16,256-256-256,844220,0,512,relu,,0.0,NVIDIA A40,1000
131,721,722,0,0,8,100000,30000,100000,,5,CsplineN,12,-16,128-128-128,258620,0,512,relu,,0.0,NVIDIA A40,1000
137,869,870,0,0,8,100000,30000,100000,,5,CsplineN,8,-16,128-128-128,227660,0,512,relu,,0.0,NVIDIA A40,1000
142,869,870,0,0,8,100000,30000,100000,,10,CsplineN,8,-16,256-256-256,1565080,0,512,relu,,0.0,NVIDIA A40,1000
156,933,934,0,0,8,100000,30000,100000,,5,CsplineN,12,-16,256-256-256,844220,0,512,relu,,0.0,NVIDIA A40,1000
