run_n,seed_train,seed_test,seed_dist,seed_metrics,ndims,nsamples_train,nsamples_val,nsamples_test,correlation,nbijectors,bijector,spline_knots,range_min,hidden_layers,trainable_parameters,non_trainable_parameters,batch_size,activation,regulariser,eps_regulariser,training_device,epochs_input
192,869,870,0,0,64,100000,30000,100000,,2,MsplineN,12,-16,256-256-256,1447808,0,512,relu,,0.0,NVIDIA A40,1000
212,377,378,0,0,100,100000,30000,100000,,2,MsplineN,12,-16,256-256-256,2113880,0,512,relu,,0.0,NVIDIA A40,1000
219,520,521,0,0,100,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,994904,0,512,relu,,0.0,NVIDIA A40,1000
222,541,542,0,0,100,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,1497080,0,512,relu,,0.0,NVIDIA A40,1000
225,721,722,0,0,100,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,685304,0,512,relu,,0.0,NVIDIA A40,1000
230,869,870,0,0,100,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,1497080,0,512,relu,,0.0,NVIDIA A40,1000
233,926,927,0,0,100,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,685304,0,512,relu,,0.0,NVIDIA A40,1000
239,933,934,0,0,100,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,994904,0,512,relu,,0.0,NVIDIA A40,1000
244,0,1,0,0,200,100000,30000,100000,,2,MsplineN,12,-16,256-256-256,3964080,0,512,relu,,0.0,NVIDIA A40,1000
247,187,188,0,0,200,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,1923504,0,512,relu,,0.0,NVIDIA A40,1000
252,377,378,0,0,200,100000,30000,100000,,2,MsplineN,12,-16,256-256-256,3964080,0,512,relu,,0.0,NVIDIA A40,1000
256,440,441,0,0,200,100000,30000,100000,,2,MsplineN,12,-16,256-256-256,3964080,0,512,relu,,0.0,NVIDIA A40,1000
258,520,521,0,0,200,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,2730480,0,512,relu,,0.0,NVIDIA A40,1000
261,541,542,0,0,200,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,1304304,0,512,relu,,0.0,NVIDIA A40,1000
267,721,722,0,0,200,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,1923504,0,512,relu,,0.0,NVIDIA A40,1000
272,869,870,0,0,200,100000,30000,100000,,2,MsplineN,12,-16,256-256-256,3964080,0,512,relu,,0.0,NVIDIA A40,1000
275,926,927,0,0,200,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,1923504,0,512,relu,,0.0,NVIDIA A40,1000
279,933,934,0,0,200,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,1923504,0,512,relu,,0.0,NVIDIA A40,1000
