run_n,seed_train,seed_test,seed_dist,seed_metrics,ndims,nsamples_train,nsamples_val,nsamples_test,correlation,nbijectors,bijector,spline_knots,range_min,hidden_layers,trainable_parameters,non_trainable_parameters,batch_size,activation,regulariser,eps_regulariser,training_device,epochs_input
208,187,188,0,0,100,100000,30000,100000,,2,MsplineN,12,-16,256-256-256,2113880,0,512,relu,,0.0,NVIDIA A40,1000
213,440,441,0,0,100,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,685304,0,512,relu,,0.0,NVIDIA A40,1000
223,541,542,0,0,100,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,994904,0,512,relu,,0.0,NVIDIA A40,1000
229,869,870,0,0,100,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,685304,0,512,relu,,0.0,NVIDIA A40,1000
234,926,927,0,0,100,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,1497080,0,512,relu,,0.0,NVIDIA A40,1000
237,933,934,0,0,100,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,685304,0,512,relu,,0.0,NVIDIA A40,1000
242,0,1,0,0,200,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,2730480,0,512,relu,,0.0,NVIDIA A40,1000
245,187,188,0,0,200,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,1304304,0,512,relu,,0.0,NVIDIA A40,1000
250,377,378,0,0,200,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,2730480,0,512,relu,,0.0,NVIDIA A40,1000
253,440,441,0,0,200,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,1304304,0,512,relu,,0.0,NVIDIA A40,1000
259,520,521,0,0,200,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,1923504,0,512,relu,,0.0,NVIDIA A40,1000
263,541,542,0,0,200,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,1923504,0,512,relu,,0.0,NVIDIA A40,1000
268,721,722,0,0,200,100000,30000,100000,,2,MsplineN,12,-16,256-256-256,3964080,0,512,relu,,0.0,NVIDIA A40,1000
271,869,870,0,0,200,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,1923504,0,512,relu,,0.0,NVIDIA A40,1000
276,926,927,0,0,200,100000,30000,100000,,2,MsplineN,12,-16,256-256-256,3964080,0,512,relu,,0.0,NVIDIA A40,1000
