run_n,seed_train,seed_test,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,1,16,100000,,10,RealNVPN,relu,8,-5,0,,0.10301799684991715,0.23153386211923338,0.049392877773746326,0.0872398612214142,0.047183131528542234,0.03267366104687002,0.05093407187323601,0.029359487539193176,0.288238585693556,0.06639533743455935,"128-128-128",256,2,140,121.99859458800347
2,187,188,16,100000,,10,RealNVPN,relu,8,-5,0,,0.032867859764530064,0.08774554669431649,0.014374899717457468,0.03691124421186717,0.051311053931241336,0.02770518219273076,0.04998428746227772,0.025945917098884656,0.35656548164861146,0.11560620285742344,"128-128-128",256,2,141,134.13109819099918
3,377,378,16,100000,,10,RealNVPN,relu,8,-5,0,,0.013797078630312093,0.035149392574877786,0.0058935726834405695,0.01472850326233164,0.044797256391379936,0.02184473019919707,0.043872910420846165,0.01968848278884649,0.6187091200460387,0.11348466399825148,"128-128-128",256,2,148,159.48417156000505
4,440,441,16,100000,,10,RealNVPN,relu,8,-5,0,,0.04509915678085813,0.12004475137457424,0.019263643351987287,0.049218355973737055,0.057389760672869196,0.02954565842677526,0.059370013669159304,0.03213939832597675,0.8572078050383292,0.16220263731836287,"128-128-128",256,2,110,155.56514413500554
5,520,521,16,100000,,10,RealNVPN,relu,8,-5,0,,0.18953202983936907,0.26334739063533885,0.09299740354716225,0.10274832589341024,0.030509422661401785,0.021405106510297603,0.031022722907571278,0.02046854635744269,0.21297603846464042,0.07065018298551708,"128-128-128",256,2,168,140.08110298599786
6,541,542,16,100000,,10,RealNVPN,relu,8,-5,0,,0.03136123077915338,0.09525873600682523,0.020251375140971944,0.05005776511711662,0.07125810863314565,0.05200024932495086,0.0763280404628731,0.04563882244599481,0.4576041138802106,0.13318104347086854,"128-128-128",256,2,120,138.18539393699757
7,721,722,16,100000,,10,RealNVPN,relu,8,-5,0,,0.05725405496208378,0.1655907244406415,0.02234450255729839,0.057696948457673695,0.05935757607736412,0.03434805232810928,0.06439700701455629,0.02944156979340928,1.0997148642657053,0.13611543660254866,"128-128-128",256,2,130,96.98649357999966
8,869,870,16,100000,,10,RealNVPN,relu,8,-5,0,,0.07361847367381438,0.1748187148361215,0.03280702152519635,0.07323804979254597,0.05183284275189033,0.027740835968050905,0.054978269662933545,0.025912382602320434,0.8556221583095098,0.22031612726157684,"128-128-128",256,2,113,81.69631537100213
9,926,927,16,100000,,10,RealNVPN,relu,8,-5,0,,0.12155578086009763,0.25124583376387466,0.04547960358098845,0.08829181157327942,0.04372397750343541,0.023755115275665074,0.04395430438298547,0.0204488303125242,0.9744671705227699,0.09529160364203436,"128-128-128",256,2,127,78.89966763700068
10,933,934,16,100000,,10,RealNVPN,relu,8,-5,0,,0.06103746155676382,0.17332192695322857,0.031102174860960306,0.07281076932562892,0.05292556330080611,0.02888944974489771,0.05782728475972381,0.026924604481108737,0.7606589467360514,0.16074744017852693,"128-128-128",256,2,144,81.25902326199866
