run_n,run_seed,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,1000,100000,corr,5,MAFN,relu,8,-5,0,None,0.0001055990726149,0.0049691470879651,0.0010197947311513,0.0010426168935867,0.4196469780921968,0.1870685877006293,0.4155022051443558,0.2154584922425354,87.92610025008364,2.593614012755977,128-128-128,512,1000,100,329.82323269499466
2,187,1000,100000,corr,5,MAFN,relu,8,-5,0,None,0.0002246704096156,0.0086753533712491,0.0011020031874187,0.0044495114770532,0.5679596476485856,0.2981851657652579,0.5648001044353862,0.3452111883551277,119.26004283954757,4.820146078413915,128-128-128,512,1000,214,600.3727778759785
3,377,1000,100000,corr,5,MAFN,relu,8,-5,0,None,0.0130446612819301,0.0646921741755485,0.0114858541245396,0.0376011568598927,0.1127411015780099,0.0622505967841009,0.1107375193876447,0.0634460549523753,25.19315668065453,3.4823810446327768,128-128-128,512,1000,242,654.3172923326492
4,440,1000,100000,corr,5,MAFN,relu,8,-5,0,None,0.0209678301476399,0.0846143852730098,0.0204462047884073,0.0531125679873697,0.1226482209677162,0.0738287856741667,0.1227648418774162,0.0813011232314788,37.670862107725256,4.561783178119863,128-128-128,512,1000,563,1500.4372578342443
5,520,1000,100000,corr,5,MAFN,relu,8,-5,0,None,5.701979766626069e-05,0.00220315279735,0.0010321330841064,0.001274654170692,0.5854031396217814,0.3232249350451158,0.5722478117939146,0.3415554711214003,98.5609835717714,3.881310619328093,128-128-128,512,1000,663,1673.747293006163
6,541,1000,100000,corr,5,MAFN,relu,8,-5,0,None,0.0096816507384915,0.0569437392617979,0.0072955249441416,0.030852281371355,0.1216617677018403,0.0773213690724693,0.1282117649642344,0.067765500501617,43.6568162490791,1.549461805990607,128-128-128,512,1000,536,1300.1878665201366
7,721,1000,100000,corr,5,MAFN,relu,8,-5,0,None,0.0268927716130431,0.1036161988668865,0.0212948687067929,0.0560898571023107,0.1175150932748348,0.0752225413402779,0.1177398494679688,0.0827433742128398,34.047415822985954,4.715430267079109,128-128-128,512,1000,647,1594.7622831258925
8,869,1000,100000,corr,5,MAFN,relu,8,-5,0,None,0.0003013411719591,0.0116857090192531,0.0011276703599278,0.0048232636811478,0.6339022950479989,0.3418231657518721,0.6131473260367809,0.3574290056813479,94.87492011952232,1.2211223081907885,128-128-128,512,1000,98,242.9831144749187
9,926,1000,100000,corr,5,MAFN,relu,8,-5,0,None,0.0039183272001942,0.0400357838264013,0.002825550165559,0.016974909397651,0.2003738493583713,0.1112645846138442,0.1985302361200839,0.1156418150465882,43.99341972768353,2.1937082493082416,128-128-128,512,1000,534,1305.270423910115
10,933,1000,100000,corr,5,MAFN,relu,8,-5,0,None,0.2364833805190719,0.246111482805044,0.1411799908720819,0.0993707300636111,0.0438248056526855,0.0276797487276451,0.0449749011789223,0.027499930419613,16.60832971860358,2.1374676699893005,128-128-128,512,1000,810,2011.1385660022493
