run_n,seed_train,seed_test,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,1,32,100000,,5,RealNVPN,relu,8,-5,0,,0.03622174556257447,0.09408763479686273,0.020247399459854994,0.048117240803900396,0.07581488595850998,0.03474079977852306,0.07291517480162496,0.036509750017665946,0.7633109682609749,0.11448351732420456,"128-128-128",256,2,163,74.44294007199642
2,187,188,32,100000,,5,RealNVPN,relu,8,-5,0,,0.1312157625561124,0.2030309454130119,0.08044734453740122,0.09190455782306244,0.041106459609032295,0.01831942312193538,0.038813569545010904,0.01948114073529523,0.48294320574460514,0.07125699778508891,"128-128-128",256,2,200,78.5489260999966
3,377,378,32,100000,,5,RealNVPN,relu,8,-5,0,,0.2174484761992989,0.26207063249404106,0.1138544515597952,0.10706374648155209,0.0387445953825946,0.024002229580389594,0.03906164116557396,0.023444138106809738,0.3465497934148606,0.0669539289990943,"128-128-128",256,2,227,73.39869461099443
4,440,441,32,100000,,5,RealNVPN,relu,8,-5,0,,0.12036927884370589,0.16449443858512716,0.07529692457397293,0.08737821065275561,0.05358302713190013,0.02398551237377508,0.05008638393999735,0.02809988867161194,0.7884408173594001,0.10040268064510167,"128-128-128",256,2,212,84.55784354999923
5,520,521,32,100000,,5,RealNVPN,relu,8,-5,0,,0.041129804675455274,0.0967151151839448,0.027862302754240547,0.058958648884789605,0.09082236928488133,0.04273996311927326,0.08874562322488594,0.04916909108282394,1.009818319190346,0.1063316897495411,"128-128-128",256,2,199,72.07782746299927
6,541,542,32,100000,,5,RealNVPN,relu,8,-5,0,,0.06073823386194081,0.13312802972724547,0.04144044738374218,0.07571966434483625,0.06841978055991742,0.02993878451724364,0.06630395353053575,0.03270574545746321,1.0360711124716118,0.11622309106650455,"128-128-128",256,2,196,80.22351350000099
7,721,722,32,100000,,5,RealNVPN,relu,8,-5,0,,0.021492683509369215,0.06158572917481254,0.016810678646400866,0.04062396646553945,0.08185929890981807,0.042433117894413515,0.07873171534024596,0.045169148789824864,0.7545760030229013,0.06374846339521376,"128-128-128",256,2,182,91.86803606199828
8,869,870,32,100000,,5,RealNVPN,relu,8,-5,0,,0.09176909523151155,0.2066903342932373,0.04725357415301716,0.08863931244915144,0.052435487374207355,0.024440134643213228,0.050896535228248,0.026672440314406222,0.6379466399461562,0.07993503555778654,"128-128-128",256,2,212,94.05430888599949
9,926,927,32,100000,,5,RealNVPN,relu,8,-5,0,,0.17636519634095943,0.24515198027772195,0.0900693529015055,0.10135203908906434,0.036081783745140206,0.015913267245693172,0.03467192203355573,0.01768170292442321,0.32565634786630476,0.05454189895705612,"128-128-128",256,2,250,86.01020523699844
10,933,934,32,100000,,5,RealNVPN,relu,8,-5,0,,0.07623721429620736,0.18570728797041489,0.03938449895782446,0.07820852210800296,0.08209601049128368,0.05439811283595472,0.08380274843882697,0.049319329175698305,0.8091259595856558,0.15016222869679116,"128-128-128",256,2,174,66.79695304900088
