run_n,run_seed,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,None,100,100000,corr,5,CsplineN,relu,8,-16,0,None,0.01086313148745251,0.04616986655904646,0.010009038492287604,0.03269350465321939,0.12423522114397607,0.0672267693601248,0.12160115150251397,0.06756744390904752,3.617791201346563,0.46941172271041304,512-512-512,512,1000,131,3293.81002250209
2,None,100,100000,corr,5,CsplineN,relu,8,-16,0,None,0.002464839681860069,0.017079766491296316,0.004971311079743435,0.02269127124274272,0.13404902736938443,0.07702189282665675,0.13104591607000032,0.08252080963451344,2.9191026733209666,0.2925679627190839,512-512-512,512,1000,132,3327.7701364440145
3,None,100,100000,corr,5,CsplineN,relu,8,-16,0,None,0.013175265837210317,0.046575878488925325,0.011925291135713478,0.03572659569298134,0.11385594017923115,0.06236756583116214,0.11148076424863967,0.06422475412722782,3.646555883944926,0.48668805563153317,512-512-512,512,1000,147,3634.907444272074
4,None,100,100000,corr,5,CsplineN,relu,8,-16,0,None,0.005384198808273907,0.04748966952987808,0.004560302117215306,0.026826594767426125,0.225291822380807,0.11822612494435887,0.21711405602086495,0.13744420191768764,3.086394354289208,0.23493971993354876,512-512-512,512,1000,133,3354.0808580189478
5,None,100,100000,corr,5,CsplineN,relu,8,-16,0,None,0.020644864755483945,0.07293798422404985,0.013497582987867506,0.03842472575502534,0.09556206360410098,0.04702115071481281,0.09063179913193178,0.051031574979319365,2.337175648498094,0.22211659818849336,512-512-512,512,1000,125,3525.717470864998
6,None,100,100000,corr,5,CsplineN,relu,8,-16,0,None,0.019583264453487032,0.06881339896217034,0.01617885579181402,0.045856784720253035,0.10069598601388335,0.058449020806457405,0.09715025909146914,0.05847156896151565,2.9054177901279727,0.43992105543097976,512-512-512,512,1000,141,3908.777800039039
7,721,100,100000,corr,5,CsplineN,relu,8,-16,0,None,0.037154122152998334,0.1052259689989241,0.02394351623943555,0.057049621898208544,0.07690994528459617,0.036010198175685654,0.07501029424040953,0.036785266262259565,2.1096871452305734,0.2990295049875182,512-512-512,512,1000,132,3800.78694249806
8,None,100,100000,corr,5,CsplineN,relu,8,-16,0,None,1.7571131578913516e-38,3.0607035818771975e-37,0.0010000000000000005,4.336808689942018e-19,1.9977665198686088,2.4619685343657816,2.7012300998313785,1.6133404078332427,60.19848201990244,0.20045669499852473,512-512-512,512,1000,89,2494.5552836130373
9,None,100,100000,corr,5,CsplineN,relu,8,-16,0,None,0.016655028224191754,0.0544194564945813,0.012439224592803503,0.0359180254386793,0.10631472822571303,0.05488852518449209,0.10302610431888873,0.06090794463127241,2.140339335376808,0.1597636122582451,512-512-512,512,1000,136,3813.2313720870297
10,None,100,100000,corr,5,CsplineN,relu,8,-16,0,None,0.006257281665326944,0.03974740584077227,0.007839157037449173,0.028599944044124984,0.12735989420449262,0.06454895443693247,0.11925859297061299,0.06861687992076979,3.600237266121101,0.6591624267397631,512-512-512,512,1000,147,4072.497367448057
