run_n,seed_train,seed_test,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,1,100,100000,None,5,CsplineN,relu,8,-16,0,None,0.0069784403402165,0.0450407072005968,0.005427271428191,0.0256157687645806,0.1691924057268104,0.0873433518448405,0.1644697697583754,0.1025429296368024,3.275687961220035,0.4949486273079748,512-512-512,512,2,133,147.15678287111223
2,187,188,100,100000,None,5,CsplineN,relu,8,-16,0,None,0.0002924813301462,0.0036536305431075,0.001332189274069,0.0035199498760682,0.2242069483821072,0.1143282087230029,0.2154311003885511,0.1333890318830641,3.0086681941415563,0.3076670560691423,512-512-512,512,2,134,153.0677762236446
3,377,378,100,100000,None,5,CsplineN,relu,8,-16,0,None,0.0100896265933937,0.0381414971400616,0.0105164946279865,0.0324910830862182,0.1137041696132938,0.0544356797748269,0.110232153906899,0.0613146384382618,4.270471929654208,0.358141494012747,512-512-512,512,2,149,138.13065683096647
4,440,441,100,100000,None,5,CsplineN,relu,8,-16,0,None,0.0052756908185502,0.0256391742516414,0.0062980839160199,0.0216330307984813,0.1216990792494236,0.0597356823644881,0.1129002390512134,0.068348760156693,3.30579377788594,0.2989295951874822,512-512-512,512,2,135,129.08388047665358
5,520,521,100,100000,None,5,CsplineN,relu,8,-16,0,None,0.0328562661693161,0.1045353121880292,0.0185391637639294,0.0494493970805026,0.0821209891524091,0.0442851388801214,0.0817217435824292,0.0431587080855519,2.159244440827537,0.1707945352578087,512-512-512,512,2,127,117.2315879650414
6,541,542,100,100000,None,5,CsplineN,relu,8,-16,0,None,0.0341052492693796,0.0960309854976801,0.0241548657234324,0.0563105939491244,0.0926262883087342,0.0451146572402032,0.0865255736492016,0.046474052203039,3.3673219022516583,0.2613871387949861,512-512-512,512,2,143,122.24147322587667
7,721,722,100,100000,None,5,CsplineN,relu,8,-16,0,None,0.0290043887741645,0.0931154867498838,0.0190605598367843,0.0531753489307587,0.0877603016880756,0.0465519181098339,0.0852743677777787,0.0454252598387685,2.19076531137381,0.1880329295185969,512-512-512,512,2,134,151.18517384957522
8,869,870,100,100000,None,5,CsplineN,relu,8,-16,0,None,2.216417400093794e-38,6.49425767393753e-37,0.001,4.336808689942019e-19,1.920932637129088,2.290700777129433,2.600963972848179,1.5285079042053868,60.222704173693344,0.0315589711667184,512-512-512,512,2,91,144.21138909831643
9,926,927,100,100000,None,5,CsplineN,relu,8,-16,0,None,0.0105145447535602,0.0606949439194654,0.0081526956506003,0.0337556268008426,0.1357805333602769,0.068098104464871,0.1344291846556352,0.0826841305081408,2.923769202199868,0.3175477132819826,512-512-512,512,2,138,142.7275707470253
10,933,934,100,100000,None,5,CsplineN,relu,8,-16,0,None,0.0199933101530263,0.0858998961346781,0.0138579785157347,0.04382324402648,0.1186723422078406,0.0600756620965877,0.1125314271318884,0.0619280698232926,3.682239267103822,0.4900769951450159,512-512-512,512,2,149,136.76987813506275
