run_n,seed_train,seed_test,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,1,100,100000,,5,CsplineN,relu,8,-16,0,,0.006978440340216529,0.04504070720059686,0.0054272714281910165,0.02561576876458069,0.1691924057268104,0.0873433518448405,0.16446976975837543,0.10254292963680245,3.275687961220035,0.4949486273079748,"512-512-512",512,2,133,147.15678287111223
2,187,188,100,100000,,5,CsplineN,relu,8,-16,0,,0.000292481330146202,0.003653630543107584,0.0013321892740690362,0.003519949876068289,0.2242069483821072,0.11432820872300298,0.21543110038855115,0.13338903188306417,3.0086681941415563,0.30766705606914235,"512-512-512",512,2,134,153.06777622364461
3,377,378,100,100000,,5,CsplineN,relu,8,-16,0,,0.010089626593393797,0.03814149714006164,0.010516494627986529,0.03249108308621828,0.1137041696132938,0.054435679774826974,0.110232153906899,0.061314638438261855,4.270471929654208,0.35814149401274703,"512-512-512",512,2,149,138.13065683096647
4,440,441,100,100000,,5,CsplineN,relu,8,-16,0,,0.005275690818550265,0.025639174251641472,0.006298083916019959,0.021633030798481355,0.12169907924942365,0.05973568236448815,0.11290023905121341,0.06834876015669304,3.3057937778859396,0.29892959518748224,"512-512-512",512,2,135,129.08388047665358
5,520,521,100,100000,,5,CsplineN,relu,8,-16,0,,0.03285626616931617,0.10453531218802924,0.018539163763929407,0.04944939708050265,0.08212098915240915,0.04428513888012148,0.0817217435824292,0.04315870808555193,2.159244440827537,0.1707945352578087,"512-512-512",512,2,127,117.2315879650414
6,541,542,100,100000,,5,CsplineN,relu,8,-16,0,,0.034105249269379634,0.09603098549768016,0.024154865723432475,0.056310593949124486,0.09262628830873425,0.04511465724020328,0.0865255736492016,0.046474052203039073,3.3673219022516583,0.26138713879498615,"512-512-512",512,2,143,122.24147322587669
7,721,722,100,100000,,5,CsplineN,relu,8,-16,0,,0.02900438877416459,0.0931154867498838,0.019060559836784334,0.05317534893075873,0.08776030168807562,0.046551918109833994,0.08527436777777876,0.045425259838768564,2.19076531137381,0.18803292951859696,"512-512-512",512,2,134,151.18517384957522
8,869,870,100,100000,,5,CsplineN,relu,8,-16,0,,2.216417400093794e-38,6.49425767393753e-37,0.0010000000000000005,4.336808689942018e-19,1.9209326371290876,2.290700777129433,2.600963972848179,1.5285079042053868,60.222704173693344,0.03155897116671848,"512-512-512",512,2,91,144.21138909831643
9,926,927,100,100000,,5,CsplineN,relu,8,-16,0,,0.010514544753560262,0.06069494391946543,0.008152695650600375,0.03375562680084262,0.1357805333602769,0.06809810446487105,0.13442918465563528,0.0826841305081408,2.923769202199868,0.31754771328198267,"512-512-512",512,2,138,142.7275707470253
10,933,934,100,100000,,5,CsplineN,relu,8,-16,0,,0.019993310153026387,0.08589989613467815,0.013857978515734797,0.04382324402648008,0.11867234220784062,0.06007566209658776,0.11253142713188848,0.06192806982329261,3.682239267103822,0.49007699514501596,"512-512-512",512,2,149,136.76987813506275
