run_n,run_seed,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,kl_divergence,ks_test_mean,ks_test_median,ad_test_mean,ad_test_median,Wasserstein_median,Wasserstein_mean,frob_norm,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,64,100000,corr,5,RealNVPN,relu,8,-5,0,None,-1,0.4109008071472119,0.4415604745274017,0.20299938214936147,0.19502992934660746,0.029712940285670415,0.029712940285670415,0.35112418716997834,128-128-128,256,1000,257,1928.6299890400842
2,187,64,100000,corr,5,RealNVPN,relu,8,-5,0,None,-1,0.4251845751793333,0.45929702326550925,0.2133932146206065,0.20046341828885167,0.03467733499462926,0.03467733499462926,0.4537634320109688,128-128-128,256,1000,273,1880.8893548203632
3,377,64,100000,corr,5,RealNVPN,relu,8,-5,0,None,-1,0.36117990349334717,0.38464044161007394,0.18156722387436103,0.1752896627714344,0.06699393856070227,0.06699393856070227,0.8291728160031626,128-128-128,256,1000,236,1684.0758892050944
4,440,64,100000,corr,5,RealNVPN,relu,8,-5,0,None,-1,0.4406650589526271,0.465700540169102,0.2092842447237815,0.20047439536396883,0.022541725121571703,0.022541725121571703,0.3506998405850745,128-128-128,256,1000,232,1742.214949928224
5,520,64,100000,corr,5,RealNVPN,relu,8,-5,0,None,-1,0.3630002804857672,0.3903637751791576,0.19222482848390218,0.1745693692006138,0.05309553445594199,0.05309553445594199,0.567477678885289,128-128-128,256,1000,216,1550.4254755121656
6,541,64,100000,corr,5,RealNVPN,relu,8,-5,0,None,-1,0.4518582184314298,0.4766746906136956,0.21734052387030234,0.20641150304169426,0.02697245235999726,0.02697245235999726,0.30127467465231955,128-128-128,256,1000,313,2181.3120776289143
7,721,64,100000,corr,5,RealNVPN,relu,8,-5,0,None,-1,0.43519586856268794,0.4848836688067951,0.21426545888560142,0.20034813082326747,0.03980040597410581,0.03980040597410581,0.4158447037423738,128-128-128,256,1000,235,1617.4999925969169
8,869,64,100000,corr,5,RealNVPN,relu,8,-5,0,None,-1,0.44804329876821575,0.48219217422028293,0.21694159257351697,0.20518131466047546,0.03559613516524611,0.03559613516524611,0.4635392689454064,128-128-128,256,1000,261,1826.7764742989093
9,926,64,100000,corr,5,RealNVPN,relu,8,-5,0,None,-1,0.4846857306470677,0.5039706927951142,0.22230158608356335,0.21436646565537518,0.0224030725392234,0.0224030725392234,0.2829218752449183,128-128-128,256,1000,253,1691.9365308261476
10,933,64,100000,corr,5,RealNVPN,relu,8,-5,0,None,-1,0.42314580727493506,0.4603961260567412,0.20586378924173843,0.19320393995506396,0.03389002451323614,0.03389002451323614,0.3283422790846627,128-128-128,256,1000,236,1592.5997130949982
