run_n,seed_train,seed_test,seed_dist,seed_metrics,ndims,nsamples_train,nsamples_val,nsamples_test,correlation,nbijectors,bijector,spline_knots,range_min,hidden_layers,trainable_parameters,non_trainable_parameters,batch_size,activation,regulariser,eps_regulariser,training_device,epochs_input
299,520,521,0,0,400,100000,30000,100000,,10,MAFN,--,-5,128-128-128,1875520,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
299,520,521,0,0,400,100000,30000,100000,,10,MAFN,--,-5,128-128-128,1875520,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
300,520,521,0,0,400,100000,30000,100000,,10,MAFN,--,-5,256-256-256,4398400,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
300,520,521,0,0,400,100000,30000,100000,,10,MAFN,--,-5,256-256-256,4398400,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
301,541,542,0,0,400,100000,30000,100000,,5,MAFN,--,-5,128-128-128,937760,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
302,541,542,0,0,400,100000,30000,100000,,5,MAFN,--,-5,256-256-256,2199200,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
303,541,542,0,0,400,100000,30000,100000,,10,MAFN,--,-5,128-128-128,1875520,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
304,541,542,0,0,400,100000,30000,100000,,10,MAFN,--,-5,256-256-256,4398400,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
304,541,542,0,0,400,100000,30000,100000,,10,MAFN,--,-5,256-256-256,4398400,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
305,721,722,0,0,400,100000,30000,100000,,5,MAFN,--,-5,128-128-128,937760,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
306,721,722,0,0,400,100000,30000,100000,,5,MAFN,--,-5,256-256-256,2199200,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
307,721,722,0,0,400,100000,30000,100000,,10,MAFN,--,-5,128-128-128,1875520,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
308,721,722,0,0,400,100000,30000,100000,,10,MAFN,--,-5,256-256-256,4398400,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
309,869,870,0,0,400,100000,30000,100000,,5,MAFN,--,-5,128-128-128,937760,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
309,869,870,0,0,400,100000,30000,100000,,5,MAFN,--,-5,128-128-128,937760,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
310,869,870,0,0,400,100000,30000,100000,,5,MAFN,--,-5,256-256-256,2199200,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
311,869,870,0,0,400,100000,30000,100000,,10,MAFN,--,-5,128-128-128,1875520,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
312,869,870,0,0,400,100000,30000,100000,,10,MAFN,--,-5,256-256-256,4398400,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
312,869,870,0,0,400,100000,30000,100000,,10,MAFN,--,-5,256-256-256,4398400,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
313,926,927,0,0,400,100000,30000,100000,,5,MAFN,--,-5,128-128-128,937760,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
314,926,927,0,0,400,100000,30000,100000,,5,MAFN,--,-5,256-256-256,2199200,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
314,926,927,0,0,400,100000,30000,100000,,5,MAFN,--,-5,256-256-256,2199200,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
315,926,927,0,0,400,100000,30000,100000,,10,MAFN,--,-5,128-128-128,1875520,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
315,926,927,0,0,400,100000,30000,100000,,10,MAFN,--,-5,128-128-128,1875520,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
316,926,927,0,0,400,100000,30000,100000,,10,MAFN,--,-5,256-256-256,4398400,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
316,926,927,0,0,400,100000,30000,100000,,10,MAFN,--,-5,256-256-256,4398400,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
317,933,934,0,0,400,100000,30000,100000,,5,MAFN,--,-5,128-128-128,937760,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
318,933,934,0,0,400,100000,30000,100000,,5,MAFN,--,-5,256-256-256,2199200,0,512,relu,,0.0,Tesla V100S-PCIE-32GB,1000
