run_n,run_seed,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,400,100000,corr,5,MAFN,relu,8,-5,0,None,3.9231974843885144e-05,0.0014355084438009156,0.0010011382701170916,5.560609128958881e-05,1.14778631466872,6.194751697440185,5.777493467059752,3.535681760074175,85.3037655580227,0.7216135097959961,128-128-128,512,1000,299,768.5583884529769
2,187,400,100000,corr,5,MAFN,relu,8,-5,0,None,1.2340282758950632e-09,3.9515480429034543e-08,0.0010000000000000005,4.336808689942018e-19,0.6560212779837449,0.22522063618440594,0.6410116695457821,0.23051656955776698,66.27800158595615,0.8445430596418705,128-128-128,512,1000,205,566.945694340393
3,377,400,100000,corr,5,MAFN,relu,8,-5,0,None,3.1682088999336223e-09,6.700574554611983e-08,0.0010000000000000005,4.336808689942018e-19,0.6861806673772717,0.27352923658983935,0.7511152356492816,0.26488162199108267,71.82332998592192,0.826621640047917,128-128-128,512,1000,223,588.4041071785614
4,440,400,100000,corr,5,MAFN,relu,8,-5,0,None,2.9763271903232923e-10,8.565167216883854e-09,0.0010000000000000005,4.336808689942018e-19,0.5409577387636182,0.209417060812945,0.5155304738056841,0.24505849600569987,42.63432926530255,0.789598362396388,128-128-128,512,1000,290,850.1701106103137
5,520,400,100000,corr,5,MAFN,relu,8,-5,0,None,6.90363997141937e-07,2.2694639571822298e-05,0.0010000000000000005,4.336808689942018e-19,0.5568936678808953,0.26303321681548264,0.5952959195349469,0.26500176552266874,75.11306425830979,0.7110326213340247,128-128-128,512,1000,718,1939.225169133395
6,541,400,100000,corr,5,MAFN,relu,8,-5,0,None,0.0001219119711014468,0.0015088738664198044,0.0012188489413290284,0.0023103889357694177,0.27671554905998413,0.11952246896458608,0.26770620527351935,0.13472954179612825,36.026622402425176,0.8892060098647899,128-128-128,512,1000,684,1856.65484014526
7,721,400,100000,corr,5,MAFN,relu,8,-5,0,None,4.990886200958001e-05,0.0011361851552126622,0.00100571286393874,0.00015078640440517593,0.3894351390093855,0.1663212546550277,0.3760911340153242,0.1756942279850043,46.182464989533536,1.0078637227192837,128-128-128,512,1000,879,2457.077040282078
8,869,400,100000,corr,5,MAFN,relu,8,-5,0,None,3.20628518621092e-11,1.2876992492935207e-09,0.0010000000000000005,4.336808689942018e-19,0.7250994466140908,0.2871138352493883,0.6896935937679015,0.3266636375720826,59.1435487316798,0.9367464129579881,128-128-128,512,1000,245,482.91633360274136
9,926,400,100000,corr,5,MAFN,relu,8,-5,0,None,1.5844961091198185e-06,4.2139241056909505e-05,0.0010025954331540875,8.523944844414086e-05,0.4103517240205129,0.1887566650129907,0.40266637010668727,0.20451598009736902,47.30776473196752,0.5649648597492031,128-128-128,512,1000,544,1162.5577012738213
10,933,400,100000,corr,5,MAFN,relu,8,-5,0,None,2.138823713414109e-06,5.843604696367592e-05,0.0010000000000000005,4.336808689942018e-19,0.5914333012700468,0.21116720332421693,0.5573431283369417,0.24101817228417324,47.677213768776475,1.247732211095378,128-128-128,512,1000,277,627.0347162289545
