run_n,run_seed,ndims,nsamples,correlation,nbijectors,bijector,spline_knots,range_min,hidden_layers,batch_size,activation,eps_regulariser,regulariser,dist_seed,test_seed
1,0,100,100000,corr,2,MsplineN,12,-16,128-128-128,512,relu,0,,0,0
2,187,100,100000,corr,2,MsplineN,12,-16,128-128-128,512,relu,0,,0,0
3,377,100,100000,corr,2,MsplineN,12,-16,128-128-128,512,relu,0,,0,0
4,440,100,100000,corr,2,MsplineN,12,-16,128-128-128,512,relu,0,,0,0
5,520,100,100000,corr,2,MsplineN,12,-16,128-128-128,512,relu,0,,0,0
6,541,100,100000,corr,2,MsplineN,12,-16,128-128-128,512,relu,0,,0,0
7,721,100,100000,corr,2,MsplineN,12,-16,128-128-128,512,relu,0,,0,0
8,869,100,100000,corr,2,MsplineN,12,-16,128-128-128,512,relu,0,,0,0
