run_n,run_seed,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,kl_divergence,ks_test_mean,ks_test_median,ad_test_mean,ad_test_median,Wasserstein_median,Wasserstein_mean,frob_norm,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,32,100000,corr,5,MAFN,relu,8,-5,0,None,-1,0.4636485693303467,0.4770332616053842,0.2143561554451875,0.20948386716943737,0.027847139035295843,0.027847139035295843,0.2989849935467352,256-256-256,512,1000,298,3791.21060982
2,187,32,100000,corr,5,MAFN,relu,8,-5,0,None,-1,0.4287573216460606,0.4232893468000192,0.20117150766794212,0.19782871794096749,0.031120747455520695,0.031120747455520695,0.2554781414384292,256-256-256,512,1000,249,3089.8418697180005
3,377,32,100000,corr,5,MAFN,relu,8,-5,0,None,-1,0.441970060502259,0.4470298239138586,0.20399010011922783,0.20326792775464314,0.0283473020504763,0.0283473020504763,0.1817955181483824,256-256-256,512,1000,289,3454.6516451669995
4,440,32,100000,corr,5,MAFN,relu,8,-5,0,None,-1,0.38284684341737085,0.3814030371331499,0.18914183549945585,0.18484369186828392,0.06186767691876746,0.06186767691876746,0.708519440788849,256-256-256,512,1000,285,3509.0987408210003
5,520,32,100000,corr,5,MAFN,relu,8,-5,0,None,-1,0.4178671983258633,0.44416048578710743,0.19871943366925746,0.1932608857944541,0.05406718506120965,0.05406718506120965,0.5117014615995573,256-256-256,512,1000,322,3917.3461765230004
6,541,32,100000,corr,5,MAFN,relu,8,-5,0,None,-1,0.455573243711344,0.4580536633332952,0.20384460113257374,0.203310041848502,0.030713919633553216,0.030713919633553216,0.2673201254120221,256-256-256,512,1000,312,3779.59205775
7,721,32,100000,corr,5,MAFN,relu,8,-5,0,None,-1,0.4715335039550951,0.4789651444754683,0.21754444601207878,0.21456255306205965,0.03496690311850565,0.03496690311850565,0.36356585399384245,256-256-256,512,1000,261,3216.552418741998
8,869,32,100000,corr,5,MAFN,relu,8,-5,0,None,-1,0.44147951398882695,0.44770953406891445,0.2066941403376633,0.20293019397532422,0.03776648944012144,0.03776648944012144,0.4864411722822843,256-256-256,512,1000,226,2745.3162774950033
9,926,32,100000,corr,5,MAFN,relu,8,-5,0,None,-1,0.4860789412694606,0.49851394705129676,0.2169617117427529,0.21345548353088192,0.023384486263486708,0.023384486263486708,0.15119513107602825,256-256-256,512,1000,291,3570.9718986320004
10,933,32,100000,corr,5,MAFN,relu,8,-5,0,None,-1,0.43421303765703895,0.4339877888649156,0.20234115550686443,0.20360373162989837,0.03397673164671525,0.03397673164671525,0.17505062430338117,256-256-256,512,1000,295,3604.812313692004
