run_n,run_seed,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,32,100000,corr,5,RealNVPN,relu,8,-5,0,None,0.037690217141975464,0.08657804506903632,0.04104805238205015,0.07152903424372684,0.09493755315448864,0.04124996721053105,0.09234320028276775,0.04759216052990993,0.7069615230384706,0.056814435243856265,128-128-128,256,1000,221,1570.0780919436365
2,187,32,100000,corr,5,RealNVPN,relu,8,-5,0,None,0.041365736330754285,0.11522254326865197,0.031186107873146775,0.0629310474063652,0.10347143941047636,0.051389767309771,0.10404333102623368,0.04924311068244365,0.8207863769491818,0.07828195071019148,128-128-128,256,1000,276,2170.9556824602187
3,377,32,100000,corr,5,RealNVPN,relu,8,-5,0,None,0.1199874730194435,0.18441786977862393,0.07508103416849074,0.09050610394049653,0.0651259015415777,0.02140386967274739,0.06260675989496485,0.02344989446456175,0.5174307403184104,0.08906046061222922,128-128-128,256,1000,275,1973.2278537135571
4,440,32,100000,corr,5,RealNVPN,relu,8,-5,0,None,0.02170328424982569,0.08395936097258933,0.01895029649554792,0.05268048970373029,0.13052793220881717,0.05356940451013235,0.12998922722525844,0.060348858936338075,1.211954304088838,0.07346506951294934,128-128-128,256,1000,213,1595.9824632070959
5,520,32,100000,corr,5,RealNVPN,relu,8,-5,0,None,0.14396387397766142,0.202287486284345,0.09077036876549559,0.10075096247128781,0.06675211899606508,0.030753827305061925,0.06675727903187004,0.029479353120463618,0.5922433733548678,0.0669450467083516,128-128-128,256,1000,276,1877.405598438345
6,541,32,100000,corr,5,RealNVPN,relu,8,-5,0,None,0.04217903691862838,0.09919103095985722,0.0355286572418272,0.06874505335039824,0.09872204217530774,0.040777817967254576,0.09303086826050361,0.04546500379013236,0.8204863621750935,0.08712095528819766,128-128-128,256,1000,306,2224.700040691532
7,721,32,100000,corr,5,RealNVPN,relu,8,-5,0,None,0.01912235343235441,0.04728599813491983,0.014662640751365202,0.03015773160857396,0.10471080196066933,0.04568665730630996,0.10075128033390593,0.04748670817048705,0.7886936655847654,0.0463322913838204,128-128-128,256,1000,242,1691.6241938397288
8,869,32,100000,corr,5,RealNVPN,relu,8,-5,0,None,0.06018942159491354,0.12949150080788133,0.049830919616494704,0.0763664644341703,0.08859530167122345,0.04371121255607674,0.08952582414667105,0.04551111105249167,0.7757850980602002,0.09618258920646457,128-128-128,256,1000,254,1508.5226014433429
9,926,32,100000,corr,5,RealNVPN,relu,8,-5,0,None,0.029365883795855245,0.08802923046330335,0.023631744759631108,0.054005649556612814,0.11791553858010588,0.048243671361496744,0.11255070117385259,0.057449775602830544,0.8697995813141347,0.08731405982380086,128-128-128,256,1000,297,1853.9956613285467
10,933,32,100000,corr,5,RealNVPN,relu,8,-5,0,None,0.06578932195677177,0.13584063415292452,0.053871802984037695,0.07531166871945069,0.0847124822979353,0.034158397455836174,0.08357784188960352,0.038946256679811594,0.850374693176583,0.09597464011393071,128-128-128,256,1000,231,1127.3825975134969
