run_n,run_seed,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,kl_divergence,ks_test_mean,ks_test_median,ad_test_mean,ad_test_median,Wasserstein_median,Wasserstein_mean,frob_norm,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,4,100000,corr,5,CsplineN,relu,8,-16,0,None,-1,0.5029317428045982,0.5133873241373015,0.2191058547379482,0.21776885024838644,0.014356876219340961,0.014356876219340961,0.014833079917913656,128-128-128,512,1000,285,6556.887120157946
2,187,4,100000,corr,5,CsplineN,relu,8,-16,0,None,-1,0.48437759328423524,0.4810098492528308,0.20841768957374207,0.20736480498379917,0.02979703811479092,0.02979703811479092,0.017758290436778845,128-128-128,512,1000,355,6439.40663319407
3,377,4,100000,corr,5,CsplineN,relu,8,-16,0,None,-1,0.519731793402565,0.5295799392854232,0.22598622907774046,0.22515671948533064,0.013167359216201168,0.013167359216201168,0.010488531491499805,128-128-128,512,1000,336,6820.552288088016
4,440,4,100000,corr,5,CsplineN,relu,8,-16,0,None,-1,0.4632521983161602,0.45994452901691174,0.2120192674662098,0.21147338390606057,0.027219639782449477,0.027219639782449477,0.018913841173786927,128-128-128,512,1000,265,5942.304600248113
5,520,4,100000,corr,5,CsplineN,relu,8,-16,0,None,-1,0.4844782361473632,0.47962577075914514,0.2097790709031446,0.2121929946779751,0.018647442663728704,0.018647442663728704,0.008825967520634524,128-128-128,512,1000,276,6287.2218499169685
7,721,4,100000,corr,5,CsplineN,relu,8,-16,0,None,0.3918213526028792,0.2595026684884421,0.18940255990600766,0.08115393957197908,0.026393217466033837,0.009543243367395246,0.0267509215564959,0.010552025703346735,0.030371158402825726,0.007600746680335824,128-128-128,512,1000,464,12613.941580053011
8,869,4,100000,corr,5,CsplineN,relu,8,-16,0,None,0.5036717963597612,0.24036440649944246,0.2333984466386756,0.04502658081514095,0.02634950903121064,0.008210060974297013,0.027007738163332608,0.010420615630101014,0.04357855517367774,0.009574089907710498,128-128-128,512,1000,409,10400.392957542965
9,926,4,100000,corr,5,CsplineN,relu,8,-16,0,None,0.4599918791831466,0.32800963983243175,0.19751008080641141,0.0881495079158674,0.024188967462379325,0.009979372077830062,0.02473214373103075,0.010272774226409888,0.02975740339859187,0.009434274536041084,128-128-128,512,1000,213,4944.91477266897
10,933,4,100000,corr,5,CsplineN,relu,8,-16,0,None,0.4921406631262317,0.3007603670055419,0.23100838103414664,0.03744631164519368,0.023158329627160537,0.007994372367748928,0.021553289138132342,0.010389464517413512,0.026998873664948797,0.015162531216556405,128-128-128,512,1000,377,8579.407353135
6,541,4,100000,corr,5,CsplineN,relu,8,-16,0,None,0.4841099804260356,0.26347416822493225,0.21408698271532386,0.07027979700883692,0.024716455412093087,0.008010341266045563,0.024954496586641478,0.009269211321258254,0.024363222863593235,0.008100669625175793,128-128-128,512,1000,311,8418.064555212972
1,0,1,4,100000,None,5,CsplineN,relu,8,-16,0,None,0.36613842868969904,0.2975254127595818,0.18467582187311565,0.0976943702668899,0.025492761152389316,0.00889276564681086,0.02627532429611994,0.010161780390011414,0.028872963766675946,0.013242652919022026,128-128-128,512,2,287,331.1486059059971
2,187,188,4,100000,None,5,CsplineN,relu,8,-16,0,None,0.5191837122086417,0.3067559891760091,0.224396475495264,0.06023260878491527,0.028134497858173218,0.010474949451751599,0.029633435787537986,0.011841984464335329,0.036699673535661684,0.01456253103762081,128-128-128,512,2,357,327.70323791400006
3,377,378,4,100000,None,5,CsplineN,relu,8,-16,0,None,0.19515178310111034,0.2081890737656064,0.12483004536735706,0.09369896539153726,0.030883607213304954,0.013632312503285702,0.03144566077574674,0.014137140299378077,0.031189962078043604,0.012770312244646165,128-128-128,512,2,338,294.965206954992
1,0,1,4,100000,None,5,CsplineN,relu,8,-16,0,None,0.37137198922711,0.3025190683782167,0.18141923685519445,0.10064248891044443,0.025127081186727386,0.009072010044568408,0.02605935917432169,0.010170713051896802,0.029076300076508556,0.013424561135814085,128-128-128,512,2,289,311.29817976000777
2,187,188,4,100000,None,5,CsplineN,relu,8,-16,0,None,0.3279695621282347,0.2836313506874474,0.17940154955870996,0.09734640226880206,0.03251518363407535,0.012348568263619868,0.032960054665169936,0.012515846530804764,0.03126813655443285,0.009281261528152016,128-128-128,512,2,359,340.9275509230065
3,377,378,4,100000,None,5,CsplineN,relu,8,-16,0,None,0.14510483464304924,0.13435431822580438,0.12498992892611141,0.09716032704812133,0.03151095702189236,0.013748738448000798,0.03178881141034534,0.0139112002536447,0.023106746031805642,0.008249314277217097,128-128-128,512,2,340,346.71443586499663
4,440,441,4,100000,None,5,CsplineN,relu,8,-16,0,None,0.16317481900240788,0.16632900375689783,0.13739237943629362,0.09907497574563821,0.03081352002893392,0.012042186341848084,0.030876456650510153,0.012836992692856155,0.028382746797279007,0.009043379271208131,128-128-128,512,2,267,340.00375074100157
5,520,521,4,100000,None,5,CsplineN,relu,8,-16,0,None,0.3228564547807775,0.28655719140524555,0.16978981665025503,0.0955938243918417,0.030065192005769285,0.013599945737201554,0.02891581640247764,0.014621350213188252,0.027332830157440348,0.016560357760759592,128-128-128,512,2,278,333.0292418490135
6,541,542,4,100000,None,5,CsplineN,relu,8,-16,0,None,0.3462783441874297,0.29350351794627666,0.202283910033526,0.0692528839096598,0.025006287838737724,0.008131118462233243,0.026319413397398166,0.009638756429933112,0.03550918015030277,0.010938055759287317,128-128-128,512,2,313,314.8577882160025
