run_n,seed_train,seed_test,seed_dist,seed_metrics,ndims,nsamples_train,nsamples_val,nsamples_test,correlation,nbijectors,bijector,spline_knots,range_min,hidden_layers,trainable_parameters,non_trainable_parameters,batch_size,activation,regulariser,eps_regulariser,training_device,epochs_input
8,187,188,0,0,4,100000,30000,100000,,10,RealNVPN,--,-5,256-256-256,1333800,0,256,relu,,0.0,NVIDIA A40,1000
11,377,378,0,0,4,100000,30000,100000,,10,RealNVPN,--,-5,128-128-128,339240,0,256,relu,,0.0,NVIDIA A40,1000
17,520,521,0,0,4,100000,30000,100000,,5,RealNVPN,--,-5,128-128-128,169620,0,256,relu,,0.0,NVIDIA A40,1000
25,721,722,0,0,4,100000,30000,100000,,5,RealNVPN,--,-5,128-128-128,169620,0,256,relu,,0.0,NVIDIA A40,1000
33,926,927,0,0,4,100000,30000,100000,,5,RealNVPN,--,-5,128-128-128,169620,0,256,relu,,0.0,NVIDIA A40,1000
41,0,1,0,0,8,100000,30000,100000,,5,RealNVPN,--,-5,128-128-128,173480,0,256,relu,,0.0,NVIDIA A40,1000
53,440,441,0,0,8,100000,30000,100000,,5,RealNVPN,--,-5,128-128-128,173480,0,256,relu,,0.0,NVIDIA A40,1000
62,541,542,0,0,8,100000,30000,100000,,5,RealNVPN,--,-5,256-256-256,674600,0,256,relu,,0.0,NVIDIA A40,1000
69,869,870,0,0,8,100000,30000,100000,,5,RealNVPN,--,-5,128-128-128,173480,0,256,relu,,0.0,NVIDIA A40,1000
75,926,927,0,0,8,100000,30000,100000,,10,RealNVPN,--,-5,128-128-128,346960,0,256,relu,,0.0,NVIDIA A40,1000
84,0,1,0,0,16,100000,30000,100000,,10,RealNVPN,--,-5,256-256-256,1380000,0,256,relu,,0.0,NVIDIA A40,1000
91,377,378,0,0,16,100000,30000,100000,,10,RealNVPN,--,-5,128-128-128,362400,0,256,relu,,0.0,NVIDIA A40,1000
104,541,542,0,0,16,100000,30000,100000,,10,RealNVPN,--,-5,256-256-256,1380000,0,256,relu,,0.0,NVIDIA A40,1000
111,869,870,0,0,16,100000,30000,100000,,10,RealNVPN,--,-5,128-128-128,362400,0,256,relu,,0.0,NVIDIA A40,1000
123,0,1,0,0,32,100000,30000,100000,,10,RealNVPN,--,-5,128-128-128,393280,0,256,relu,,0.0,NVIDIA A40,1000
144,541,542,0,0,32,100000,30000,100000,,10,RealNVPN,--,-5,256-256-256,1441600,0,256,relu,,0.0,NVIDIA A40,1000
147,721,722,0,0,32,100000,30000,100000,,10,RealNVPN,--,-5,128-128-128,393280,0,256,relu,,0.0,NVIDIA A40,1000
160,933,934,0,0,32,100000,30000,100000,,10,RealNVPN,--,-5,256-256-256,1441600,0,256,relu,,0.0,NVIDIA A40,1000
168,187,188,0,0,64,100000,30000,100000,,10,RealNVPN,--,-5,256-256-256,1564800,0,256,relu,,0.0,NVIDIA A40,1000
176,440,441,0,0,64,100000,30000,100000,,10,RealNVPN,--,-5,256-256-256,1564800,0,256,relu,,0.0,NVIDIA A40,1000
184,541,542,0,0,64,100000,30000,100000,,10,RealNVPN,--,-5,256-256-256,1564800,0,256,relu,,0.0,NVIDIA A40,1000
196,926,927,0,0,64,100000,30000,100000,,10,RealNVPN,--,-5,256-256-256,1564800,0,256,relu,,0.0,NVIDIA A40,1000
