run_n,seed_train,seed_test,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,1,64,100000,None,2,MsplineN,relu,8,-16,0,None,0.3331040740678627,0.2834613343468481,0.1654030294182192,0.0979246336495009,0.0366140845209154,0.0186324743692061,0.0356477752422785,0.0204868300246584,0.5269241473717917,0.0577770279181882,128-128-128,512,2,233,39.46938439831138
2,187,188,64,100000,None,2,MsplineN,relu,8,-16,0,None,0.2994769405311442,0.2775017569980824,0.1559897455021622,0.0978512627169722,0.040598722069974,0.021636902411587,0.0414341515490938,0.0247858226479516,0.5299987360503231,0.0991450081040028,128-128-128,512,2,284,35.49799698870629
3,377,378,64,100000,None,2,MsplineN,relu,8,-16,0,None,0.3705754174951179,0.2869666064566131,0.1783088245099217,0.090051193312627,0.0300067492890849,0.0128415855788621,0.0312212728888782,0.0132798956905413,0.497191983008614,0.0432261771670078,128-128-128,512,2,245,33.59356783982366
4,440,441,64,100000,None,2,MsplineN,relu,8,-16,0,None,0.3901153075092725,0.2655371331780194,0.1940419106515806,0.0830490525523187,0.0339688754248501,0.0172072602672628,0.0330130094832701,0.0186920616391179,0.5311106678115352,0.0852661125098774,128-128-128,512,2,225,33.6218502279371
5,520,521,64,100000,None,2,MsplineN,relu,8,-16,0,None,0.393121921745955,0.2834530377933719,0.1807514965597723,0.0874672290026201,0.0313650813043807,0.0167705795782647,0.0310143407410988,0.0173887804244437,0.4566948961478771,0.0784277872702707,128-128-128,512,2,239,30.697084854356945
6,541,542,64,100000,None,2,MsplineN,relu,8,-16,0,None,0.2692330560221629,0.2612483722086268,0.1516352097383633,0.0986206985978263,0.0468178301885869,0.0284397672778192,0.0461498966382566,0.0290205740269403,0.6851948590523346,0.1618877630006444,128-128-128,512,2,233,37.346916555427015
7,721,722,64,100000,None,2,MsplineN,relu,8,-16,0,None,0.3102395306438352,0.2904758191652923,0.1506352296892758,0.1017518983616506,0.0363505355115488,0.0212181479580127,0.0382621022065251,0.0220342834926772,0.4875585307586862,0.0882982464820446,128-128-128,512,2,209,30.098154630512
8,869,870,64,100000,None,2,MsplineN,relu,8,-16,0,None,0.4056326281729415,0.303372516647895,0.1887564591909615,0.0865083520160147,0.0283586596728417,0.0126939872233293,0.0290288391796976,0.0142917384158563,0.4445430675528815,0.065881595879633,128-128-128,512,2,298,38.92432437930256
9,926,927,64,100000,None,2,MsplineN,relu,8,-16,0,None,0.4071337256850175,0.30484143942971,0.1871375400433964,0.089004519479415,0.0301128322857023,0.0178188774870841,0.0297251653073718,0.0184760613300865,0.4255991276126443,0.1033118682716305,128-128-128,512,2,230,32.330694547854364
10,933,934,64,100000,None,2,MsplineN,relu,8,-16,0,None,0.1112315060028815,0.1986382111851725,0.0739552167201057,0.0905387019712763,0.0683618660078111,0.0362371399142217,0.061270574814084,0.0423452504169667,0.7870601409944001,0.1804673989023342,128-128-128,512,2,244,34.95085331890732
