run_n,run_seed,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,32,100000,corr,5,MAFN,relu,8,-5,0,None,0.0008470338943606622,0.004776522322002535,0.005839276870020229,0.027077433071487012,0.20400684349697557,0.08729645031208576,0.1990683988570302,0.09133966457401504,2.0858316997481343,0.04857944905935622,128-128-128,512,1000,1000,2994.26293126191
2,187,32,100000,corr,5,MAFN,relu,8,-5,0,None,0.0007342943172197642,0.004073839677882748,0.0012929847305703697,0.001675548250837251,0.22559182772347935,0.07758251158542905,0.2118574337004469,0.08994428899049281,2.306823252085059,0.0718233902929717,128-128-128,512,1000,518,1561.7136448770761
3,377,32,100000,corr,5,MAFN,relu,8,-5,0,None,0.000771035002563804,0.004480090394894447,0.0014188638573415157,0.00258898572051306,0.26519525861239107,0.12444556780456517,0.2679350678563776,0.1314763240863462,2.455954129447099,0.08887040924642325,128-128-128,512,1000,820,2517.3897742049303
4,440,32,100000,corr,5,MAFN,relu,8,-5,0,None,0.006191917415188395,0.030259892024585757,0.0052519652960154465,0.017719950183713463,0.20872689297448394,0.09453804792996912,0.21608569357131557,0.10440401578418775,2.405385969112108,0.06768780622219438,128-128-128,512,1000,974,2955.3124591259984
5,520,32,100000,corr,5,MAFN,relu,8,-5,0,None,0.0014842153374804048,0.005681717726366189,0.0036998994674620604,0.015176407833211282,0.14626712891674443,0.048752371936814615,0.13726988827298953,0.057238475191634525,1.1305112005459712,0.08452375598650223,128-128-128,512,1000,784,2301.373479282018
6,541,32,100000,corr,5,MAFN,relu,8,-5,0,None,0.018114834327042077,0.07165277855594447,0.02175939244966653,0.05882465120953598,0.14443051832058082,0.06598255439389146,0.1477496685636952,0.0663814700975479,1.6198175561286177,0.0689075370450969,128-128-128,512,1000,878,2450.755445810966
7,721,32,100000,corr,5,MAFN,relu,8,-5,0,None,0.0025922864525715957,0.016456683401095986,0.0013012637439093074,0.002138845599841749,0.2894880329231143,0.17023494004524162,0.332434672749495,0.1462803909253814,3.5589959356641323,0.05294095364588685,128-128-128,512,1000,952,2768.7191957840696
8,869,32,100000,corr,5,MAFN,relu,8,-5,0,None,0.001095318641114756,0.007045311547612872,0.001827212899490903,0.004088457274562061,0.19359969779452726,0.08997080268707995,0.19652223480861,0.0869949613848993,2.3092049455819845,0.10620088295601883,128-128-128,512,1000,804,2338.5137736360775
9,926,32,100000,corr,5,MAFN,relu,8,-5,0,None,0.0006018778324665859,0.004081074591832643,0.001087762952728366,0.0009895621705310117,0.26050296477048945,0.1387969267993257,0.2727084057115186,0.1307150383905955,2.621996003414675,0.0900963818758044,128-128-128,512,1000,686,1897.4035691739991
10,933,32,100000,corr,5,MAFN,relu,8,-5,0,None,0.005247411646475289,0.03044417622538423,0.00853180470344345,0.04152802527723299,0.22600837792092107,0.08189958503145318,0.22277580797153035,0.10391321491916382,2.031220830565084,0.0861303950123803,128-128-128,512,1000,566,1451.397130175028
