run_n,seed_train,seed_test,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,1,16,100000,,2,MsplineN,relu,8,-16,0,,0.09402683298618611,0.16744327891987026,0.06556478310999439,0.09298873184355061,0.03254344002593497,0.01897157907702363,0.03423615689331476,0.017809525681815853,0.3045482232946065,0.08017108732362022,"128-128-128",512,2,218,78.44412311600172
2,187,188,16,100000,,2,MsplineN,relu,8,-16,0,,0.3667828681655155,0.2895913909283402,0.17547836559247934,0.09273697298477397,0.022454157739780333,0.017116471510967003,0.023968373047468232,0.01497450293133807,0.25602278100906056,0.0867668413175475,"128-128-128",512,2,233,125.1029740350059
3,377,378,16,100000,,2,MsplineN,relu,8,-16,0,,0.20606961091671047,0.2387481998732592,0.11537293988854805,0.11029759799316591,0.035213370162157864,0.026833200937210238,0.039701695817639805,0.020629998848012865,0.4444170140089735,0.10025628332830383,"128-128-128",512,2,216,83.75197324399778
4,440,441,16,100000,,2,MsplineN,relu,8,-16,0,,0.3854253509814254,0.31343018337182255,0.1751763915152123,0.09843869321090315,0.025032838918623783,0.019948318078467198,0.026798891707113456,0.017762725614470547,0.368707450147614,0.14485184678637616,"128-128-128",512,2,262,96.33642712900473
5,520,521,16,100000,,2,MsplineN,relu,8,-16,0,,0.3734230929371963,0.2902639657013645,0.174536796527611,0.09472748565577974,0.023801353156975794,0.017451981505059846,0.024910897475209127,0.01800179795080622,0.24036755283123776,0.08358412709920687,"128-128-128",512,2,230,107.0451936630052
6,541,542,16,100000,,2,MsplineN,relu,8,-16,0,,0.272380513961445,0.2526182475935003,0.15317742456744687,0.09850688705209794,0.02626918401318982,0.019611452248034934,0.028066367618759785,0.017070357089153634,0.27181500542628,0.10667737919926601,"128-128-128",512,2,225,105.34765571499884
7,721,722,16,100000,,2,MsplineN,relu,8,-16,0,,0.192489179330907,0.20600972791735692,0.1073282168170117,0.09419709886655875,0.02616755100977568,0.014440304946904582,0.026932516538864342,0.01393287388397044,0.5273120575177828,0.14245894337501,"128-128-128",512,2,251,96.841668811001
8,869,870,16,100000,,2,MsplineN,relu,8,-16,0,,0.30355420054962856,0.28213423556112277,0.14585156614318903,0.09492376766154216,0.02368702717449288,0.015139957057742423,0.02492619170348777,0.013968173777724942,0.37261295260967964,0.17427903076800222,"128-128-128",512,2,245,87.1852188740013
9,926,927,16,100000,,2,MsplineN,relu,8,-16,0,,0.3631048289866114,0.2880657832982572,0.17309772305559987,0.09561219386951078,0.020350998204636157,0.01095285810443947,0.02242438160871546,0.009553621696159711,0.18608180309777217,0.02406242505340195,"128-128-128",512,2,210,85.04237140699843
10,933,934,16,100000,,2,MsplineN,relu,8,-16,0,,0.3853392840076942,0.3442906037009113,0.15879277867802447,0.1057921733832477,0.02192046927385886,0.013925934808236364,0.02485917927215795,0.011190487292082895,0.2829616235089322,0.12570368754261196,"128-128-128",512,2,214,82.87889743100095
