run_n,seed_train,seed_test,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,1,16,100000,,5,CsplineN,relu,12,-16,0,,0.06763227599574222,0.15886750841538808,0.03925534205553422,0.07957321664710855,0.05450472913890331,0.034895003584695904,0.06045137905491755,0.027513348683792502,0.3769138116413086,0.06263146901150783,"256-256-256",512,2,92,380.2679323880002
2,187,188,16,100000,,5,CsplineN,relu,12,-16,0,,0.01071398861697873,0.03388434197764901,0.009454087678054736,0.030147276576380264,0.0674243501566767,0.03456285676293059,0.06850406486693143,0.034735574734606624,1.282798507358704,0.14506709743058818,"256-256-256",512,2,94,367.49232458100596
3,377,378,16,100000,,5,CsplineN,relu,12,-16,0,,0.062073059940620345,0.1695650373975038,0.027271946901740098,0.06659581063404872,0.04242147190322938,0.022828938957575755,0.04408457356652306,0.020454988926865387,0.48537963481525326,0.07047745149410975,"256-256-256",512,2,100,351.04424406999897
4,440,441,16,100000,,5,CsplineN,relu,12,-16,0,,0.0071553493571235045,0.04144712223356024,0.004328502989065614,0.011221695105186755,0.09187227741297524,0.07218376326006815,0.09800436180094249,0.05668510773546095,0.37875136342694815,0.09520122261588147,"256-256-256",512,2,108,342.6578421150043
5,520,521,16,100000,,5,CsplineN,relu,12,-16,0,,0.031045782753582923,0.09002618726604915,0.02432818774334432,0.05816331620192239,0.05091729214834502,0.03450000857948898,0.057848123775968194,0.027442413492423465,0.45407347978202034,0.060590073593631576,"256-256-256",512,2,95,382.71557097299956
6,541,542,16,100000,,5,CsplineN,relu,12,-16,0,,0.04573414137835493,0.10832713444110535,0.027502146438944896,0.056738988813500535,0.04455502926672402,0.023401601255711137,0.04552392795908626,0.021784401030992707,0.616854654061554,0.14545219439586354,"256-256-256",512,2,89,370.3146667490073
7,721,722,16,100000,,5,CsplineN,relu,12,-16,0,,0.017983219146081097,0.07434894820079833,0.011031264610247052,0.040104958433929826,0.0525116074330275,0.02677943007330406,0.053345119547733584,0.02574725516377255,0.7011119670761992,0.12513490478718212,"256-256-256",512,2,90,395.5309109430091
8,869,870,16,100000,,5,CsplineN,relu,12,-16,0,,0.1523015404468217,0.23614122526835826,0.06870459765422673,0.10126837651135567,0.04307371171355456,0.028988310753902426,0.04530311286388948,0.021125790147120023,0.6727721240375302,0.21152601242663807,"256-256-256",512,2,102,357.1544893120008
9,926,927,16,100000,,5,CsplineN,relu,12,-16,0,,0.04314977996404425,0.1127125773128895,0.022430765196651367,0.05953054227518011,0.05826975607932008,0.03666195288105877,0.060653392854382704,0.029009941528271896,0.4813590027281922,0.04041471768838865,"256-256-256",512,2,95,364.00669924600516
10,933,934,16,100000,,5,CsplineN,relu,12,-16,0,,0.06882541373529664,0.15977638991974719,0.03061608548412395,0.06824813571440548,0.06322861351170585,0.038231240809260734,0.06598754385691866,0.03384901792422709,1.1564298407725748,0.16451193903352757,"256-256-256",512,2,84,333.4828971169918
