run_n,seed_train,seed_test,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,1,400,100000,None,10,RealNVPN,relu,8,-5,0,None,0.0380058804522199,0.1025322491331543,0.0179975412808184,0.0525023603892632,0.0820661158136065,0.0412246841786155,0.0766662683723804,0.0428118276991027,60.77057235039396,3.75239259968404,128-128-128,256,2,162,76.94089497499954
2,187,188,400,100000,None,10,RealNVPN,relu,8,-5,0,None,0.0422866692614072,0.1185486072714996,0.0250478699363374,0.0576631248521161,0.1013639845723381,0.0580102457936399,0.0994193579598042,0.0664446383036782,22.141111865090544,1.6355001566346672,128-128-128,256,2,439,74.23541546900378
3,377,378,400,100000,None,10,RealNVPN,relu,8,-5,0,None,0.0157789967709493,0.0794157177321717,0.0112501978056237,0.0395273932514691,0.1334236442347258,0.0789143362321428,0.126889626456727,0.0822353075558482,54.136477580325526,2.9964626216367343,128-128-128,256,2,331,78.5855717049999
4,440,441,400,100000,None,10,RealNVPN,relu,8,-5,0,None,0.0107295595701065,0.0738265593840145,0.005747958114417,0.0303048355926065,0.2221740093393888,0.1504935730746469,0.2103361717818426,0.1519321368281332,11.513255995471226,1.1715025717197556,128-128-128,256,2,206,72.52436404600303
5,520,521,400,100000,None,10,RealNVPN,relu,8,-5,0,None,0.2378589903463573,0.2727804471994832,0.1171708900160255,0.1060059869921971,0.0369350609542317,0.0270487836573659,0.0378545805588569,0.0183997390909324,10.498707107304742,2.034644927464672,128-128-128,256,2,345,73.59126117700362
6,541,542,400,100000,None,10,RealNVPN,relu,8,-5,0,None,0.0030267785631113,0.0344861209180717,0.002577183908865,0.0150347340735398,0.2146366636062682,0.1139586717311987,0.2075864492035116,0.1293563904135215,47.9888007148871,3.125198257999508,128-128-128,256,2,389,73.70669559700036
7,721,722,400,100000,None,10,RealNVPN,relu,8,-5,0,None,0.0368294648108357,0.1012412390479847,0.0183622844601648,0.0483119102427219,0.0997555743379839,0.0543928762723522,0.0959406934335521,0.0579603752265812,46.15770725249223,2.0323976102073504,128-128-128,256,2,261,74.19606619499973
8,869,870,400,100000,None,10,RealNVPN,relu,8,-5,0,None,0.0640730271011604,0.1386550769740145,0.0286628516089529,0.0632772202878573,0.0715243428802749,0.0384305058844876,0.0690726469215106,0.036947328449254,39.60068109006092,3.676874414689712,128-128-128,256,2,253,74.86075487999915
9,926,927,400,100000,None,10,RealNVPN,relu,8,-5,0,None,0.0373899039779727,0.1088777758883999,0.0175255814060471,0.0511894576588155,0.0834098156251676,0.0405907866185672,0.0802895299057261,0.0399518779575032,42.82095008973721,2.0215176078412744,128-128-128,256,2,159,73.98403310700087
10,933,934,400,100000,None,10,RealNVPN,relu,8,-5,0,None,0.1344974061704193,0.1982885328157149,0.0957426806565542,0.0967787588960641,0.0589321086064588,0.0407157619621324,0.0564088489999443,0.0380060587683371,10.00940041624069,1.0242225865652113,128-128-128,256,2,590,74.04573557399999
