run_n,run_seed,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,4,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.5051867878597458,0.2764531174983513,0.22039931683495553,0.0532756160288819,0.022392095845585498,0.008180587598930852,0.023340822473920008,0.009624201467307506,0.03115226508851961,0.01695409409764402,256-256-256,256,1000,454,5469.327192896977
2,187,4,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.36954609461106847,0.31149085725009534,0.16970299046812234,0.10123089287671239,0.02545298810581247,0.009285156095690814,0.02505811146136111,0.009425688969805593,0.028501655177943654,0.013540440325483552,256-256-256,256,1000,245,2921.256399327016
3,377,4,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.5492592859261499,0.2591278568205328,0.23748761567684715,0.04237830191517488,0.022251849929301553,0.005794901683497642,0.021353934406775743,0.008038014359461937,0.038356589107737704,0.019380170703043906,256-256-256,256,1000,453,5188.704031064
4,440,4,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.22504284881880818,0.24026474441296483,0.12137336820816351,0.11314752889458819,0.03384965443211848,0.011922458187544735,0.03454149940735542,0.015170643880015081,0.049718398556486076,0.01881521789231698,256-256-256,256,1000,220,2400.777397282014
5,520,4,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.4655473688806321,0.23841863738969266,0.22089377252507597,0.06226187216172517,0.028605054191627333,0.011008723510090584,0.028145811529705085,0.015977434058256804,0.04938581501244414,0.0198815243284689,256-256-256,256,1000,202,2197.085177514993
6,541,4,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.5954663496139825,0.24244987412657568,0.23363918216546384,0.037291648574719276,0.02417848316416864,0.00815381033425778,0.025123788302698735,0.009381207798860947,0.02098686167071993,0.007585687791403143,256-256-256,256,1000,380,4104.002905489004
7,721,4,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.3031244380087648,0.24112560753173642,0.17483022118476885,0.10174507279991919,0.024346332638792063,0.006890175480323945,0.02455815744876553,0.008108963837742539,0.04171068280103727,0.018737002637288894,256-256-256,256,1000,340,3702.7130210289615
8,869,4,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.3901961728838109,0.24439717721137666,0.19684831126101826,0.07456730494185135,0.03653624734294921,0.01487810035488212,0.03403127002080253,0.016830895895662976,0.026593853974191818,0.007654592761788827,256-256-256,256,1000,212,2353.414179462008
9,926,4,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.34219466527936887,0.2955836242534625,0.1819857898241119,0.07809893372880805,0.025558424035254206,0.008019446271692553,0.023307555264312177,0.008612025356063336,0.02416553738913676,0.011504274755186434,256-256-256,256,1000,349,3824.350999068003
10,933,4,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.12225082429054719,0.19893118256128955,0.07916468603319556,0.09867502494518632,0.035417634184842374,0.013149795582604689,0.034457443847639165,0.017347642095418433,0.02396705780553866,0.009814683854910482,256-256-256,256,1000,363,3992.16600719298
