run_n,run_seed,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,200,100000,corr,5,MAFN,relu,8,-5,0,None,0.02331778108560999,0.07666892064033527,0.018895474547597563,0.047244563013725406,0.11889812554917421,0.04975506962800835,0.11812908056389634,0.0558850533658768,7.4837650704085705,0.46442630181186045,256-256-256,512,1000,611,1766.877580477856
2,187,200,100000,corr,5,MAFN,relu,8,-5,0,None,0.01470048590262984,0.06283043659290985,0.013410800564393864,0.041154967978442585,0.1500936463675668,0.07420829213426153,0.15553745605049504,0.07659986913668376,11.42634052606338,0.4601504984656239,256-256-256,512,1000,479,1540.5382802365348
3,377,200,100000,corr,5,MAFN,relu,8,-5,0,None,0.011310426237564964,0.0500225645365069,0.01289867497535317,0.03933874681959884,0.16514212962133326,0.08057081004610053,0.1664936274503193,0.08855587653383051,13.064566761388473,0.4094640523057168,256-256-256,512,1000,795,2312.0095932725817
4,440,200,100000,corr,5,MAFN,relu,8,-5,0,None,0.0017162537267827768,0.015017307530202037,0.0020661433645198803,0.009368891497081025,0.21470447745990165,0.10212741697872749,0.21948240321176873,0.11011681086026912,11.818586106404398,0.4313713357709264,256-256-256,512,1000,560,1647.9377229120582
5,520,200,100000,corr,5,MAFN,relu,8,-5,0,None,0.0015397607525942697,0.011009461982610148,0.0026974401217875407,0.010112821380233518,0.21630016952752867,0.10715919829937913,0.2173244154012592,0.11238041907601104,15.723236260150708,0.5386406407481389,256-256-256,512,1000,403,1130.2577219894156
6,541,200,100000,corr,5,MAFN,relu,8,-5,0,None,0.00013076043615151812,0.0011149597088947996,0.0011002754915884667,0.0012462583687855733,0.27713636204435055,0.1335861631725145,0.2813700962021317,0.15514704812140687,14.879986604449405,0.3948597574632518,256-256-256,512,1000,477,1222.0722490027547
7,721,200,100000,corr,5,MAFN,relu,8,-5,0,None,0.011917171353704965,0.05011960181998961,0.01067509633412837,0.03343966295355528,0.1566637204409928,0.0805222800408932,0.15453941029619686,0.08162333201845932,8.577551210011901,0.5199137829832474,256-256-256,512,1000,478,1366.1415471257642
8,869,200,100000,corr,5,MAFN,relu,8,-5,0,None,0.010799851593025992,0.04243458677921452,0.009755824493622889,0.03325067992450063,0.17119781344318802,0.08447386933594211,0.17400099853800244,0.08220328665914256,12.245772094705137,0.38268151472046097,256-256-256,512,1000,558,1357.4443168425933
9,926,200,100000,corr,5,MAFN,relu,8,-5,0,None,0.0007264537880499121,0.008087113227091968,0.0016487428236896596,0.007102171618902455,0.2731139039898187,0.12805499760174613,0.26512595872419376,0.1410877379914981,14.890283176300098,0.5427389841578414,256-256-256,512,1000,577,1345.9176329327747
10,933,200,100000,corr,5,MAFN,relu,8,-5,0,None,0.00046610892479031173,0.005735991324273383,0.0017248330829417605,0.008705834068380257,0.25115393990645496,0.11103780043368727,0.24678017195082333,0.1251144963418589,11.850573796056482,0.43664890936455614,256-256-256,512,1000,535,1607.9474327806383
