run_n,run_seed,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,64,100000,corr,2,MsplineN,relu,8,-16,0,,0.3679477529651135,0.28405401815551945,0.1847486402113941,0.08841023329455551,0.04884039681039047,0.022170521681124176,0.04965451299340178,0.023256946556802986,1.05583687927658,0.19539269567687706,128-128-128,512,1000,520,2790.3905062563717
2,187,64,100000,corr,2,MsplineN,relu,8,-16,0,,0.20789644115184372,0.23326222016462228,0.11807247288969155,0.10337818115419106,0.06998307572967774,0.033469192906001304,0.07184737585970079,0.035198543776593226,1.6110592197602789,0.18280902788745546,128-128-128,512,1000,538,2953.2461277395487
3,377,64,100000,corr,2,MsplineN,relu,8,-16,0,,0.19070130377575117,0.23053651400646283,0.12065549938813613,0.10225691066728906,0.06991696223629469,0.032220184324406424,0.0703516815609751,0.03597680036176916,1.5879703370176852,0.19348333489733988,128-128-128,512,1000,566,3161.2737949369475
4,440,64,100000,corr,2,MsplineN,relu,8,-16,0,,0.0986972362337355,0.15876370840461457,0.06817828881403772,0.08575990474612905,0.08583199190134708,0.03805028188351776,0.0844559110151887,0.04246189358199431,1.7925725863908906,0.10320106477417347,128-128-128,512,1000,553,2907.764950580895
5,520,64,100000,corr,2,MsplineN,relu,8,-16,0,,0.1286922571843388,0.200181241567763,0.07390423391337334,0.08762302532058133,0.08117422132869469,0.03661822289784954,0.07833146092199532,0.03752018185326177,1.5288282441658467,0.17683092351534338,128-128-128,512,1000,554,3576.778964453377
6,541,64,100000,corr,2,MsplineN,relu,8,-16,0,,0.2037954743113725,0.23410567628000023,0.12666747698392827,0.0979821548341464,0.06897274082289309,0.03512236775206039,0.0716125625875421,0.036994442178092286,1.5162380671188012,0.14049731816169508,128-128-128,512,1000,990,6600.009008918889
7,721,64,100000,corr,2,MsplineN,relu,8,-16,0,,0.057122120233431814,0.11363144578769181,0.04330493924997717,0.0689521974479168,0.09730628035990758,0.042860247727317856,0.09536947698630108,0.044931416563840344,1.9817513814548888,0.15182783994013593,128-128-128,512,1000,550,3220.2472413321957
8,869,64,100000,corr,2,MsplineN,relu,8,-16,0,,0.32963972995255497,0.27393922911875773,0.17468954362539785,0.09230552808903587,0.052553998482495735,0.02389659933262774,0.052604640272391305,0.02908703737976779,0.9306816495456726,0.1310876779251574,128-128-128,512,1000,543,2740.19746222347
9,926,64,100000,corr,2,MsplineN,relu,8,-16,0,,0.0092789544684168,0.04308775446623205,0.009989046054641387,0.03215165706653281,0.14760313351073745,0.06973223907229412,0.14962317091445093,0.07732793681192421,2.652044007286036,0.15442494221437245,128-128-128,512,1000,470,2750.9740359270945
10,933,64,100000,corr,2,MsplineN,relu,8,-16,0,,0.004340469702602115,0.025062533541544734,0.0032667060872810247,0.011248404522984076,0.19530958633776274,0.09455440914810992,0.1963021573465958,0.09869634901754773,4.311601300924561,0.08845970707859115,128-128-128,512,1000,590,3467.86121835839
