run_n,run_seed,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,200,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.012028046407867664,0.0553371059762599,0.007651259618309988,0.028542385914486892,0.1727002917077666,0.08523546517330975,0.17036704937820318,0.09068273095028367,8.649100313395778,0.36264374082857126,128-128-128,256,1000,296,2990.4999712529825
2,187,200,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.03743069325061752,0.09403002571156399,0.0324540820912879,0.060499077208707126,0.10545439978583937,0.04825524287223886,0.10582973348049302,0.05232445506771046,5.757719844944164,0.36211088943381325,128-128-128,256,1000,290,3066.657002764987
3,377,200,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.0031679771118313916,0.018576747988093653,0.004015343044192596,0.014425498065914151,0.17804148592337732,0.07698710263004363,0.17580656259687455,0.08561287145577337,11.024375077370465,0.37234688895999235,128-128-128,256,1000,224,2341.6179970209487
4,440,200,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.038330622291804374,0.092285521733178,0.03331208859662428,0.06284555889534373,0.11188142596233729,0.0488887338194938,0.112639487284804,0.051797224376519534,7.442159286979029,0.3886396784084267,128-128-128,256,1000,331,3843.2202818070073
5,520,200,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.00030144971475893766,0.0023600176555369228,0.0013006786899421449,0.0024574802497769,0.2878626469759793,0.14273722033460903,0.28940343787673806,0.16050566794103224,14.883127936143916,0.3374297407746614,128-128-128,256,1000,357,3726.5459357589716
6,541,200,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.01447142137695872,0.06219644555970349,0.011765893212065824,0.03729034442356096,0.1549851207678368,0.0732867646377659,0.15608737364707723,0.07785183344199424,10.62726325341199,0.5266629429856131,128-128-128,256,1000,347,3787.995742839994
7,721,200,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.07116994917380967,0.1315969516367515,0.05551357038438518,0.0818492473916738,0.09634997754166966,0.04743032112669865,0.09535174968571043,0.04515767090289116,6.021530262491437,0.23593922531204714,128-128-128,256,1000,309,3279.0525952230673
8,869,200,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.033315352835882425,0.09744564164653209,0.02872858352273955,0.06154958564491689,0.12307466837401611,0.05730886108451807,0.1257277365925016,0.06439691649033977,7.715813761321096,0.46215084926808925,128-128-128,256,1000,306,3373.3897873329697
9,926,200,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.03340014395105116,0.09098535647473449,0.024694331070415066,0.05408828925578383,0.10967715462220155,0.046563290725928186,0.11254551015613061,0.0557129300947524,8.912513073857536,0.28669691183027274,128-128-128,256,1000,240,2637.208284805063
10,933,200,100000,corr,10,RealNVPN,relu,8,-5,0,None,0.036093481891732025,0.09891610509892908,0.029764999163406053,0.06272475880739063,0.1146089967419658,0.05094307565514037,0.10894608080885763,0.05253390738545552,7.055517922683788,0.4466437953314793,128-128-128,256,1000,380,4069.904599459027
