run_n,seed_train,seed_test,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,1,200,100000,,10,RealNVPN,relu,8,-5,0,,0.05075118171481628,0.12863096967656593,0.03466126327162278,0.06778395667602365,0.07454268321905753,0.040376225985304534,0.0718080317368153,0.04296670263203416,3.396433242488306,0.44239589685277897,"128-128-128",256,2,326,86.95837936599855
2,187,188,200,100000,,10,RealNVPN,relu,8,-5,0,,3.162211452584778e-08,1.316783565493321e-06,0.0010000000000000005,4.336808689942018e-19,1.4552618514910929,0.8600428908286761,1.4438498450360984,0.9404643409165034,79.5740447277663,0.7412830256963153,"128-128-128",256,2,186,88.5751059480026
3,377,378,200,100000,,10,RealNVPN,relu,8,-5,0,,0.19019814210636624,0.2326304947538869,0.11216871472884556,0.10146660816680586,0.04984126148863744,0.02895487658880324,0.04933098102855733,0.030229761751252027,2.784993130844072,0.4946809691497935,"128-128-128",256,2,322,96.57825161000073
4,440,441,200,100000,,10,RealNVPN,relu,8,-5,0,,0.060577645348347545,0.13690894671984724,0.04401307469931759,0.07553109777625601,0.08563303887320899,0.0495978286510788,0.08193643455622912,0.05349194749728503,3.2338052572782976,0.5552024326964186,"128-128-128",256,2,309,100.86003489300492
5,520,521,200,100000,,10,RealNVPN,relu,8,-5,0,,0.1052495020652296,0.18073778064121768,0.0745900796515483,0.08978306925330755,0.06974598121307704,0.03718504677385715,0.06562853451076826,0.040376961024590104,3.597524904559779,0.4350229236038023,"128-128-128",256,2,573,90.41730316499888
6,541,542,200,100000,,10,RealNVPN,relu,8,-5,0,,0.026645771052210256,0.10072241333678603,0.020942502155727724,0.0545041004178905,0.1025575622088054,0.05771414567390158,0.10244055981511462,0.06367472677318649,3.0396046890261883,0.39495396705255803,"128-128-128",256,2,348,82.72375633599586
7,721,722,200,100000,,10,RealNVPN,relu,8,-5,0,,0.0012921107052074631,0.020831503593681324,0.0012542192892958518,0.004764550224653372,0.5020405042958136,0.243637937597435,0.47950171698216293,0.28442762205049943,29.025028330235234,0.768821746510314,"128-128-128",256,2,145,74.2302898199996
8,869,870,200,100000,,10,RealNVPN,relu,8,-5,0,,0.12707338236781932,0.18364059162650068,0.07873947317891163,0.09353262146031911,0.06318049284896576,0.03675690215806965,0.06263458565267506,0.03728739777758465,5.0113235498532624,0.5760831971603836,"128-128-128",256,2,532,72.32771641
9,926,927,200,100000,,10,RealNVPN,relu,8,-5,0,,0.019925760601114926,0.08167553808230801,0.017023713036009552,0.05102196497957849,0.13639535340671977,0.0780213471724598,0.13315806279872372,0.08510484453121905,7.458788535715374,0.7693303820556577,"128-128-128",256,2,585,70.92234168099822
10,933,934,200,100000,,10,RealNVPN,relu,8,-5,0,,0.04978972549476909,0.12496474404655568,0.030637409710642438,0.06346175283034328,0.07524513513153083,0.04232897567817792,0.07162492253856183,0.04190173783452913,3.6532508833281887,0.28466797322275517,"128-128-128",256,2,222,71.24031847799779
