run_n,seed_train,seed_test,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,1,8,100000,None,5,CsplineN,relu,12,-16,0,None,0.0964616366263873,0.2318372246726286,0.0392401619439202,0.0813484013361021,0.0736608453566517,0.0446047155037586,0.0734266857176697,0.0361276947243847,0.1227924153787786,0.0168813669915861,128-128-128,512,2,189,374.0895463670022
2,187,188,8,100000,None,5,CsplineN,relu,12,-16,0,None,0.1079462791743018,0.2207855171712573,0.0418104803469208,0.0789875676960938,0.0462070196335979,0.0236232442489302,0.0480720549863016,0.0239930783511238,0.178295921665014,0.0221178371847319,128-128-128,512,2,177,375.2304242190002
3,377,378,8,100000,None,5,CsplineN,relu,12,-16,0,None,0.2998609114799485,0.2647101274591158,0.1571554281362147,0.0915127693632366,0.041824327974482,0.0269503098563411,0.040994550319413,0.0249790155351278,0.0801096452022068,0.0134303649469285,128-128-128,512,2,192,377.256470170003
4,440,441,8,100000,None,5,CsplineN,relu,12,-16,0,None,0.3448985216031355,0.2839709922498464,0.1696340384374557,0.0966996743076847,0.0330496952617496,0.0228665944098441,0.0342280243616236,0.0231476328775559,0.0790839371430005,0.0158183656028685,128-128-128,512,2,185,351.5276907450025
5,520,521,8,100000,None,5,CsplineN,relu,12,-16,0,None,0.0182243568387091,0.039079471234339,0.0076816080326985,0.0158395756125234,0.0873149349212714,0.0458292536404867,0.0840853238594117,0.0447854576401253,0.1489877633892791,0.0166249148553663,128-128-128,512,2,186,396.8266811700014
6,541,542,8,100000,None,5,CsplineN,relu,12,-16,0,None,0.0688272553066657,0.1246880327936921,0.0262436169896227,0.0538755067706217,0.0451509268909902,0.0225649130324283,0.0463552171353659,0.0191348497469204,0.1162209129971115,0.0095562778070508,128-128-128,512,2,179,382.62541300599696
7,721,722,8,100000,None,5,CsplineN,relu,12,-16,0,None,0.3644695351230953,0.2689245710146943,0.1846124316070439,0.0809396554167408,0.0307550065498269,0.0193425226436954,0.0315267425707938,0.0189687196446781,0.0525067246797751,0.0143279445777963,128-128-128,512,2,210,393.9277577380126
8,869,870,8,100000,None,5,CsplineN,relu,12,-16,0,None,0.1974164058794986,0.1945277232243256,0.1298427783127151,0.1024927727417876,0.045826080590899,0.0261167877469599,0.0445325148099746,0.0280159015766491,0.0843926400134571,0.0190799586664994,128-128-128,512,2,211,366.98799764299474
9,926,927,8,100000,None,5,CsplineN,relu,12,-16,0,None,0.2511475092828185,0.2666625381578187,0.1267854350811374,0.104377545287426,0.0473671352446404,0.0222948622870707,0.0472209023480984,0.0248284855264631,0.0955626472502327,0.0291751134886869,128-128-128,512,2,206,374.4605517519958
10,933,934,8,100000,None,5,CsplineN,relu,12,-16,0,None,0.2532056960783106,0.2282411766478231,0.1531133436542611,0.1001875233627531,0.0367877877968065,0.0239246609123352,0.040547911442653,0.0240440976425603,0.0804933655507848,0.0241097378512724,128-128-128,512,2,190,333.22153306800465
