run_n,seed_train,seed_test,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,1,8,100000,,5,CsplineN,relu,12,-16,0,,0.09646163662638732,0.23183722467262866,0.039240161943920285,0.08134840133610217,0.07366084535665171,0.0446047155037586,0.0734266857176697,0.03612769472438478,0.12279241537877869,0.016881366991586117,"128-128-128",512,2,189,374.0895463670022
2,187,188,8,100000,,5,CsplineN,relu,12,-16,0,,0.10794627917430188,0.2207855171712573,0.041810480346920836,0.0789875676960938,0.04620701963359792,0.0236232442489302,0.048072054986301606,0.02399307835112383,0.178295921665014,0.022117837184731943,"128-128-128",512,2,177,375.23042421900027
3,377,378,8,100000,,5,CsplineN,relu,12,-16,0,,0.29986091147994853,0.2647101274591158,0.1571554281362147,0.09151276936323662,0.04182432797448209,0.026950309856341198,0.04099455031941307,0.024979015535127852,0.08010964520220684,0.013430364946928581,"128-128-128",512,2,192,377.256470170003
4,440,441,8,100000,,5,CsplineN,relu,12,-16,0,,0.3448985216031355,0.28397099224984645,0.16963403843745573,0.09669967430768477,0.03304969526174962,0.022866594409844166,0.034228024361623664,0.02314763287755593,0.07908393714300058,0.015818365602868575,"128-128-128",512,2,185,351.5276907450025
5,520,521,8,100000,,5,CsplineN,relu,12,-16,0,,0.018224356838709124,0.039079471234339094,0.007681608032698568,0.01583957561252342,0.08731493492127142,0.04582925364048673,0.08408532385941177,0.04478545764012535,0.14898776338927916,0.016624914855366324,"128-128-128",512,2,186,396.8266811700014
6,541,542,8,100000,,5,CsplineN,relu,12,-16,0,,0.06882725530666571,0.12468803279369212,0.026243616989622798,0.053875506770621716,0.04515092689099022,0.022564913032428396,0.046355217135365945,0.019134849746920445,0.1162209129971115,0.009556277807050817,"128-128-128",512,2,179,382.62541300599696
7,721,722,8,100000,,5,CsplineN,relu,12,-16,0,,0.3644695351230953,0.26892457101469436,0.18461243160704394,0.08093965541674089,0.030755006549826935,0.01934252264369544,0.03152674257079389,0.018968719644678122,0.052506724679775144,0.014327944577796313,"128-128-128",512,2,210,393.9277577380126
8,869,870,8,100000,,5,CsplineN,relu,12,-16,0,,0.19741640587949869,0.19452772322432563,0.12984277831271512,0.10249277274178764,0.045826080590899064,0.026116787746959927,0.044532514809974645,0.028015901576649148,0.08439264001345717,0.019079958666499426,"128-128-128",512,2,211,366.98799764299474
9,926,927,8,100000,,5,CsplineN,relu,12,-16,0,,0.25114750928281854,0.2666625381578187,0.1267854350811374,0.10437754528742607,0.0473671352446404,0.022294862287070748,0.04722090234809842,0.024828485526463148,0.09556264725023277,0.029175113488686958,"128-128-128",512,2,206,374.4605517519958
10,933,934,8,100000,,5,CsplineN,relu,12,-16,0,,0.25320569607831067,0.2282411766478231,0.1531133436542611,0.1001875233627531,0.03678778779680656,0.023924660912335246,0.04054791144265306,0.024044097642560353,0.08049336555078489,0.024109737851272413,"128-128-128",512,2,190,333.22153306800465
