run_n,run_seed,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,100,100000,corr,2,MsplineN,relu,12,-16,0,None,0.3395750042341377,0.27718082981995795,0.17214649748431968,0.09303026616996375,0.040062422689911406,0.022126476518514442,0.04060235892042692,0.02429770428580689,1.2592201785881998,0.36908958025095956,128-128-128,512,1000,258,1582.989199580159
2,187,100,100000,corr,2,MsplineN,relu,12,-16,0,None,0.2563786302629952,0.2671536782089243,0.13777636612147293,0.10304643812650525,0.05177760935041236,0.031890279634963326,0.051253190157568684,0.033704793123686516,1.4320163534298902,0.421573059460918,128-128-128,512,1000,249,1920.3448743470944
3,377,100,100000,corr,2,MsplineN,relu,12,-16,0,None,0.2382420077142285,0.2425002449261387,0.1352447118794788,0.10002005950351041,0.04942103858100094,0.028387776924447224,0.0491547280481084,0.030196852279150484,1.4736034092273016,0.345817339507089,128-128-128,512,1000,211,1481.8652160856873
4,440,100,100000,corr,2,MsplineN,relu,12,-16,0,None,0.00242224157523473,0.02088339842937244,0.003073560478534194,0.01747483956285511,0.17459076020067146,0.10335568753313112,0.16943742717100696,0.1160231971953621,2.4378506041835943,0.24899935711088772,128-128-128,512,1000,223,1739.7720731967129
5,520,100,100000,corr,2,MsplineN,relu,12,-16,0,None,0.3920964924840698,0.2890126686713307,0.1881064745880552,0.08753090444389154,0.031302618373996456,0.016107620184093282,0.03079252137733263,0.01602827195118461,0.7939719988679858,0.14330528175686458,128-128-128,512,1000,276,1741.2472785841674
6,541,100,100000,corr,2,MsplineN,relu,12,-16,0,None,0.2960994474916424,0.25909834287871936,0.15481895821125466,0.09849268558168839,0.04213937585342035,0.023070184919062008,0.042366936412365955,0.024745373681504985,1.206942515607385,0.27694407286651435,128-128-128,512,1000,282,1887.315545055084
7,721,100,100000,corr,2,MsplineN,relu,12,-16,0,None,0.4327982172819662,0.28591256981524954,0.20596025225884226,0.07374762975595701,0.03578269505336727,0.022649145991691523,0.03587575389978418,0.025179097556926353,0.7833784267733166,0.13507139350159433,128-128-128,512,1000,306,2153.018290885724
8,869,100,100000,corr,2,MsplineN,relu,12,-16,0,None,0.3995316529473411,0.30145147129255445,0.19193311952948133,0.08529477468829295,0.03635793630971321,0.02397122429527303,0.03716396126809063,0.026564980119383068,0.8104448353272378,0.1985690301629551,128-128-128,512,1000,262,1933.068976560142
9,926,100,100000,corr,2,MsplineN,relu,12,-16,0,None,0.32935435152451054,0.26783113272001197,0.16777361377793518,0.0938090768124738,0.036981621716410965,0.02109820245738977,0.036414603071130786,0.02111964986253644,0.9223596108071984,0.1129118353051673,128-128-128,512,1000,226,1750.292706376873
10,933,100,100000,corr,2,MsplineN,relu,12,-16,0,None,0.3190143623431085,0.27945416526552863,0.16359812394932044,0.0983019469977315,0.037348175722807124,0.02200403197255706,0.03644100916408921,0.023262468732723172,0.8796049077460287,0.16622685306811055,128-128-128,512,1000,289,2027.9033975419588
