run_n,seed_train,seed_test,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,ks_mean,ks_std,ad_mean,ad_std,wd_mean,wd_std,swd_mean,swd_std,fn_mean,fn_std,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,1,100,100000,None,2,MsplineN,relu,12,-16,0,None,0.0478723947903903,0.1378020227382647,0.0403240766401975,0.0741088615147256,0.1000716287738301,0.0626558958836661,0.0974982625480346,0.0677740774247835,2.331099944207246,0.2852642599144706,128-128-128,512,2,260,38.007702448405325
2,187,188,100,100000,None,2,MsplineN,relu,12,-16,0,None,0.2562509074444588,0.2672225064901701,0.1430670423879905,0.1005878532816033,0.0449124393413479,0.0292440000872439,0.0444411612859958,0.029685961699634,0.9153995444473292,0.1895375416636633,128-128-128,512,2,251,32.48434398509562
3,377,378,100,100000,None,2,MsplineN,relu,12,-16,0,None,0.2643103767243001,0.2494924619857098,0.1458649633330574,0.0968567743498196,0.0461157668844192,0.0254288375274687,0.0446027763048394,0.02620038874883,0.9518180629396434,0.2558826250639582,128-128-128,512,2,213,28.829058554954827
4,440,441,100,100000,None,2,MsplineN,relu,12,-16,0,None,0.0106677319000004,0.0599310081207311,0.0076993181544136,0.0307277636912813,0.1373347147644148,0.0757688591168349,0.1325333984061668,0.0848074673776929,1.9705527626057544,0.1460603146470045,128-128-128,512,2,225,30.95837965235114
5,520,521,100,100000,None,2,MsplineN,relu,12,-16,0,None,0.3250043497610249,0.2769635138099973,0.1667045450310012,0.0983265257484967,0.0362717185079805,0.0210869000501953,0.0368142256699466,0.0230103811326864,0.800941618985011,0.2025887153531084,128-128-128,512,2,278,33.53367809392512
6,541,542,100,100000,None,2,MsplineN,relu,12,-16,0,None,0.4058478090969612,0.2965230113542729,0.1836411422493998,0.0916315888835853,0.0307669606515079,0.0162045799031125,0.0304186498527382,0.0151601092663431,0.8838097264850677,0.191798421984335,128-128-128,512,2,284,34.59247405361384
7,721,722,100,100000,None,2,MsplineN,relu,12,-16,0,None,0.5773125618692594,0.2747713153845592,0.23600475636289,0.0426968946523184,0.023383576050239,0.0115142168756331,0.0234947408221545,0.0118459009154828,0.6415881716987507,0.123050833222762,128-128-128,512,2,308,30.660804003477097
8,869,870,100,100000,None,2,MsplineN,relu,12,-16,0,None,0.4886022075123748,0.2895816065644886,0.2157574146899088,0.0686457022026354,0.0292889678270887,0.0159234797695487,0.0282683609104498,0.0154106129469451,0.9161017240967392,0.2906452781650349,128-128-128,512,2,264,31.612018008716404
9,926,927,100,100000,None,2,MsplineN,relu,12,-16,0,None,0.345652617034712,0.2889808973084828,0.1675628089283214,0.0972075492791562,0.0344595277529945,0.0198138764453223,0.0355803769950631,0.0215025186531365,1.0180504993632762,0.3108880857307841,128-128-128,512,2,228,29.893339212052524
10,933,934,100,100000,None,2,MsplineN,relu,12,-16,0,None,0.2905550242191059,0.2684292382962367,0.1552570482316192,0.0999185685125951,0.0456326580478889,0.0306566217781602,0.0456349992762249,0.0322642075297154,0.9577334623819008,0.2017190972519188,128-128-128,512,2,291,30.35552779957652
