run_n,run_seed,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,kl_divergence,ks_test_mean,ks_test_median,ad_test_mean,ad_test_median,Wasserstein_median,Wasserstein_mean,frob_norm,hidden_layers,batch_size,epochs_input,epochs_output,time
26,0,200,100000,corr,5,RealNVPN,relu,8,-5,0,None,-1,0.0094423297665617,2.1934450694288944e-11,0.001,0.0058353414844341,0.5702590959870402,0.5702590959870402,1.9003153869738776,256-256-256,256,1000,400,2099.32543063676
27,0,200,100000,corr,10,RealNVPN,relu,8,-5,0,None,-1,0.0103262502696329,4.666269106724039e-12,0.001,0.0059798568215366,0.6033619812242791,0.6033619812242791,2.01707502892564,128-128-128,256,1000,347,3576.3647119263187
28,0,200,100000,corr,10,RealNVPN,relu,8,-5,0,None,-1,0.010101365382547,1.3086373655556752e-10,0.001,0.0061298319774078,0.4878893751834023,0.4878893751834023,2.2727397256465305,256-256-256,256,1000,296,3002.444369008299
29,0,400,100000,corr,5,RealNVPN,relu,8,-5,0,None,-1,0.0139833160651727,2.96317129638762e-14,0.001,0.0073699473449927,0.6331707642198867,0.6331707642198867,3.19654224173316,128-128-128,256,1000,273,1594.0490728518926
30,0,400,100000,corr,5,RealNVPN,relu,8,-5,0,None,-1,0.0091258806644023,8.296878186625334e-15,0.001,0.005145528921631,0.6535094459130314,0.6535094459130314,3.7571659515348097,256-256-256,256,1000,116,652.8450303561985
31,0,400,100000,corr,10,RealNVPN,relu,8,-5,0,None,-1,0.0091807722732414,4.7116637107820605e-14,0.001,0.0054408461588771,0.6348577933110371,0.6348577933110371,3.3019384531687104,128-128-128,256,1000,217,2233.175117059145
32,0,400,100000,corr,10,RealNVPN,relu,8,-5,0,None,-1,0.0102512100967933,8.79268691663113e-14,0.001,0.0058268056343149,0.6201315621039392,0.6201315621039392,3.2702227552361576,256-256-256,256,1000,162,1667.0389599287882
33,0,1000,100000,corr,5,RealNVPN,relu,8,-5,0,None,-1,0.0093989201160743,7.40624900990966e-16,0.001,0.0054134155421352,0.6483298261181152,0.6483298261181152,7.574137947101831,128-128-128,256,1000,120,946.7804297362454
34,0,1000,100000,corr,5,RealNVPN,relu,8,-5,0,None,-1,0.0078105251169585,7.023461469058638e-16,0.001,0.0046022971451565,0.655047684879337,0.655047684879337,7.650837796564018,256-256-256,256,1000,105,582.9844170720316
35,0,1000,100000,corr,10,RealNVPN,relu,8,-5,0,None,-1,0.0085573368344921,6.400035132759152e-16,0.001,0.0051377766999894,0.6542247159115134,0.6542247159115134,7.594877813749142,128-128-128,256,1000,141,2360.170821149833
36,0,1000,100000,corr,10,RealNVPN,relu,8,-5,0,None,-1,0.0074802115007774,4.336161306552317e-16,0.001,0.0044097925542539,0.6572967558500935,0.6572967558500935,7.774564191781785,256-256-256,256,1000,139,1630.8469924298115
