run_n,seed_train,seed_test,seed_dist,seed_metrics,ndims,nsamples_train,nsamples_val,nsamples_test,correlation,nbijectors,bijector,spline_knots,range_min,hidden_layers,trainable_parameters,non_trainable_parameters,batch_size,activation,regulariser,eps_regulariser,training_device,epochs_input
4,0,1,0,0,4,100000,30000,100000,,10,RealNVPN,--,-5,256-256-256,1333800,0,256,relu,,0.0,NVIDIA A40,1000
10,377,378,0,0,4,100000,30000,100000,,5,RealNVPN,--,-5,256-256-256,666900,0,256,relu,,0.0,NVIDIA A40,1000
18,520,521,0,0,4,100000,30000,100000,,5,RealNVPN,--,-5,256-256-256,666900,0,256,relu,,0.0,NVIDIA A40,1000
28,721,722,0,0,4,100000,30000,100000,,10,RealNVPN,--,-5,256-256-256,1333800,0,256,relu,,0.0,NVIDIA A40,1000
37,933,934,0,0,4,100000,30000,100000,,5,RealNVPN,--,-5,128-128-128,169620,0,256,relu,,0.0,NVIDIA A40,1000
42,0,1,0,0,8,100000,30000,100000,,5,RealNVPN,--,-5,256-256-256,674600,0,256,relu,,0.0,NVIDIA A40,1000
48,187,188,0,0,8,100000,30000,100000,,10,RealNVPN,--,-5,256-256-256,1349200,0,256,relu,,0.0,NVIDIA A40,1000
55,440,441,0,0,8,100000,30000,100000,,10,RealNVPN,--,-5,128-128-128,346960,0,256,relu,,0.0,NVIDIA A40,1000
64,541,542,0,0,8,100000,30000,100000,,10,RealNVPN,--,-5,256-256-256,1349200,0,256,relu,,0.0,NVIDIA A40,1000
70,869,870,0,0,8,100000,30000,100000,,5,RealNVPN,--,-5,256-256-256,674600,0,256,relu,,0.0,NVIDIA A40,1000
77,933,934,0,0,8,100000,30000,100000,,5,RealNVPN,--,-5,128-128-128,173480,0,256,relu,,0.0,NVIDIA A40,1000
85,187,188,0,0,16,100000,30000,100000,,5,RealNVPN,--,-5,128-128-128,181200,0,256,relu,,0.0,NVIDIA A40,1000
95,440,441,0,0,16,100000,30000,100000,,10,RealNVPN,--,-5,128-128-128,362400,0,256,relu,,0.0,NVIDIA A40,1000
108,721,722,0,0,16,100000,30000,100000,,10,RealNVPN,--,-5,256-256-256,1380000,0,256,relu,,0.0,NVIDIA A40,1000
118,933,934,0,0,16,100000,30000,100000,,5,RealNVPN,--,-5,256-256-256,690000,0,256,relu,,0.0,NVIDIA A40,1000
122,0,1,0,0,32,100000,30000,100000,,5,RealNVPN,--,-5,256-256-256,720800,0,256,relu,,0.0,NVIDIA A40,1000
128,187,188,0,0,32,100000,30000,100000,,10,RealNVPN,--,-5,256-256-256,1441600,0,256,relu,,0.0,NVIDIA A40,1000
135,440,441,0,0,32,100000,30000,100000,,10,RealNVPN,--,-5,128-128-128,393280,0,256,relu,,0.0,NVIDIA A40,1000
151,869,870,0,0,32,100000,30000,100000,,10,RealNVPN,--,-5,128-128-128,393280,0,256,relu,,0.0,NVIDIA A40,1000
158,933,934,0,0,32,100000,30000,100000,,5,RealNVPN,--,-5,256-256-256,720800,0,256,relu,,0.0,NVIDIA A40,1000
164,0,1,0,0,64,100000,30000,100000,,10,RealNVPN,--,-5,256-256-256,1564800,0,256,relu,,0.0,NVIDIA A40,1000
172,377,378,0,0,64,100000,30000,100000,,10,RealNVPN,--,-5,256-256-256,1564800,0,256,relu,,0.0,NVIDIA A40,1000
