run_n,seed_train,seed_test,seed_dist,seed_metrics,ndims,nsamples_train,nsamples_val,nsamples_test,correlation,nbijectors,bijector,spline_knots,range_min,hidden_layers,trainable_parameters,non_trainable_parameters,batch_size,activation,regulariser,eps_regulariser,training_device,epochs_input
6,187,188,0,0,4,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,313016,0,512,relu,,0.0,NVIDIA A40,1000
12,377,378,0,0,4,100000,30000,100000,,2,MsplineN,12,-16,256-256-256,337688,0,512,relu,,0.0,NVIDIA A40,1000
19,520,521,0,0,4,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,103448,0,512,relu,,0.0,NVIDIA A40,1000
27,721,722,0,0,4,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,103448,0,512,relu,,0.0,NVIDIA A40,1000
35,926,927,0,0,4,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,103448,0,512,relu,,0.0,NVIDIA A40,1000
44,0,1,0,0,8,100000,30000,100000,,2,MsplineN,12,-16,256-256-256,411696,0,512,relu,,0.0,NVIDIA A40,1000
49,377,378,0,0,8,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,115824,0,512,relu,,0.0,NVIDIA A40,1000
57,520,521,0,0,8,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,115824,0,512,relu,,0.0,NVIDIA A40,1000
68,721,722,0,0,8,100000,30000,100000,,2,MsplineN,12,-16,256-256-256,411696,0,512,relu,,0.0,NVIDIA A40,1000
72,869,870,0,0,8,100000,30000,100000,,2,MsplineN,12,-16,256-256-256,411696,0,512,relu,,0.0,NVIDIA A40,1000
77,933,934,0,0,8,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,115824,0,512,relu,,0.0,NVIDIA A40,1000
92,377,378,0,0,16,100000,30000,100000,,2,MsplineN,12,-16,256-256-256,559712,0,512,relu,,0.0,NVIDIA A40,1000
98,520,521,0,0,16,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,461024,0,512,relu,,0.0,NVIDIA A40,1000
105,721,722,0,0,16,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,165344,0,512,relu,,0.0,NVIDIA A40,1000
115,926,927,0,0,16,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,214880,0,512,relu,,0.0,NVIDIA A40,1000
124,0,1,0,0,32,100000,30000,100000,,2,MsplineN,12,-16,256-256-256,855744,0,512,relu,,0.0,NVIDIA A40,1000
130,377,378,0,0,32,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,658368,0,512,relu,,0.0,NVIDIA A40,1000
135,440,441,0,0,32,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,363456,0,512,relu,,0.0,NVIDIA A40,1000
142,541,542,0,0,32,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,658368,0,512,relu,,0.0,NVIDIA A40,1000
146,721,722,0,0,32,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,658368,0,512,relu,,0.0,NVIDIA A40,1000
149,869,870,0,0,32,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,264384,0,512,relu,,0.0,NVIDIA A40,1000
159,933,934,0,0,32,100000,30000,100000,,2,MsplineN,12,-16,128-128-128,363456,0,512,relu,,0.0,NVIDIA A40,1000
166,187,188,0,0,64,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,1053056,0,512,relu,,0.0,NVIDIA A40,1000
172,377,378,0,0,64,100000,30000,100000,,2,MsplineN,12,-16,256-256-256,1447808,0,512,relu,,0.0,NVIDIA A40,1000
176,440,441,0,0,64,100000,30000,100000,,2,MsplineN,12,-16,256-256-256,1447808,0,512,relu,,0.0,NVIDIA A40,1000
178,520,521,0,0,64,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,1053056,0,512,relu,,0.0,NVIDIA A40,1000
182,541,542,0,0,64,100000,30000,100000,,2,MsplineN,8,-16,256-256-256,1053056,0,512,relu,,0.0,NVIDIA A40,1000
185,721,722,0,0,64,100000,30000,100000,,2,MsplineN,8,-16,128-128-128,462464,0,512,relu,,0.0,NVIDIA A40,1000
